,PMID,abstract
0,34726708,"The optimal dose and duration of oral amoxicillin for children with community-acquired pneumonia (CAP) are unclear. To determine whether lower-dose amoxicillin is noninferior to higher dose and whether 3-day treatment is noninferior to 7 days. Multicenter, randomized, 2 × 2 factorial noninferiority trial enrolling 824 children, aged 6 months and older, with clinically diagnosed CAP, treated with amoxicillin on discharge from emergency departments and inpatient wards of 28 hospitals in the UK and 1 in Ireland between February 2017 and April 2019, with last trial visit on May 21, 2019. Children were randomized 1:1 to receive oral amoxicillin at a lower dose (35-50 mg/kg/d; n = 410) or higher dose (70-90 mg/kg/d; n = 404), for a shorter duration (3 days; n = 413) or a longer duration (7 days; n = 401). The primary outcome was clinically indicated antibiotic re-treatment for respiratory infection within 28 days after randomization. The noninferiority margin was 8%. Secondary outcomes included severity/duration of 9 parent-reported CAP symptoms, 3 antibiotic-related adverse events, and phenotypic resistance in colonizing Streptococcus pneumoniae isolates. Of 824 participants randomized into 1 of the 4 groups, 814 received at least 1 dose of trial medication (median [IQR] age, 2.5 years [1.6-2.7]; 421 [52%] males and 393 [48%] females), and the primary outcome was available for 789 (97%). For lower vs higher dose, the primary outcome occurred in 12.6% with lower dose vs 12.4% with higher dose (difference, 0.2% [1-sided 95% CI -∞ to 4.0%]), and in 12.5% with 3-day treatment vs 12.5% with 7-day treatment (difference, 0.1% [1-sided 95% CI -∞ to 3.9]). Both groups demonstrated noninferiority with no significant interaction between dose and duration (P = .63). Of the 14 prespecified secondary end points, the only significant differences were 3-day vs 7-day treatment for cough duration (median 12 days vs 10 days; hazard ratio [HR], 1.2 [95% CI, 1.0 to 1.4]; P = .04) and sleep disturbed by cough (median, 4 days vs 4 days; HR, 1.2 [95% CI, 1.0 to 1.4]; P = .03). Among the subgroup of children with severe CAP, the primary end point occurred in 17.3% of lower-dose recipients vs 13.5% of higher-dose recipients (difference, 3.8% [1-sided 95% CI, -∞ to10%]; P value for interaction = .18) and in 16.0% with 3-day treatment vs 14.8% with 7-day treatment (difference, 1.2% [1-sided 95% CI, -∞ to 7.4%]; P value for interaction = .73). Among children with CAP discharged from an emergency department or hospital ward (within 48 hours), lower-dose outpatient oral amoxicillin was noninferior to higher dose, and 3-day duration was noninferior to 7 days, with regard to need for antibiotic re-treatment. However, disease severity, treatment setting, prior antibiotics received, and acceptability of the noninferiority margin require consideration when interpreting the findings. ISRCTN Identifier: ISRCTN76888927. "
1,29262176,"Acute otitis media is defined as an infection of the middle ear space. It is a spectrum of diseases that includes acute otitis media (AOM), chronic suppurative otitis media (CSOM), and otitis media with effusion (OME). Acute otitis media is the second most common pediatric diagnosis in the emergency department, following upper respiratory infections. Although otitis media can occur at any age, it is most commonly seen between the ages of 6 to 24 months. Infection of the middle ear can be viral, bacterial, or coinfection. The most common bacterial organisms causing otitis media are  "
2,14726904,"Treatment guidelines developed by the Sinus and Allergy Health Partnership for acute bacterial rhinosinusitis (ABRS) were originally published in 2000. These guidelines were designed to: (1) educate clinicians and patients (or patients’ families) about the differences between viral and bacterial rhinosinusitis; (2) reduce the use of antibiotics for nonbacterial nasal/sinus disease; (3) provide recommendations for the diagnosis and optimal treatment of ABRS; (4) promote the use of appropriate antibiotic therapy when bacterial infection is likely; and (5) describe the current understanding of pharmacokinetic and pharmacodynamics and how they relate to the effectiveness of antimicrobial therapy. The original guidelines are updated here to include the most recent information on management principles, antimicrobial susceptibility patterns, and therapeutic options. An estimated 20 million cases of ABRS occur annually in the United States. According to National Ambulatory Medical Care Survey (NAMCS) data, sinusitis is the fifth most common diagnosis for which an antibiotic is prescribed. Sinusitis accounted for 9% and 21% of all pediatric and adult antibiotic prescriptions, respectively, written in 2002. The primary diagnosis of sinusitis results in expenditures of approximately $3.5 billion per year in the United States. ABRS is most often preceded by a viral upper respiratory tract infection (URI). Allergy, trauma, dental infection, or other factors that lead to inflammation of the nose and paranasal sinuses may also predispose individuals to developing ABRS. Patients with a “common cold” (viral URI) usually report some combination of the following symptoms: sneezing, rhinorrhea, nasal congestion, hyposmia/anosmia, facial pressure, postnasal drip, sore throat, cough, ear fullness, fever, and myalgia. A change in the color or the characteristic of the nasal discharge is not a specific sign of a bacterial infection. Bacterial superinfection may occur at any time during the course of a viral URI. The risk that bacterial superinfection has occurred is greater if the illness is still present after 10 days. Because there may be cases that fall out of the “norm” of this typical progression, practicing clinicians need to rely on their clinical judgment when using these guidelines. In general, however, a diagnosis of ABRS may be made in adults or children with symptoms of a viral URI that have not improved after 10 days or worsen after 5 to 7 days. There may be some or all of the following signs and symptoms: nasal drainage, nasal congestion, facial pressure/pain (especially when unilateral and focused in the region of a particular sinus), postnasal drainage, hyposmia/anosmia, fever, cough, fatigue, maxillary dental pain, and ear pressure/fullness. Physical examination provides limited information in the diagnosis of ABRS. While sometimes helpful, plain film radiographs, computed tomography (CT), and magnetic resonance imaging scans are not necessary for cases of ABRS. The most common bacterial species isolated from the maxillary sinuses of patients with ABRS are  The increasing prevalence of penicillin nonsusceptibility and resistance to other drug classes among  These guidelines apply to both adults and children. When selecting antibiotic therapy for ABRS, the clinician should consider the severity of the disease, the rate of progression of the disease, and recent antibiotic exposure. The guidelines now divide patients with ABRS into two general categories: (1) those with mild symptoms who have not received antibiotics within the past 4 to 6 weeks, and (2) those with mild disease who have received antibiotics within the past 4 to 6 weeks or those with moderate disease regardless of recent antibiotic exposure. The difference in severity of disease does not imply infection with a resistant pathogen. Rather, this terminology indicates the relative degree of acceptance of possible treatment failure and the likelihood of spontaneous resolution of symptoms—patients with more severe symptoms are less likely to resolve their disease spontaneously. The primary goal of antibiotic therapy is to eradicate bacteria from the site of infection, which, in turn, helps (1) return the sinuses back to health; (2) decrease the duration of symptoms to allow patients to resume daily activities more quickly; (3) prevent severe complications such as meningitis and brain abscess; and (4) decrease the development of chronic disease. Severe or life-threatening infections with or without complications are rare, and are not addressed in these guidelines. Prior antibiotic use is a major risk factor associated with the development of infection with antimicrobial-resistant strains. Because recent antimicrobial exposure increases the risk of carriage of and infection due to resistant organisms, antimicrobial therapy should be based upon the patient’s history of recent antibiotic use. The panel’s guidelines, therefore, stratify patients according to antibiotic exposure in the previous 4 to 6 weeks. Lack of response to therapy at ≥72 hours is an arbitrary time established to define treatment failures. Clinicians should monitor the response to antibiotic therapy, which may include instructing the patient to call the office or clinic if symptoms persist or worsen over the next few days. The predicted bacteriologic and clinical efficacy of antibiotics in adults and children has been determined according to mathematical modeling of ABRS developed by Michael Poole, MD, PhD, based on pathogen distribution, resolution rates without treatment, and in vitro microbiologic activity. Antibiotics can be placed into the following relative rank order of predicted clinical efficacy for adults: 90% to 92% = respiratory fluoroquinolones (gatifloxacin, levofloxacin, moxifloxacin), ceftriaxone, high-dose amoxicillin/clavulanate (4 g/250 mg/day), and amoxicillin/clavulanate (1.75 g/250 mg/day); 83% to 88% = high-dose amoxicillin (4 g/day), amoxicillin (1.5 g/day), cefpodoxime proxetil, cefixime (based on  "
3,29461265,"Advances in our understanding of the treatment of severe acute malnutrition (SAM) in a resource-limited environment are needed to improve outcome. Ready-to-use therapeutic foods (RUTFs) made from local products and with reduced milk content lower costs and may be effective in older children. None of the therapeutic foods used to treat severely malnourished children correct long chain polyunsaturated fatty acid deficiencies.Routine short-term antibiotic (amoxicillin) treatment, in the context of adequate healthcare supervision, does not improve the recovery rate. Long-term antibiotic (cotrimoxazole) treatment also does not provide significant benefit to non-HIV-infected children.Increased pathogenic bacteria have been found in the intestinal microbiome of malnourished children and candidate organisms for use as probiotics have been identified. There is, however, no evidence to support the routine use of probiotics in these children. Although exocrine pancreatic function is reduced in malnourished children, routine pancreatic enzyme supplementation does not lead to accelerated recovery. Alternative RUTF may provide a cheaper and more acceptable alternative to standard RUTF in the near future. Further research is needed to understand the implications of fatty acid deficiencies and dysbiosis that occur in malnourished children. Routine antibiotic administration in the appropriate setting is unnecessary. "
4,32841941,"Large variability in neonatal amoxicillin dosing recommendations may reflect uncertainty about appropriate efficacy and toxicity targets. The aim of this study was to model efficacious and safe exposure for current neonatal amoxicillin dosing regimens, given a range of assumptions for minimal inhibitory concentration (MIC), targeted %fT > MIC, and potential for aminopenicillin-related neurotoxicity. Individual intravenous amoxicillin exposures based on 6 international and 9 Swiss neonatal dosing recommendations, reflecting the range of current dosing approaches, were assessed by a previously developed population pharmacokinetic model informed by neonatal data from an international cohort. Exposure was simulated by attributing each dosing regimen to each patient cohort. End points of interest were %fT > MIC and potential neurotoxicity using Cmax > 140 mg/L as threshold. None of the dosing regimens achieved targets of ≥100%fT > MIC at any of the relevant MICs for a desired probability of target attainment (PTA) of ≥90%. All regimens achieved a PTA ≥90% for Streptococcus agalactiae (MIC 0.25 mg/L) and Listeria monocytogenes (MIC 1 mg/L) when targeting ≤70%fT > MIC. In contrast, none of the regimens resulted in a PTA ≥90% targeting ≥70%fT > MIC for enterococci (MIC 4 mg/L). The maximum amoxicillin concentration associated with potential neurotoxicity was exceeded using 4 dosing regimens (100 mg/kg q12, 60/30 mg/kg q12/8, 50 mg/kg q12/8/6, and 50 mg/kg q12/8/4) for ≥10% of neonates. The acceptability of regimens is highly influenced by efficacy and toxicity targets, the selection of which is challenging. Novel randomized trial designs combined with pharmacometric modeling and simulation could assist in selecting optimal dosing regimens in this understudied population. "
5,30407457,"Ambulatory therapy in low-risk patients with cancer, fever, and neutropenia seems to be a secure and effective alternative. This study aimed to compare the effectiveness and safety of the antimicrobial treatment in early discharge vs. in-hospital treatment in children with cancer and febrile neutropenia (FN) with low risk of invasive bacterial infection (IBI). Quasi-experimental design with a historical cohort control group. Children with cancer during an episode of FN and low risk of IBI were included. The control group were inpatient children that received intravenous piperacillin/tazobactam. The experimental group was early discharge patients, who received 48 h of IV treatment and were switched to oral treatment. Outcomes: fever resolution, readmissions, and mortality. Eighty low-risk FN episodes were included; the median age was 6 years old (2.6-11 years), and 43 (54%) were female. Main diagnoses were solid tumors (52 patients) and leukemia or lymphoma (28 patients). Forty-three patients received in-hospital treatment, and 37 were selected for early discharge (31 patients received ciprofloxacin and six received amoxicillin/clavulanate). Two patients were readmitted, one due to a relapse of fever with tumor progression and the other due to epistaxis. Adverse effects occurred in 21.6% of the early discharge group and 12% of the inpatient treatment group (p = 0.04). Early discharge in pediatric patients with cancer, fever, and neutropenia is an acceptable and safe alternative for low-risk patients. El tratamiento ambulatorio en pacientes con cáncer, fiebre y neutropenia de bajo riesgo parece ser una alternativa segura y efectiva. El objetivo de este trabajo fue comparar la efectividad y la seguridad del tratamiento antimicrobiano en la modalidad de egreso temprano vs. el tratamiento intrahospitalario en niños con cáncer y neutropenia febril (NF), con bajo riesgo de infección bacteriana invasiva (IBI). Diseño cuasi-experimental con un grupo control histórico. Se incluyeron niños con cáncer durante un episodio de NF con bajo riesgo de IBI. El grupo control fue constituido por pacientes que recibieron tratamiento hospitalario con piperacilina-tazobactam intravenosa. Los pacientes en el grupo de egreso temprano recibieron 48 horas de tratamiento intravenoso y egresaron con antimicrobianos por vía oral. Desenlaces: resolución de la fiebre, reingreso al hospital y muerte. Se incluyeron 80 pacientes con NF de bajo riesgo; la mediana de edad fue de 6 años; 43 pacientes (54%) eran de sexo femenino. Los diagnósticos principales fueron tumores sólidos (52) y leucemia o linfoma (28). Cuarenta y tres pacientes recibieron tratamiento hospitalario y 37 fueron seleccionados para egreso temprano. En el grupo de egreso temprano, 31 pacientes recibieron ciprofloxacino y 6 recibieron amoxicilina-clavulanato. Dos pacientes reingresaron, uno por fiebre secundaria a progresión tumoral y otro por epistaxis. Los efectos adversos se presentaron en el 21.6% de los pacientes en el grupo de egreso temprano y en el 12% del grupo de tratamiento hospitalario (p = 0.04). El egreso temprano para niños con cáncer y NF de bajo riesgo es una alternativa aceptable y segura. "
6,37493159,"Group A ß-hemolytic  This article aims to familiarize clinicians with the clinical manifestations, evaluation, diagnosis, and management of GABHS pharyngitis. A search was conducted in December 2022 in PubMed Clinical Queries using the key term ""group A β-hemolytic streptococcal pharyngitis"". This review covers mainly literature published in the previous ten years. Children with GABHS pharyngitis typically present with an abrupt onset of fever, intense pain in the throat, pain on swallowing, an inflamed pharynx, enlarged and erythematous tonsils, a red and swollen uvula, enlarged tender anterior cervical lymph nodes. As clinical manifestations may not be specific, even experienced clinicians may have difficulties diagnosing GABHS pharyngitis solely based on epidemiologic or clinical grounds alone. Patients suspected of having GABHS pharyngitis should be confirmed by microbiologic testing (e.g., culture, rapid antigen detection test, molecular point-of-care test) of a throat swab specimen prior to the initiation of antimicrobial therapy. Microbiologic testing is generally unnecessary in patients with pharyngitis whose clinical and epidemiologic findings do not suggest GABHS. Clinical score systems such as the Centor score and McIssac score have been developed to help clinicians decide which patients should undergo diagnostic testing and reduce the unnecessary use of antimicrobials. Antimicrobial therapy should be initiated without delay once the diagnosis is confirmed. Oral penicillin V and amoxicillin remain the drugs of choice. For patients who have a non-anaphylactic allergy to penicillin, oral cephalosporin is an acceptable alternative. For patients with a history of immediate, anaphylactic-type hypersensitivity to penicillin, oral clindamycin, clarithromycin, and azithromycin are acceptable alternatives. Early diagnosis and antimicrobial treatment are recommended to prevent suppurative complications (e.g., cervical lymphadenitis, peritonsillar abscess) and non-suppurative complications (particularly rheumatic fever) as well as to reduce the severity of symptoms, to shorten the duration of the illness and to reduce disease transmission. "
7,14632104,"Bacterial skin and skin structure infections commonly encountered in children include impetigo, folliculitis, furunculosis, carbuncles, wound infections, abscesses, cellulitis, erysipelas, scarlet fever, acute paronychia, and staphylococcal scalded skin syndrome. If diagnosed early and treated appropriately, these infections are almost always curable, but some have the potential to cause serious complications such as septicemia, nephritis, carditis and arthritis if diagnosis is delayed and/or treatment is inadequate. During the initial evaluation, it is important to determine whether the infection is superficial or deep, and whether it is localized or spreading. Prompt treatment is essential if the infection appears to be spreading, as the sequelae can be life threatening. Once the proper diagnosis is made, the next important step is selecting the most appropriate therapy. In children presenting with mild or moderately severe bacterial skin and skin structure infections and not requiring inpatient management or urgent operative débridement, prompt provision of oral antimicrobial therapy avoids the risk of worsening infection or hospitalization. Empiric antimicrobial therapy should be directed at the most likely pathogens, (e.g. Staphylococcus aureus or Streptococcus pyogenes), although some infections (e.g. subcutaneous abscesses and cellulitis following animal or human bites) may have a polymicrobial origin. In choosing the appropriate antimicrobial therapy, one must take into account the resistance profile of the target pathogen, the agent's antibacterial profile and intrinsic activity against the target pathogen, and its pharmacokinetic properties (including absorption, elimination, and extent of tissue penetration). Other factors to consider include tolerability of the drug, convenience of the dosing regimen, and acceptability and palatability of the oral formulation administered. Any treatment plan for bacterial skin and skin structure infections should aim to minimize the emergence of resistant organisms so that the risk of their dissemination to others in the community is reduced. Oral antimicrobial agents currently available that may be considered include: beta-lactamase-stable penicillins (e.g. cloxacillin, dicloxacillin, and amoxicillin-clavulanate potassium), the macrolides (e.g. erythromycin, clarithromycin, and azithromycin), and the cephalosporins. Cephalosporins are now the most commonly used class, particularly because of increasing resistance among strains of S. pyogenes to erythromycin (and by implication, the other macrolides). The second- and third-generation cephalosporins have many advantages, with their extended spectra of antimicrobial activity, favorable pharmacokinetic and tolerability profiles, and convenient dosage schedules. The third-generation agent, cefdinir, has good activity against a broad range of likely pathogens, including staphylococci, a twice-daily administration schedule, a favorable efficacy and tolerability profile, is well accepted by young children when administered as an oral suspension, and may be an attractive alternative in the pediatric setting. "
8,38250287,"To describe baseline antimicrobial stewardship (AMS) metrics and apply AMS interventions in an inpatient obstetrical population. From October 2018 to October 2019, our tertiary-care obstetrical center reviewed components of our AMS program, which included: (1) antimicrobial consumption data, (2) point prevalence surveys (PPS), and (3) prospective audit and feedback. We reviewed institutional data for antimicrobial consumption from the pharmacy database. Detailed point prevalence surveys were conducted for all antimicrobial prescriptions on two predefined dates each month. Daily audits and feedback assessed the appropriateness of all non-protocolized antimicrobials. Our average antimicrobial length of therapy (LOT) was 12 days per 100 patient-days, where erythromycin (2.33), amoxicillin (2.28), and ampicillin (1.81) were the greatest contributors. Point prevalence surveys revealed that 28.8% of obstetrical inpatients were on antimicrobials, of which 11.2% were inappropriate. Protocolized antimicrobials were 62% less likely ( Antimicrobial use in obstetrics is unique compared to general inpatients. We provide a baseline set of metrics for AMS at our obstetrical center intending to lay the groundwork for AMS programming in our discipline. Antimicrobial protocolization, as well as audit and feedback, are feasible interventions to improve antimicrobial prescribing patterns. Décrire les mesures de gouvernance antimicrobienne (GAM) fondamentales et utiliser les interventions de GAM dans une population obstétricale hospitalisée. D’octobre 2018 à octobre 2019, le centre obstétrical de soins tertiaires a révisé les éléments du programme de GAM, qui incluait : 1) les données sur la consommation d’antimicrobiens, 2) les enquêtes de prévalence ponctuelles (EPP) et 3) la vérification et la rétroaction prospectives. Les chercheurs ont examiné les données institutionnelles relatives à la consommation d’antimicrobiens dans la base de données de la pharmacie. Ils ont effectué des enquêtes de prévalence ponctuelles détaillées sur toutes les prescriptions d’antimicrobiens à deux dates déterminées chaque mois. Les vérifications et les rétroactions quotidiennes ont permis d’évaluer la pertinence de tous les antimicrobiens non protocolisés. La durée du traitement antimicrobien moyen était de 12 jours sur 100 jours-patients, et l’érythromycine (2,33), l’amoxicilline (2,28) et l’ampicilline (1,81) étaient les plus utilisées. Les enquêtes de prévalence ponctuelles ont révélé que 28,8 % des patientes obstétricales hospitalisées prenaient des antimicrobiens, dont 11,2 % étaient inappropriés. Les antimicrobiens protocolisés étaient 62 % moins susceptibles d’être inappropriés (p = 0,027). Des 565 prescriptions vérifiées, 110 (19,5 %) ont donné lieu à des rétroactions, et 90 % des recommandations ont été acceptées et mises en œuvre. Les principales raisons d’intervenir incluaient une posologie inexacte, la recommandation d’un test diagnostique avant de poursuivre l’antimicrobien, ainsi que le changement d’antimicrobien d’après la culture et sensibilité spécifiques. L’utilisation d’antimicrobiens est unique en obstétrique par rapport aux autres patients hospitalisés. Les chercheurs fournissent la série de mesures de GAM de référence utilisée à leur centre obstétrical pour jeter les bases de la programmation de la GAM dans la discipline. La protocolisation des antimicrobiens, de même que la vérification et la rétroaction, est une intervention faisable pour améliorer les profils de prescription d’antimicrobiens. "
9,22208358,"The development of evidence-based clinical practice guidelines has gained wide acceptance in high-income countries and reputable international organizations. Whereas this approach may be a desirable standard, challenges remain in low-income settings with limited capacity and resources for evidence synthesis and guideline development. We present our experience using the Grading of Recommendations Assessment, Development and Evaluation (GRADE) approach for the recent revision of the Kenyan pediatric clinical guidelines focusing on antibiotic treatment of pneumonia. A team of health professionals, many with minimal prior experience conducting systematic reviews, carried out evidence synthesis for structured clinical questions. Summaries were compiled and distributed to a panel of clinicians, academicians and policy-makers to generate recommendations based on best available research evidence and locally-relevant contextual factors. We reviewed six eligible articles on non-severe and 13 on severe/very severe pneumonia. Moderate quality evidence suggesting similar clinical outcomes comparing amoxicillin and cotrimoxazole for non-severe pneumonia received a strong recommendation against adopting amoxicillin. The panel voted strongly against amoxicillin for severe pneumonia over benzyl penicillin despite moderate quality evidence suggesting clinical equivalence between the two and additional factors favoring amoxicillin. Very low quality evidence suggesting ceftriaxone was as effective as the standard benzyl penicillin plus gentamicin for very severe pneumonia received a strong recommendation supporting the standard treatment. Although this exercise may have fallen short of the rigorous requirements recommended by the developers of GRADE, it was arguably an improvement on previous attempts at guideline development in low-income countries and offers valuable lessons for future similar exercises where resources and locally-generated evidence are scarce. "
