,PMID,abstract
0,37490085,"The large overlap between symptoms of acute sinusitis and viral upper respiratory tract infection suggests that certain subgroups of children being diagnosed with acute sinusitis, and subsequently treated with antibiotics, derive little benefit from antibiotic use. To assess if antibiotic therapy could be appropriately withheld in prespecified subgroups. Randomized clinical trial including 515 children aged 2 to 11 years diagnosed with acute sinusitis based on clinical criteria. The trial was conducted between February 2016 and April 2022 at primary care offices affiliated with 6 US institutions and was designed to evaluate whether symptom burden differed in subgroups defined by nasopharyngeal Streptococcus pneumoniae, Haemophilus influenzae, or Moraxella catarrhalis on bacterial culture and by the presence of colored nasal discharge. Oral amoxicillin (90 mg/kg/d) and clavulanate (6.4 mg/kg/d) (n = 254) or placebo (n = 256) for 10 days. The primary outcome was symptom burden based on daily symptom scores on a validated scale (range, 0-40) during the 10 days after diagnosis. Secondary outcomes included treatment failure, adverse events including clinically significant diarrhea, and resource use by families. Most of the 510 included children were aged 2 to 5 years (64%), male (54%), White (52%), and not Hispanic (89%). The mean symptom scores were significantly lower in children in the amoxicillin and clavulanate group (9.04 [95% CI, 8.71 to 9.37]) compared with those in the placebo group (10.60 [95% CI, 10.27 to 10.93]) (between-group difference, -1.69 [95% CI, -2.07 to -1.31]). The length of time to symptom resolution was significantly lower for children in the antibiotic group (7.0 days) than in the placebo group (9.0 days) (P = .003). Children without nasopharyngeal pathogens detected did not benefit from antibiotic treatment as much as those with pathogens detected; the between-group difference in mean symptom scores was -0.88 (95% CI, -1.63 to -0.12) in those without pathogens detected compared with -1.95 (95% CI, -2.40 to -1.51) in those with pathogens detected. Efficacy did not differ significantly according to whether colored nasal discharge was present (the between-group difference was -1.62 [95% CI, -2.09 to -1.16] for colored nasal discharge vs -1.70 [95% CI, -2.38 to -1.03] for clear nasal discharge; P = .52 for the interaction between treatment group and the presence of colored nasal discharge). In children with acute sinusitis, antibiotic treatment had minimal benefit for those without nasopharyngeal bacterial pathogens on presentation, and its effects did not depend on the color of nasal discharge. Testing for specific bacteria on presentation may represent a strategy to reduce antibiotic use in this condition. ClinicalTrials.gov Identifier: NCT02554383. "
1,14726904,"Treatment guidelines developed by the Sinus and Allergy Health Partnership for acute bacterial rhinosinusitis (ABRS) were originally published in 2000. These guidelines were designed to: (1) educate clinicians and patients (or patients’ families) about the differences between viral and bacterial rhinosinusitis; (2) reduce the use of antibiotics for nonbacterial nasal/sinus disease; (3) provide recommendations for the diagnosis and optimal treatment of ABRS; (4) promote the use of appropriate antibiotic therapy when bacterial infection is likely; and (5) describe the current understanding of pharmacokinetic and pharmacodynamics and how they relate to the effectiveness of antimicrobial therapy. The original guidelines are updated here to include the most recent information on management principles, antimicrobial susceptibility patterns, and therapeutic options. An estimated 20 million cases of ABRS occur annually in the United States. According to National Ambulatory Medical Care Survey (NAMCS) data, sinusitis is the fifth most common diagnosis for which an antibiotic is prescribed. Sinusitis accounted for 9% and 21% of all pediatric and adult antibiotic prescriptions, respectively, written in 2002. The primary diagnosis of sinusitis results in expenditures of approximately $3.5 billion per year in the United States. ABRS is most often preceded by a viral upper respiratory tract infection (URI). Allergy, trauma, dental infection, or other factors that lead to inflammation of the nose and paranasal sinuses may also predispose individuals to developing ABRS. Patients with a “common cold” (viral URI) usually report some combination of the following symptoms: sneezing, rhinorrhea, nasal congestion, hyposmia/anosmia, facial pressure, postnasal drip, sore throat, cough, ear fullness, fever, and myalgia. A change in the color or the characteristic of the nasal discharge is not a specific sign of a bacterial infection. Bacterial superinfection may occur at any time during the course of a viral URI. The risk that bacterial superinfection has occurred is greater if the illness is still present after 10 days. Because there may be cases that fall out of the “norm” of this typical progression, practicing clinicians need to rely on their clinical judgment when using these guidelines. In general, however, a diagnosis of ABRS may be made in adults or children with symptoms of a viral URI that have not improved after 10 days or worsen after 5 to 7 days. There may be some or all of the following signs and symptoms: nasal drainage, nasal congestion, facial pressure/pain (especially when unilateral and focused in the region of a particular sinus), postnasal drainage, hyposmia/anosmia, fever, cough, fatigue, maxillary dental pain, and ear pressure/fullness. Physical examination provides limited information in the diagnosis of ABRS. While sometimes helpful, plain film radiographs, computed tomography (CT), and magnetic resonance imaging scans are not necessary for cases of ABRS. The most common bacterial species isolated from the maxillary sinuses of patients with ABRS are  The increasing prevalence of penicillin nonsusceptibility and resistance to other drug classes among  These guidelines apply to both adults and children. When selecting antibiotic therapy for ABRS, the clinician should consider the severity of the disease, the rate of progression of the disease, and recent antibiotic exposure. The guidelines now divide patients with ABRS into two general categories: (1) those with mild symptoms who have not received antibiotics within the past 4 to 6 weeks, and (2) those with mild disease who have received antibiotics within the past 4 to 6 weeks or those with moderate disease regardless of recent antibiotic exposure. The difference in severity of disease does not imply infection with a resistant pathogen. Rather, this terminology indicates the relative degree of acceptance of possible treatment failure and the likelihood of spontaneous resolution of symptoms—patients with more severe symptoms are less likely to resolve their disease spontaneously. The primary goal of antibiotic therapy is to eradicate bacteria from the site of infection, which, in turn, helps (1) return the sinuses back to health; (2) decrease the duration of symptoms to allow patients to resume daily activities more quickly; (3) prevent severe complications such as meningitis and brain abscess; and (4) decrease the development of chronic disease. Severe or life-threatening infections with or without complications are rare, and are not addressed in these guidelines. Prior antibiotic use is a major risk factor associated with the development of infection with antimicrobial-resistant strains. Because recent antimicrobial exposure increases the risk of carriage of and infection due to resistant organisms, antimicrobial therapy should be based upon the patient’s history of recent antibiotic use. The panel’s guidelines, therefore, stratify patients according to antibiotic exposure in the previous 4 to 6 weeks. Lack of response to therapy at ≥72 hours is an arbitrary time established to define treatment failures. Clinicians should monitor the response to antibiotic therapy, which may include instructing the patient to call the office or clinic if symptoms persist or worsen over the next few days. The predicted bacteriologic and clinical efficacy of antibiotics in adults and children has been determined according to mathematical modeling of ABRS developed by Michael Poole, MD, PhD, based on pathogen distribution, resolution rates without treatment, and in vitro microbiologic activity. Antibiotics can be placed into the following relative rank order of predicted clinical efficacy for adults: 90% to 92% = respiratory fluoroquinolones (gatifloxacin, levofloxacin, moxifloxacin), ceftriaxone, high-dose amoxicillin/clavulanate (4 g/250 mg/day), and amoxicillin/clavulanate (1.75 g/250 mg/day); 83% to 88% = high-dose amoxicillin (4 g/day), amoxicillin (1.5 g/day), cefpodoxime proxetil, cefixime (based on  "
2,35884010,"The aim of the current study is to observe how different pediatric drugs and tooth brushing affect the color stability of different esthetic restorative materials. Three restorative materials (composite, compomer, and glass ionomer cement (GIC)) were each used to produce 72 specimens (10 mm × 2 mm). The specimens were divided into six groups and immersed in distilled water and five different pediatric drugs (amoxicillin, ibuprofen, ventolin, paracetamol, and multivitamins). Each group was divided into two subgroups (brushed and non-brushed). Over the course of two weeks, the specimens were agitated for one minute every eight hours. Color changes in all the specimens were evaluated using a spectrophotometer at 1 and 2 weeks. GIC showed a change in color that was significantly greater than that in all the other materials in each solution, except for those in amoxicillin. After a period of 1 to 2 weeks, the most noticeable change in color was detected in the amoxicillin composite and amoxicillin GIC unbrushed groups, and after 2 weeks, a significant difference was found in the ventolin GIC unbrushed group. The color stability of the restorative materials used in pediatric dentistry can be influenced by using popular liquid pediatric medications. GIC was the least color-stable material when subjected to liquid medications. "
3,38117645,"The long-term use of pediatric medications can lead to discoloration of dental restorations, which affects their durability and longevity. The present in vitro study evaluated the effects of commonly used pediatric medications on the color stability of a conventional and a bulk-fill composite resin. For this study, 80 disc-shaped specimens of each composite were prepared in molds with a diameter of 6 mm and thicknesses of 2 or 4 mm (n = 40 per thickness per material). A spectrophotometer was used to evaluate the baseline color of the specimens in the International Commission on Illumination L*a*b* color space. Each specimen was immersed separately in a container holding 1 of 8 liquid medications (n = 5 per thickness per medication): amoxicillin/clavulanate, clarithromycin, cephalexin, acetaminophen, ibuprofen, levetiracetam, multivitamin, or albuterol. After the container was shaken for 2 minutes, the specimen was removed from the medication and stored in artificial saliva. The cycle was repeated every 8 hours for 1 week. The color measurements were repeated after 1 week of immersion cycles, and the overall color change (ΔE*) was calculated; a value of ΔE* > 3.3 was considered clinically perceptible. The data were analyzed with 1-way and 2-way analyses of variance as well as the Levene test and Games-Howell post hoc test (P < 0.05). All specimens displayed clinically perceptible color changes after exposure to medications commonly used by children. The mean color change in the 4-mm bulk-fill composite resin group was significantly greater than that in all other groups (P < 0.05). However, there was no significant difference in color change based on the immersion drug for either of the composites (P > 0.05). The study findings show that exposure of composite resin to certain commonly used pediatric drugs causes color changes that are clinically perceptible. "
4,31249178,"Various liquid drug formulations are prescribed to the children. Frequent use of these drugs can result in staining of dental restorations, affecting their longevity and durability. This study aims to evaluate the effect of different pediatric drug formulations on color stability of various esthetic restorative materials. Three different restorative materials namely composite resin, Zirconomer Improved, and conventional glass ionomer cement (GIC) were used to prepare total 120 (40 from each) disc-shaped specimens having dimensions 12 mm × 1.5 mm. The specimens of each material were divided into five experimental groups (n = 8) through stratified random sampling technique and were immersed in five different liquid medications: Group 1 - amoxicillin + clavulanic acid, Group 2 - metronidazole, Group 3 - cephalexin, Group 4 - ibuprofen, and Group 5 - ibuprofen + paracetamol. All samples were agitated for 2 min and cycle was repeated eight hourly for 1 week with intermittent pH cycling to simulate conditions similar to the oral environment. Color stability of all specimens was evaluated using spectrophotometer. One-way ANOVA and Tukey's post hoc HSD test were used for statistical analysis. Results obtained revealed that Δ E* (color difference) elevation was significantly low with GIC (P < 0.001) and high with composite for all five groups. Amoxicillin + clavulanic acid and metronidazole group showed highest color stainability among all groups. GIC showed better color stability with all drug formulations. The highest color alteration was observed in composite resin, whereas zirconia reinforced GIC showed color stability lesser than GIC but better than composite. "
5,35262822,"Amelogenin (AMELX) and ameloblastin (AMBN) are crucial for enamel formation, and interruptions in the production of these proteins may cause enamel defects. We investigated how prenatal environmental factors (chronic stress, bisphenol A (BPA), amoxicillin, and lipopolysaccharide (LPS)) affect AMELX and AMBN production of ameloblasts. Fifteen pregnant Sprague-Dawley rats were divided into four experimental groups and a control group. Chronic-stress group rats were exposed to a 12:12 light/light cycle (LL) from day E18 until delivery. BPA group rats were orally administered 5 μg/kg BPA daily from day E1 until delivery. Amoxicillin group rats were injected 100 mg/kg amoxicillin daily from day E18 until delivery. LPS-infection group rats were injected 125 μg/kg bacterial LPS once on day E18. Seven pups from the control group and ten pups from the experimental groups were euthanized on P10. Sections were stained with hematoxylin and eosin (H&E) and Gomori's one-step trichrome staining (GT) and incubated with rabbit polyclonal antibodies to AMELX and AMBN, to evaluate staining intensity at ameloblast stages. The surface morphology was evaluated with a stereomicroscope. AMELX (p = 0.008, p = 0.0001, p = 0.009) and AMBN (p = 0.002, p = 0.001, p = 0.0001) staining of all groups were significantly lower than that of the control group in the secretory, transitional, and maturation stages. Abnormal enamel matrix formation was observed in the H&E and GT staining sections of all experimental groups. Yellowish coloration of the amoxicillin group was observed in morphologic evaluation. "
6,27147292,"♦ OBJECTIVES: Assess the stability of several antibiotics in peritoneal dialysis (PD) solutions under common conditions of use in pediatrics, particularly in automated PD. ♦ METHODS: Amoxicillin, cefazolin, cefepime, ceftazidime, imipenem, cotrimoxazole, tobramycin, vancomycin, and the association of ceftazidime + vancomycin and ceftazidime + tobramycin, were tested in 3 different PD solutions: bicarbonate/lactate solution with 2 glucose concentrations (Physioneal 1.36 and 3.86%; Baxter Healthcare Corporation, Deerfield, IL, USA) and an icodextrin-containing solution (Extraneal; Baxter Healthcare Corporation, Deerfield, IL, USA). Concentrations were those recommended in guidelines for the treatment of peritonitis in pediatrics. Physioneal bags were incubated at 37°C for 24 hours, whereas Extraneal bags were stored 12 hours at room temperature (22 ± 2°C) and then 12 hours at 37°C. Drug concentrations were determined using high performance liquid chromatography (HPLC). Each measure was taken in triplicate. Stability of antibiotics was defined as less than 10% degradation of the drug over time. ♦ RESULTS: Cefazolin, cotrimoxazole, tobramycin, and vancomycin were stable under studied conditions. Ceftazidime was stable 24 hours in icodextrin, 12 hours in Physioneal 1.36% and 6 hours in Physioneal 3.86%. The association of tobramycin or vancomycin did not influence the stability of ceftazidime. Cefepime and amoxicillin were stable 6 h, 4 h, and 8 h in Physioneal 1.36%, 3.86% and Extraneal, respectively. The stability of imipenem was very low: 2 h in Physioneal and 6 h in Extraneal. Moreover, an increasingly yellow coloration was observed with the use of imipenem, whereas no color change or precipitation occurred in other bags. ♦ CONCLUSION: Cefazolin, tobramycin, cotrimoxazole, and vancomycin are stable in PD solutions up to 24 hours and can be administered in the PD bag for the treatment of peritonitis, even in automated PD under studied conditions. However, amoxicillin, cefepime, ceftazidime, and imipenem must be used with caution due to their lack of stability. "
7,2000275,"Even though a variety of adverse effects caused by sweeteners, flavorings, and dyes in susceptible individuals have been reported, there is no good single reference with information about these substances in pediatric antimicrobials. Data on sweeteners, flavorings, and dyes in 91 antimicrobial preparations were collected. Sucrose was present in 74 (85%) of 87 preparations, followed by saccharin in 30 (34%) preparations. Mannitol, lactose, and sorbitol were each present in 7 preparations. None of the preparations were free of sweeteners. Thirty-four (37%) of 91 preparations did not specify the flavoring content. While cherry was the most common flavoring used, there were 25 other flavorings. Thirteen different dyes and coloring agents were used in these antimicrobials. Red dye no. 40 was present in 45% of preparations. Tables detailing sweeteners, flavorings, and dyes in different groups of antimicrobials (amoxicillin, ampicillin, cephalosporins, erythromycin, penicillins, sulfonamides, and others) and adverse effects reported with these inert ingredients are presented. These tables should be helpful to physicians in selecting an antimicrobial containing a different sweetener and/or dye when an adverse reaction occurs. "
8,37736952,"Neonatal osteomyelitis (OM), although exceptionally rare, has been linked to detrimental sequel, as diagnosis in the early stages is challenging and any delay in treatment can lead to disturbance in skeletal growth. In pediatric OM the most commonly grown bacteria is Staphylococcus aureus followed by group A Streptococcus (GAS). Notwithstanding, sepsis-induced coagulopathy is a well-known entity in children and adults, still sepsis-associated thrombosis is sparsely observed. we present a case of a newborn with GAS associated OM and thrombosis. A term neonate on the 11th day of life was referred to our NICU due to right (R) lower limb edema, cyanosis and core temperature up to 39 °C. Late onset sepsis was suspected and started on vancomycin and amikacin. A colour Doppler scan showed thrombosis of the R common femoral vein. The neonate started on iv unfractionated heparin. Ampicillin was added given positive for GAS blood culture. An MRI on the 5th day of admission, showed evidence of thrombosis resolution. On the 14th day of admission, a bone Tc99 scan showed evidence of OM of R femur. Antibiotic treatment switched to amoxicillin per os. The management was restricted to anticoagulant therapy with low molecular weight heparin for 3 months and antibiotic therapy for 6 months without surgery intervention and the patient recovered and discharged at 42 days of age. Early diagnosis and treatment of neonatal osteomyelitis can prevent bone destruction. Sepsis-associated thrombosis is barely observed during osteomyelitis, yet it should be considered as an emerged case requiring prompt treatment. "
9,24862714,"Antibiotic pastes are used for disinfection in regenerative endodontic procedures. This study evaluated the crown discoloration induced by various antibiotic pastes including the mixture of metronidazole and ciprofloxacin with minocycline, doxycycline, amoxicillin, or cefaclor. Seventy extracted bovine incisors were sectioned to obtain a standardized root length of 10 mm above the facial cementoenamel junction. After pulp tissue removal, irrigation with sodium hypochlorite and the placement of temporary filling material and cotton pellet were performed from the apical aspect. The specimens were then randomly divided into 7 groups (n = 10 for each group), and each group received the following antibiotic paste fillings: no filling (control group), calcium hydroxide, double antibiotic paste (DAP), triple antibiotic paste (TAP) with minocycline, TAP with doxycycline, TAP with amoxicillin, and TAP with cefaclor. Spectrophotometric readings were obtained on the buccal surfaces of the crown on day 1 to week 3 after filling, and the ΔE value was calculated. Data were analyzed with 2-way analysis of variance and the Tukey post hoc tests (P = .05), and the human perceptibility threshold was set to 3.7. TAP with minocycline, doxycycline, and cefaclor induced more coronal discoloration compared with the control group (P < .05). The control, calcium hydroxide, and DAP groups showed no color changes exceeding the perceptibility threshold at all time points. The results indicated that all antibiotic pastes, except DAP, induced crown discoloration. "
