,PMID,abstract
0,26677512,"Following dietary exposure to fructose, sucrose, or sorbitol, untreated hereditary fructose intolerance (HFI) is characterized by metabolic disturbances (hypoglycemia, lactic acidemia, hypophosphatemia, hyperuricemia, hypermagnesemia, hyperalaninemia) and clinical findings (nausea, vomiting, and abdominal distress; chronic growth restriction / failure to thrive). While untreated HFI typically first manifested when fructose- and sucrose-containing foods were introduced in the course of weaning young infants from breast milk, it is now presenting earlier, due to the addition of fructose-containing nutrients in infant formulas. If the infant ingests large quantities of fructose, the infant may acutely develop lethargy, seizures, and/or progressive coma. Untreated HFI may result in renal and hepatic failure. If identified and treated before permanent organ injury occurs, individuals with HFI can experience a normal quality of life and life expectancy. The diagnosis of HFI is established in a proband with suggestive metabolic disturbances and clinical findings following dietary exposure to fructose, sucrose, or sorbitol and either biallelic pathogenic variants in"
1,32999501,
2,36471989,"There are many kinds of pharmaceutical preparations for children in China, which are generally divided into oral solid preparations and oral liquid preparations. Solid preparations, such as microtablets, pellets, dispersible tablets, and fine granules, have become the development trend of pediatric drugs. Liquid preparations mainly include syrup, suspension, oral solution, and drops. The poor taste and the treatment of drugs in children of different ages are the key factors affecting the efficacy, safety, and compliance of pediatric drugs. To reduce the risk caused by the fluctuation of blood concentration and improve the oral compliance of pediatric drugs, it is urgent to develop new techniques for granulation and flavor maskingto improve the poor taste of solid preparations. For liquid pre-parations with poor taste, the flavor correction technique should be used. This paper summarized the new pharmaceutical techniques for granulation and flavor masking, and it was found that sustained/controlled-releasegranules, fine granules, and chewing solid mini-tablets became the mainstream of oral solid preparations for children. Generally, multiparticle preparation, coating, microencapsulation, and other granulating techniques were involved in these preparations. Granulation and flavor masking are closely related and synergetic. Flavor masking techniques mask the bitter taste of Chinese medicine from four aspects, including confusing the brain taste, changing the compounds, reducing the exposure of bitter molecules to bitter receptors in the mouth, and numbing the taste cells to increase the threshold of bitter perception. At present, the main drugs for children on the market mainly inhibit the oral release of bitter drugs. "
3,31315084,"Indomethacin is used for off-label prescription for the treatment of patent ductus arteriosus in premature infants. In Argentina, indomethacin is only available as a suppository, dermic cream, injectable ampules, and delayed-release capsules. Aiming to improve pediatric treatment and minimize the risk associated with improper dosage, this work focused on the development of an extemporaneous 0.2% indomethacin oral suspension, starting from the commercially injectable formulation. Two 150-mL batches of suspension were prepared using Generally Recognized as Safe excipients. The suspensions were stored for 17 days at room temperature. Physical stability, morphological analysis of suspended particles, sedimentation volume, easy re-suspension, and dynamic viscosity were studied. The indomethacin content, dissolution studies, and microbiological attributes of nonsterile pharmaceutical products were also evaluated. After 17 days of storage, the suspension was easily re-dispersed after 15 seconds of the hand-shaking technique. There were no detectable changes in color, odor, and/or flavor. The suspension showed minimal changes in pH, viscosity, shape, and mean size of the suspended indomethacin particles. The content uniformity and drug dissolution remained within the acceptable range during storage. This oral liquid suspension is an interesting alternative to be prepared by hospital pharmacy services for optimizing the pediatric treatment of patent ductus arteriosus. "
4,17090745,"The stability and viscosity of preparations of a commercially available, flavored, immediate-release powder for oral suspension (omeprazole-sodium bicarbonate) during refrigerator and room temperature storage were investigated. Omeprazole-sodium bicarbonate 20-mg packets were suspended to initial omeprazole concentrations of 0.6 and 2 mg/mL, and omeprazole-sodium bicarbonate 40-mg packets were suspended to initial omeprazole concentrations of 1.2, 2, 3, and 4 mg/mL. Suspensions were stored at 4 degrees C in darkness (refrigerated) or 22-25 degrees C (room temperature) in light for one week. A third set of suspensions was stored refrigerated for one month. Omeprazole's stability was quantified after 0, 6, 12, 24, 48, and 168 hours in one-week samples and after 0, 7, 14, 21, and 28 days in one-month samples using high-pressure liquid chromatography. Viscosities of refrigerated suspensions were measured after 0, 1, and 7 days. Refrigerated suspensions retained >98% and >96% of their initial omeprazole concentrations after one week and one month, respectively. Stability of room temperature suspensions was concentration dependent. After one week, the 0.6- and 1.2-mg/mL suspensions retained 87.2% and 93.1% of their respective initial omeprazole concentrations, whereas the 2-, 3-, and 4-mg/mL suspensions retained >97% of their initial omeprazole concentrations. Suspension viscosities varied 10-fold over the concentrations studied, but all were within the viscosity ranges of other commercially available oral suspensions. Prolonged refrigeration did not increase the suspensions' viscosities. Omeprazole-sodium bicarbonate suspensions of 0.6-4 mg/mL omeprazole were stored at 4 degrees C in darkness for up to 28 days. The viscosities of refrigerated suspensions did not increase over 7 days. Except for the 0.6 mg/mL preparations, suspensions stored at room temperature in the light retained >90% of their initial omeprazole content after 7 days, despite turning yellow. "
5,31611144,"Taste is a crucial factor that determines the palatability of the oral dosage form and patient compliance. The aim of this work was to evaluate the organoleptic excipients in oral antibiotics for pediatric use marketed in Brazil. The information was obtained from the GuidetoPharmacy, a reference for the pharmaceutical trade. The analysis included dosage forms for oral administration and drugs and their combination with antibacterial action. After this survey, we identified the constitution of the flavoring, sweetening, and coloring agents of each medicine. The results are presented in a descriptive form. Twelve drugs or associations are distributed in 70medicines. Oral suspension was the most common pharmaceutical dosage form. Sweeteners were sucrose, sodium saccharin, and sodium cyclamate. All the coloring agents observed are synthetic and the most frequent ones were yellow twilight no. 6, yellow tartrazine no. 5, and red ponceau 4R. The presence of two or more types of flavorings per medicine was observed. Antibacterials use coloring agents, flavorings, and sweeteners to facilitate the administration of medicines for children, using up to six different substances per formulation. No natural coloring agent was observed, demonstrating an issue to be explored in the future. It is important to note that, although necessary, these excipients are responsible for a high incidence of allergic reactions in children. "
6,30959935,
7,35631381,"The development of oral pediatric forms by pharmaceutical companies is still insufficient. In fact, many drugs used in paediatric oncology, such as temozolomide, are not labeled and adapted for paediatric use. Temozolomide (TMZ) is an alkylating agent used as the standard of care for many adult and pediatric brain tumours, such as neuroblastoma, glioblastoma and medulloblastoma. The present study was carried out to propose a suitable and palatable formulation of the oral liquid preparation of TMZ. The suspension is composed of TMZ suspended in SyrSpend SF pH 4, as well as TMZ crystallization stabilizing agents and sweetening agents. To reach this formulation, several taste-masking agents were evaluated. Here, we describe the method of preparation of the formation as well as the monocentric population treated with the formulation over a 5-year period. A 20 mg/mL TMZ suspension was developed. TMZ suspension is stable for 6 weeks, stored between 2 and 8 degrees, protected from light, and compatible with nasogastric tubes. Thirty-eight patients participated in the palatability study and choose cola flavour, and 104 patients were treated in Gustave Roussy with the developed suspension; no unexpected event was reported. To conclude, we propose here a new TMZ liquid formulation which is stable for at least 6 weeks and well-tolerated with extensive feedback. "
8,36634740,"Non-compliance, dosing inaccuracy, choking risk, flavour, and instability, are some of the issues associated with paediatric, oral dosage forms - tablets, capsules, solutions, and suspensions. Orally disintegrating drug carriers, a dosage form with growing interest, are thought to overcome several of the challenges associated with these conventional formulations by rapidly disintegrating within the buccal cavity without the need for water. This review serves as an up-to-date report on the various types of orodispersible delivery systems, currently being developed or commercialized, by detailing their characteristics, manufacturing processes, and applications in the paediatric population. Mentioned are orodispersible tablets, films, wafers and lyophilisates, mini-tablets, capsules, granules, electrospun fibers and webs. Also highlighted are the choice of excipients, quality control requirements, and expected pharmacokinetics of orally disintegrating drug carriers concerning the paediatric population. Overall, orodispersible formulations, particularly tablets, films, and lyophilisates/wafers, have shown to be a valuable addition to medication administration in minors, thus the execution of more targeted research and development activities is expected to lead to enhanced paediatric care and outcomes. "
9,39412306,"In an effort to expedite the publication of articles, AJHP is posting manuscripts online as soon as possible after acceptance. Accepted manuscripts have been peer-reviewed and copyedited, but are posted online before technical formatting and author proofing. These manuscripts are not the final version of record and will be replaced with the final article (formatted per AJHP style and proofed by the authors) at a later time. Amiodarone hydrochloride is an antiarrhythmic drug used to treat supraventricular tachycardia. However, there are currently no commercial pediatric forms available to treat young patients. Various oral formulations were previously reported in the literature, but the concentration was lower than the doses prescribed in clinical practice (a loading dose of 500 mg/m2/day for 7-10 days followed by a maintenance dose of 250 mg/m2/day). The objective of this study was to develop an oral liquid formulation of amiodarone hydrochloride at an optimal concentration for use in children and to evaluate its physicochemical and microbiological stability. No commercial suspension vehicle was used, allowing the choice of excipients. Compounding was performed using hydroxypropylmethylcellulose as thickener, potassium sorbate preservative, citric acid/sodium citrate buffer, sodium saccharin as a , and a strawberry flavoring agent. A concentration of 40 mg/mL was selected based on a 5-year compilation of prescribed doses. Analyses performed were the following: visual and microscopic inspection, testing for antimicrobial preservation, osmolality and pH measurements, quantification of amiodarone hydrochloride by a stability-indicating liquid chromatography method, and a microbiological count. At least 95% of the initial amiodarone hydrochloride remained stable during the 60-day study period under refrigeration. All other tested parameters remained stable at 5 °C. A targeted log reduction of the microorganism inoculum by day 14 and no microbial growth by day 28 were demonstrated in the test for antimicrobial preservation. The stability of 40 mg/mL amiodarone hydrochloride oral suspension was maintained under refrigeration for 60 days before opening bottles and for 1 month after opening bottles. "
