,PMID,abstract
0,31811919,"Amoxicillin has been in use since the 1970s; it is the most widely used penicillin both alone and in combination with the β-lactamase clavulanic acid. In this narrative review, we re-examine the properties of oral amoxicillin and clavulanic acid and provide guidance on their use, with emphasis on the preferred use of amoxicillin alone. Published medical literature (MEDLINE database via Pubmed). While amoxicillin and clavulanic acid have similar half-lives, clavulanic acid is more protein bound and even less heat stable than amoxicillin, with primarily hepatic metabolism. It is also more strongly associated with gastrointestinal side effects, including Clostridium difficile infection, and, thus, in oral combination formulations, limits the maximum daily dose of amoxicillin that can be given. The first ratio for an amoxicillin-clavulanic acid combination was set at 4:1 due to clavulanic acid's high affinity for β-lactamases; ratios of 2:1, 7:1, 14:1 and 16:1 are currently available in various regions. Comparative effectiveness data for the different ratios are scarce. Amoxicillin-clavulanic acid is often used as empiric therapy for many of the World Health Organization's Priority Infectious Syndromes in adults and children, leading to extensive consumption, when some of these syndromes could be handled with a delayed antibiotic prescription approach or amoxicillin alone. Using available epidemiological and pharmacokinetic data, we provide guidance on indications for amoxicillin versus amoxicillin-clavulanic acid and on optimal oral administration, including choice of combination ratio. More data are needed, particularly on heat stability, pharmacodynamic effects and emergence of resistance in 'real-world' clinical settings. "
1,36031053,"Urinary tract infections (UTIs) are the most common infection among pregnant women and have been associated with maternal and foetal complications. Antimicrobial exposure during pregnancy is not without risk. International guidelines recommend a single screen-and-treat approach to asymptomatic bacteriuria (ASB); however, this approach has been questioned by recent studies. The aim of this narrative review was to assess the pathophysiology, current risk factors and management of UTI during pregnancy, its impact on pregnancy outcomes, and to develop recommendations on the best use of antimicrobials. PubMed, Cochrane database, and ClinicalTrials.gov. Owing to the physiological changes related to pregnancy, pregnant women are at higher risk of UTI. All types of UTIs combined have been estimated to affect approximately 2% to 15% of women. ASB affects 2% to 7% of pregnant women. Recent studies do not provide good-quality evidence for an association between ASB and acute pyelonephritis if ASB is untreated. There is low-to-moderate-quality evidence that treatment of ASB results in a reduction in the incidence of low birth weight and preterm birth, which justifies screening practices for ASB with only a single urine culture in the first trimester. If the clinician opts for treatment, a short course of β-lactams, nitrofurantoin, or fosfomycin should be favoured. Studies on cystitis during pregnancy are limited. Acute pyelonephritis has been shown to be associated with increased maternal complications and in some studies has also been associated with preterm delivery and low birth weight. Preferred antimicrobials for the management of pyelonephritis are amoxicillin combined with an aminoglycoside, third-generation cephalosporins, or carbapenems. Studies on recurrent UTIs during pregnancy are limited, making it difficult to draw conclusions regarding prophylactic measures. Further research is required to understand the true incidence of ASB-related complications and the benefit and modalities of screening for ASB and to further explore prophylactic measures. "
2,23529866,"The adequate management of central nervous system (CNS) infections requires that antimicrobial agents penetrate the blood-brain barrier (BBB) and achieve concentrations in the CNS adequate for eradication of the infecting pathogen. This review details the currently available literature on the pharmacokinetics (PK) of antibacterials in the CNS of children. Clinical trials affirm that the physicochemical properties of a drug remain one of the most important factors dictating penetration of antimicrobial agents into the CNS, irrespective of the population being treated (i.e. small, lipophilic drugs with low protein binding exhibit the best translocation across the BBB). These same physicochemical characteristics determine the primary disposition pathways of the drug, and by extension the magnitude and duration of circulating drug concentrations in the plasma, a second major driving force behind achievable CNS drug concentrations. Notably, these disposition pathways can be expected to change during the normal process of growth and development. Finally, CNS drug penetration is influenced by the nature and extent of the infection (i.e. the presence of meningeal inflammation). Aminoglycosides have poor CNS penetration when administered intravenously. Intrathecal gentamicin has been studied in children with more promising results, often exceeding the minimum inhibitory concentration. There are very limited data with intrathecal tobramycin in children. However, in the few patients that have been studied, the CSF concentrations were highly variable. Penicillins generally have good CNS penetration. Aqueous penicillin G reaches greater concentrations than procaine or benzathine penicillin. Concentrations remain detectable for ≥ 12 h. Of the aminopenicillins, both ampicillin and parenteral amoxicillin reach adequate CNS concentrations; however, orally administered amoxicillin resulted in much lower concentrations. Nafcillin and piperacillin are the final two penicillins with pediatric data: their penetration is erratic at best. Cephalosporins vary greatly in regard to their CSF penetration. Few first- and second-generation cephalosporins are able to reach higher CSF concentrations. Cefuroxime is the only exception and is usually avoided due to its adverse effects and slower sterilization of the CSF than third-generation agents. Ceftriaxone, cefotaxime, ceftazidime, cefixime and cefepime have been studied in children and are all able to adequately penetrate the CSF. As with penicillins, concentrations are greatest in the presence of meningeal inflammation. Meropenem and imipenem are the only carbapenems with pediatric data. Imipenem reaches higher CSF concentrations; however, meropenem is preferred due to its lower incidence of seizures. Aztreonam has also demonstrated favorable penetration but only one study has been completed in children. Both chloramphenicol and sulfamethoxazole/trimethoprim (cotrimoxazole) penetrate into the CNS well; however, significant toxicities limit their use. The small size and minimal protein binding of fosfomycin contribute to its favorable CNS PK. Although rarely used, it achieves higher concentrations in the presence of inflammation and accumulation is possible. Linezolid reaches high CSF concentrations; however, more frequent dosing might be required in infants due to their increased elimination. Metronidazole also has very limited information but it demonstrated favorable results similar to adult data; CSF concentrations even exceeded plasma concentrations at certain time points. Rifampin (rifampicin) demonstrated good CNS penetration after oral administration. Vancomycin demonstrates poor CNS penetration after intravenous administration. When combined with intraventricular therapy, CNS concentrations are much greater. Of the antituberculosis agents, isoniazid, pyrazinamide and streptomycin have been studied in children. Isoniazid and pyrazinamide have favorable CSF penetration. Streptomycin appears to produce unpredictable CSF levels. No pediatric-specific data are available for clindamycin, daptomycin, macrolides, tetracyclines, and fluoroquinolones. Daptomycin, fluoroquinolones, and tetracyclines have demonstrated favorable CNS penetration in adults; however, data are limited due to their potential pediatric-specific toxicities and newness within the marketplace. Macrolides and clindamycin have demonstrated poor CNS penetration in adults and thus have not been studied in pediatrics. "
3,14726904,"Treatment guidelines developed by the Sinus and Allergy Health Partnership for acute bacterial rhinosinusitis (ABRS) were originally published in 2000. These guidelines were designed to: (1) educate clinicians and patients (or patients’ families) about the differences between viral and bacterial rhinosinusitis; (2) reduce the use of antibiotics for nonbacterial nasal/sinus disease; (3) provide recommendations for the diagnosis and optimal treatment of ABRS; (4) promote the use of appropriate antibiotic therapy when bacterial infection is likely; and (5) describe the current understanding of pharmacokinetic and pharmacodynamics and how they relate to the effectiveness of antimicrobial therapy. The original guidelines are updated here to include the most recent information on management principles, antimicrobial susceptibility patterns, and therapeutic options. An estimated 20 million cases of ABRS occur annually in the United States. According to National Ambulatory Medical Care Survey (NAMCS) data, sinusitis is the fifth most common diagnosis for which an antibiotic is prescribed. Sinusitis accounted for 9% and 21% of all pediatric and adult antibiotic prescriptions, respectively, written in 2002. The primary diagnosis of sinusitis results in expenditures of approximately $3.5 billion per year in the United States. ABRS is most often preceded by a viral upper respiratory tract infection (URI). Allergy, trauma, dental infection, or other factors that lead to inflammation of the nose and paranasal sinuses may also predispose individuals to developing ABRS. Patients with a “common cold” (viral URI) usually report some combination of the following symptoms: sneezing, rhinorrhea, nasal congestion, hyposmia/anosmia, facial pressure, postnasal drip, sore throat, cough, ear fullness, fever, and myalgia. A change in the color or the characteristic of the nasal discharge is not a specific sign of a bacterial infection. Bacterial superinfection may occur at any time during the course of a viral URI. The risk that bacterial superinfection has occurred is greater if the illness is still present after 10 days. Because there may be cases that fall out of the “norm” of this typical progression, practicing clinicians need to rely on their clinical judgment when using these guidelines. In general, however, a diagnosis of ABRS may be made in adults or children with symptoms of a viral URI that have not improved after 10 days or worsen after 5 to 7 days. There may be some or all of the following signs and symptoms: nasal drainage, nasal congestion, facial pressure/pain (especially when unilateral and focused in the region of a particular sinus), postnasal drainage, hyposmia/anosmia, fever, cough, fatigue, maxillary dental pain, and ear pressure/fullness. Physical examination provides limited information in the diagnosis of ABRS. While sometimes helpful, plain film radiographs, computed tomography (CT), and magnetic resonance imaging scans are not necessary for cases of ABRS. The most common bacterial species isolated from the maxillary sinuses of patients with ABRS are  The increasing prevalence of penicillin nonsusceptibility and resistance to other drug classes among  These guidelines apply to both adults and children. When selecting antibiotic therapy for ABRS, the clinician should consider the severity of the disease, the rate of progression of the disease, and recent antibiotic exposure. The guidelines now divide patients with ABRS into two general categories: (1) those with mild symptoms who have not received antibiotics within the past 4 to 6 weeks, and (2) those with mild disease who have received antibiotics within the past 4 to 6 weeks or those with moderate disease regardless of recent antibiotic exposure. The difference in severity of disease does not imply infection with a resistant pathogen. Rather, this terminology indicates the relative degree of acceptance of possible treatment failure and the likelihood of spontaneous resolution of symptoms—patients with more severe symptoms are less likely to resolve their disease spontaneously. The primary goal of antibiotic therapy is to eradicate bacteria from the site of infection, which, in turn, helps (1) return the sinuses back to health; (2) decrease the duration of symptoms to allow patients to resume daily activities more quickly; (3) prevent severe complications such as meningitis and brain abscess; and (4) decrease the development of chronic disease. Severe or life-threatening infections with or without complications are rare, and are not addressed in these guidelines. Prior antibiotic use is a major risk factor associated with the development of infection with antimicrobial-resistant strains. Because recent antimicrobial exposure increases the risk of carriage of and infection due to resistant organisms, antimicrobial therapy should be based upon the patient’s history of recent antibiotic use. The panel’s guidelines, therefore, stratify patients according to antibiotic exposure in the previous 4 to 6 weeks. Lack of response to therapy at ≥72 hours is an arbitrary time established to define treatment failures. Clinicians should monitor the response to antibiotic therapy, which may include instructing the patient to call the office or clinic if symptoms persist or worsen over the next few days. The predicted bacteriologic and clinical efficacy of antibiotics in adults and children has been determined according to mathematical modeling of ABRS developed by Michael Poole, MD, PhD, based on pathogen distribution, resolution rates without treatment, and in vitro microbiologic activity. Antibiotics can be placed into the following relative rank order of predicted clinical efficacy for adults: 90% to 92% = respiratory fluoroquinolones (gatifloxacin, levofloxacin, moxifloxacin), ceftriaxone, high-dose amoxicillin/clavulanate (4 g/250 mg/day), and amoxicillin/clavulanate (1.75 g/250 mg/day); 83% to 88% = high-dose amoxicillin (4 g/day), amoxicillin (1.5 g/day), cefpodoxime proxetil, cefixime (based on  "
4,20557952,"Tonsillectomy is the most common surgery performed in the pediatric and young adult populations. Although recent guidelines based on meta-analysis suggest that perioperative chemoprophylaxis plays a role in reducing bacteraemia-related post-tonsillectomy complications, there is no evidence or agreement upon which specific antibiotic, dosage or administration route should be preferred. Since few previous studies have assessed the effectiveness of prophylaxis by direct measurement of antibiotic levels both in plasma and tissue, we designed an experimental study to quantitatively evaluate amoxicillin concentrations in children ready for tonsillectomy and compare these plasma and tissue levels with the Minimal Inhibitory Concentrations (MIC) of the bacteria more commonly involved in the upper airway infections. Thirty-three pediatric patients under 14 years of age (median 5.0, IQR 4-7, range 3-11; M:F 18:15) with recurrent tonsillitis were treated with 3 doses (established on patient's weight) of amoxicillin-clavulanic acid given orally the day before plus a further dose 2h before tonsillectomy. Amoxicillin concentrations on both homogenated tonsillar cores and plasma were measured by HPLC-UV. Bacterial epidemiology and susceptibility were derived respectively from survey data collected by Microbiology Unit and MIC according to the National Committee for Clinical Laboratory Standards (NCCLS). Median plasma and tissue amoxicillin concentrations were respectively 4.7 microg/ml (IQR 2.1-8.0; min-max 0.4-14.3) and 1.1 microg/g (IQR 0.4-2.1; min-max 0.4-12.9), considerably below the selected target MIC of pathogens involved in the upper respiratory tract infections (S. aureus, H. influenzae, M. catarrhalis). 20 Children showed undetectable amoxicillin levels in one or both tonsils. Interestingly, 7 out of these patients (35%) had plasma concentrations higher than the target MIC (8 microg/ml). No patient displayed plasma concentrations under the limit of sensitivity of the method. Poor core-plasma and left-right core correlation was observed among patients, suggesting that fibrosis developed after recurrent tonsillitis may hamper antibiotic penetration. Based upon direct measurement of antibiotic levels in plasma and tissue, this study suggests that a revision of the oral prophylaxis in children is required in order to reduce microbial charge in the operative field and accordingly improve the recovery after tonsillectomy. "
5,37820258,"Doxycycline is considered the first-line treatment of Lyme disease in adolescents and adults, but largely disproven concerns of permanent tooth staining prevented its use and evaluation in children <8 years old. We sought to describe short-term adverse effects and treatment failures among young children receiving oral doxycycline for Lyme disease. We completed a 2-pronged evaluation of children with Lyme disease treated with doxycycline. We performed a retrospective case series of patients <8 years old who were diagnosed with Lyme disease and treated with doxycycline. We then performed a telephone follow-up survey study of the patients' parents to gather additional details regarding clinical outcomes and adverse reactions to doxycycline. Descriptive statistics were calculated. A total of 32 patients were identified through the retrospective case series and 18 participated in the follow-up survey. The most common clinical diagnosis (22/32; 69%) was single erythema migrans. Seven (22%) had neurological Lyme disease. Three patients (9%) stopped doxycycline treatment prematurely due to adverse effects. During telephone follow-up, 2 children were reported to have dental staining. No patients were identified with treatment failure during the retrospective case series. On telephone follow-up, 3 patients had residual symptoms after treatment, though none were convincing of treatment failure. Our study suggests that doxycycline is generally well-tolerated and an effective treatment of Lyme disease in young children. Prospective, observational studies with long-term assessment of dental staining and clinical outcomes are needed. Alternative antibiotics, principally amoxicillin, remain the preferred treatment of non-neurological Lyme disease manifestations in young children, but doxycycline is likely a safe and effective alternative when needed. "
6,27080965,"Most human orofacial infections originate from odontogenic infections and prescribing antibiotics has become a ubiquitous phenomenon. The World Health Organization (WHO) has recognized the inappropriate, indiscriminate, and irrational use of antibiotics leading to antibiotic resistance as a global problem. The objective of this survey is to compare the antibiotic prescription pattern and the awareness of antibiotic resistance among Bachelor of Dental Surgery (BDS) practitioners and pediatric dentists. A hundred BDS practitioners and 100 pediatric dentists included in the study were given a questionnaire containing both open-ended and closed-ended questions. The questionnaire comprised information pertaining to antibiotic prescription for most common oral conditions, commonly prescribed antibiotics, their dosage, etc. The majority of the practitioners prescribed antibiotics for managing oral diseases. On comparing the prescription patterns between the BDS practitioners and pediatric dentists, there was an overprescription in the BDS group for many conditions, which was statistically significant. Amoxicillin was the most commonly prescribed drug in both the groups. In the presence of an anaerobic infection, the most preferred drug was a combination of amoxicillin and clavulanic acid with metronidazole. With regard to the duration of antibiotic prescription, 74% BDS practitioners prescribed antibiotics as a 3-day course and 60% pediatric dentists resorted to a 5-day course, which was statistically significant. The awareness regarding antibiotic prophylaxis and antibiotic resistance was found to be adequate in both the groups. However, there was a general lack of awareness with regard to the guidelines for antibiotic prescribing in both the groups. Practitioners should prescribe antibiotics in accordance with the guidelines to curb antibiotic resistance, an emerging public health problem. "
7,28894828,"Presenting the role of antibiotics in pediatric chronic rhinosinusitis based on its pathophysiology and microbiology. Review of the literature searching PubMed for microbiology and treatment of pediatric chronic rhinosinusitis. Chronic rhinosinusitis (CRS) is an inflammatory condition of the paranasal sinuses that persists for 12 weeks or longer, despite medical management. The microbiology of rhinosinusitis evolves through several stages. The early phase (acute) is generally caused by a virus that may be followed by an aerobic bacterial infection in 2% to 10% of patients. Aerobic ( Antimicrobial therapy of pediatric chronic rhinosinusitis should be adequate against the potential aerobic and anaerobic pathogens. 7. "
8,35558354,"Palatability of medication is an important factor for adherence, especially in pediatric populations that tend to use oral suspensions for antibiotic therapy. Our study is the first to evaluate the impact of taste on prescribing patterns of antibiotic suspensions. The objective was to determine if taste testing common antibiotic suspensions altered prescribing patterns of medical residents, through data extracted from the electronic health record. After assessing 5 ""primer"" tastes (sweet, salty, bitter, sour, umami [savory]), residents were randomized to sample 6 antibiotic suspensions to rate their taste perception. A 12-month retrospective and prospective analysis of outpatient prescribing practices of the residents followed, and the results were compared to the resident cohort randomized to no taste test. The 43 residents prescribed 207 liquid antibiotic prescriptions for 176 patients, with no difference in patient characteristics between residents in the taste test versus non-taste test group. Although amoxicillin was most preferable and amoxicillin-clavulanate least, the only significant finding was a greater prescribing rate of cefdinir among those who had tasted it and an inverse relationship between cephalexin taste preference and percentage prescribing amoxicillin in the taste group. Residents who tasted were poor in identifying primer tastes, but this did not impact prescribing patterns. Among 6 commonly prescribed antibiotic suspensions, amoxicillin remains a highly preferred taste among prescribers. Interestingly, after the taste test there was a significantly greater prescribing rate of cefdinir among those who had tasted it and somewhat lower prescribing rate for amoxicillin-clavulanate. "
9,20152073,"Upper respiratory tract infections in children are common and usually self-limiting conditions, which include acute otitis media (AOM), acute rhinosinusitis (ARS), and acute pharyngitis (AP). Management of pediatric AOM considers observation strategy for selected and uncomplicated cases, older than 2 years of age, only when adequate follow-up can be ensured. Otherwise, an antibiotic treatment should be prescribed. Amoxicillin should be preferred as the first-choice therapy. Switch therapy to ceftriaxone is suggested if amoxicillin regimen failure occurs within 48-72 hours. The diagnosis of ARS is established by the persistence of purulent nasal of post-nasal draining lasting at least 10 days especially if accompanied by supporting symptoms and signs. Amoxicillin is the first choice drug for mild ARS in children. When symptoms persist or worsen, amoxicillin/clavulanate or cefpodoxime proxetil, or ceftriaxone are recommended. Clinical criteria alone are not sufficiently accurate in children with AP to distinguish bacterial and viral etiology. Thus microbiological evaluation is needed and positive throat culture or rapid antigen detection test are required to establish the diagnosis of streptococcal pharyngitis and consequently to prescribe antibiotic treatment. The first choice treatment in European countries still remains amoxicillin or amoxicillin/clavulanate. "
