,PMID,abstract
0,26677512,"Following dietary exposure to fructose, sucrose, or sorbitol, untreated hereditary fructose intolerance (HFI) is characterized by metabolic disturbances (hypoglycemia, lactic acidemia, hypophosphatemia, hyperuricemia, hypermagnesemia, hyperalaninemia) and clinical findings (nausea, vomiting, and abdominal distress; chronic growth restriction / failure to thrive). While untreated HFI typically first manifested when fructose- and sucrose-containing foods were introduced in the course of weaning young infants from breast milk, it is now presenting earlier, due to the addition of fructose-containing nutrients in infant formulas. If the infant ingests large quantities of fructose, the infant may acutely develop lethargy, seizures, and/or progressive coma. Untreated HFI may result in renal and hepatic failure. If identified and treated before permanent organ injury occurs, individuals with HFI can experience a normal quality of life and life expectancy. The diagnosis of HFI is established in a proband with suggestive metabolic disturbances and clinical findings following dietary exposure to fructose, sucrose, or sorbitol and either biallelic pathogenic variants in"
1,36471989,"There are many kinds of pharmaceutical preparations for children in China, which are generally divided into oral solid preparations and oral liquid preparations. Solid preparations, such as microtablets, pellets, dispersible tablets, and fine granules, have become the development trend of pediatric drugs. Liquid preparations mainly include syrup, suspension, oral solution, and drops. The poor taste and the treatment of drugs in children of different ages are the key factors affecting the efficacy, safety, and compliance of pediatric drugs. To reduce the risk caused by the fluctuation of blood concentration and improve the oral compliance of pediatric drugs, it is urgent to develop new techniques for granulation and flavor maskingto improve the poor taste of solid preparations. For liquid pre-parations with poor taste, the flavor correction technique should be used. This paper summarized the new pharmaceutical techniques for granulation and flavor masking, and it was found that sustained/controlled-releasegranules, fine granules, and chewing solid mini-tablets became the mainstream of oral solid preparations for children. Generally, multiparticle preparation, coating, microencapsulation, and other granulating techniques were involved in these preparations. Granulation and flavor masking are closely related and synergetic. Flavor masking techniques mask the bitter taste of Chinese medicine from four aspects, including confusing the brain taste, changing the compounds, reducing the exposure of bitter molecules to bitter receptors in the mouth, and numbing the taste cells to increase the threshold of bitter perception. At present, the main drugs for children on the market mainly inhibit the oral release of bitter drugs. "
2,15035653,"To compare the flavor and taste preference of two acid-inhibitory therapies in healthy children aged between 5-11 years. A single-site, single-blind, taste test trial was conducted in which 111 children participated after parental consent. One teaspoonful (5 mL) of lansoprazole delayed-release oral suspension (strawberry-flavored) and ranitidine oral syrup (peppermint-flavored) were provided to each child with a 10-minute break between samples. Children tasted the sample, swished it in their mouth for 10 seconds, and then expectorated the sample. Spring water and crackers were used to clear the palate between samples. After each sampling, children were observed for facial expressions and asked to rate their degree of liking of each sample based on a 5-point facial hedonic scale (5=like it very much, 1=dislike it very much). Likes, dislikes, and product preference were recorded. Of the 56 female and 54 male children who tasted both samples, 95% (105/110) preferred lansoprazole. Taste and flavor were the most often cited reasons for preferring lansoprazole (61 and 17 children, respectively) while three children preferred the flavor of ranitidine oral syrup. Lansoprazole received a higher mean liking rating compared with ranitidine (mean liking scores of 4.1 and 2.2, respectively). There was no significant difference in the preference for lansoprazole between age groups and gender with the degree of liking scores ranging between 3.5-4.4. Forty-two children disliked the texture of the lansoprazole oral suspension, citing the granules (31/110), thickness (7/110), or consistency/texture (4/110), specifically. After sampling both products, 95% of children preferred the flavor and taste of the strawberry-flavored lansoprazole delayed-release oral suspension compared with the peppermint-flavored ranitidine oral syrup. "
3,31611144,"Taste is a crucial factor that determines the palatability of the oral dosage form and patient compliance. The aim of this work was to evaluate the organoleptic excipients in oral antibiotics for pediatric use marketed in Brazil. The information was obtained from the GuidetoPharmacy, a reference for the pharmaceutical trade. The analysis included dosage forms for oral administration and drugs and their combination with antibacterial action. After this survey, we identified the constitution of the flavoring, sweetening, and coloring agents of each medicine. The results are presented in a descriptive form. Twelve drugs or associations are distributed in 70medicines. Oral suspension was the most common pharmaceutical dosage form. Sweeteners were sucrose, sodium saccharin, and sodium cyclamate. All the coloring agents observed are synthetic and the most frequent ones were yellow twilight no. 6, yellow tartrazine no. 5, and red ponceau 4R. The presence of two or more types of flavorings per medicine was observed. Antibacterials use coloring agents, flavorings, and sweeteners to facilitate the administration of medicines for children, using up to six different substances per formulation. No natural coloring agent was observed, demonstrating an issue to be explored in the future. It is important to note that, although necessary, these excipients are responsible for a high incidence of allergic reactions in children. "
4,36634740,"Non-compliance, dosing inaccuracy, choking risk, flavour, and instability, are some of the issues associated with paediatric, oral dosage forms - tablets, capsules, solutions, and suspensions. Orally disintegrating drug carriers, a dosage form with growing interest, are thought to overcome several of the challenges associated with these conventional formulations by rapidly disintegrating within the buccal cavity without the need for water. This review serves as an up-to-date report on the various types of orodispersible delivery systems, currently being developed or commercialized, by detailing their characteristics, manufacturing processes, and applications in the paediatric population. Mentioned are orodispersible tablets, films, wafers and lyophilisates, mini-tablets, capsules, granules, electrospun fibers and webs. Also highlighted are the choice of excipients, quality control requirements, and expected pharmacokinetics of orally disintegrating drug carriers concerning the paediatric population. Overall, orodispersible formulations, particularly tablets, films, and lyophilisates/wafers, have shown to be a valuable addition to medication administration in minors, thus the execution of more targeted research and development activities is expected to lead to enhanced paediatric care and outcomes. "
5,38345529,"Belumosudil is a selective rho-associated coiled-coil-containing protein kinase 2 inhibitor in clinical use for the treatment of chronic graft-versus-host disease. The current tablet formulation may be inappropriate for children or adults with dysphagia and/or upper gastrointestinal manifestations of chronic graft-versus-host disease. This study (NCT04735822) assessed the taste and palatability of oral suspensions of belumosudil, evaluated the relative bioavailability of an oral suspension versus the tablet formulation, and characterized the effect of food on the pharmacokinetics of an oral suspension. Addition of sweetener and/or flavor vehicle improved the taste. Relative bioavailability of 200-mg doses of the oral suspension and tablet in the fed state was similar for belumosudil and its metabolites (KD025m1 and KD025m2), but absorption was faster with the oral suspension (median time to maximum concentration: 2 vs 3 hours). Administration of the oral suspension with food increased exposure compared with fasted administration, with maximum observed concentration being increased by 16% and area under the concentration-time curve from time 0 to the last measurable concentration (AUC "
6,39412306,"In an effort to expedite the publication of articles, AJHP is posting manuscripts online as soon as possible after acceptance. Accepted manuscripts have been peer-reviewed and copyedited, but are posted online before technical formatting and author proofing. These manuscripts are not the final version of record and will be replaced with the final article (formatted per AJHP style and proofed by the authors) at a later time. Amiodarone hydrochloride is an antiarrhythmic drug used to treat supraventricular tachycardia. However, there are currently no commercial pediatric forms available to treat young patients. Various oral formulations were previously reported in the literature, but the concentration was lower than the doses prescribed in clinical practice (a loading dose of 500 mg/m2/day for 7-10 days followed by a maintenance dose of 250 mg/m2/day). The objective of this study was to develop an oral liquid formulation of amiodarone hydrochloride at an optimal concentration for use in children and to evaluate its physicochemical and microbiological stability. No commercial suspension vehicle was used, allowing the choice of excipients. Compounding was performed using hydroxypropylmethylcellulose as thickener, potassium sorbate preservative, citric acid/sodium citrate buffer, sodium saccharin as a , and a strawberry flavoring agent. A concentration of 40 mg/mL was selected based on a 5-year compilation of prescribed doses. Analyses performed were the following: visual and microscopic inspection, testing for antimicrobial preservation, osmolality and pH measurements, quantification of amiodarone hydrochloride by a stability-indicating liquid chromatography method, and a microbiological count. At least 95% of the initial amiodarone hydrochloride remained stable during the 60-day study period under refrigeration. All other tested parameters remained stable at 5 °C. A targeted log reduction of the microorganism inoculum by day 14 and no microbial growth by day 28 were demonstrated in the test for antimicrobial preservation. The stability of 40 mg/mL amiodarone hydrochloride oral suspension was maintained under refrigeration for 60 days before opening bottles and for 1 month after opening bottles. "
7,3691011,"The palatability of five flavored and unflavored extemporaneous carbamazepine 20-mg/mL oral suspensions was tested, and the bioavailability of the unflavored suspension relative to that of the tablet used in its manufacture was determined in a randomized, crossover study of 12 healthy volunteers. Carbamazepine 400 mg was administered with a glass of water as either 20 mL of unflavored oral suspension (20 mg/mL) or two 200-mg tablets. Subjects were randomly assigned to receive first either the tablets or the suspension in crossover fashion on two days separated by at least two weeks. Blood samples were taken just before and at various times up to 72 hours after the carbamazepine dose. Serum samples were assayed for carbamazepine content by high-performance liquid chromatography. Of five flavored and unflavored carbamazepine suspensions tested in eight volunteers, the cherry-mint formulation was the least palatable. There was no trend in preference among the remaining suspensions (banana, tutti-frutti, grape, and unflavored). Mean values of maximum serum concentration and absorption rate constant were significantly greater for the unflavored suspension (5.7 mg/L [24 mumol/L] and 0.832 hr-1, respectively) than for the tablet (4.9 mg/L [20.8 mumol/L] and 0.266 hr-1, respectively). The mean time to maximum concentration was significantly shorter after suspension administration (3.87 hours) than after tablet administration (11.8 hours). There was no significant difference in the extent of absorption of the tablet and suspension formulation as reflected by the corrected values of the area under the serum concentration-versus-time curves. The mean (+/- S.D.) bioavailability of the suspension relative to the tablet was 94.46% +/- 20.42 (range 76.35-132.72%).(ABSTRACT TRUNCATED AT 250 WORDS) "
8,36528009,"There is considerable clinical evidence that topiramate (TPM) has a high potential in the treatment of refractory and super-refractory status epilepticus (RSE, SRSE). Because TPM is only approved for oral administration, it is applied as suspension via a nasogastric tube for SE treatment. However, this route of administration is impractical in an emergency setting and leads to variable absorption with unpredictable plasma levels and time to peak concentration. Thus, the development of an intravenous (i.v.) solution for TPM is highly desirable. Here we present data on two parenteral formulations of TPM that are currently being developed. One of these solutions is using sulfobutylether-β-cyclodextrin (SBE-β-CD; Captisol®) as an excipient. A 1% solution of TPM in 10% Captisol® has been reported to be well tolerated in safety studies in healthy volunteers and patients with epilepsy or migraine, but efficacy data are not available. The other solution uses the FDA- and EMA-approved excipient amino sugar meglumine. Meglumine is much more effective to dissolve TPM in water than Captisol®. A 1% solution of TPM can be achieved with 0.5-1% of meglumine. While the use of Captisol®-containing solutions is restricted in children and patients with renal impairment, such restrictions do not apply to meglumine. Recently, first-in-human data were reported for a meglumine-based solution of TPM, indicating safety and efficacy when used as a replacement for oral administration in a woman with epilepsy. Based on the multiple mechanisms of action of TPM that directly target the molecular neuronal alterations that are thought to underlie the loss of efficacy of benzodiazepines and other anti-seizure medications during prolonged SE and its rapid brain penetration after i.v. administration, we suggest that parenteral (i.v.) TPM is ideally suited for the treatment of RSE and SRSE. This paper was presented at the 8th London-Innsbruck Colloquium on Status Epilepticus and Acute Seizures held in September 2022. "
9,38010856,"Depression, a prevalent psychiatric disorder, presents a serious health risk to humans. Increasing evidence suggested that the gut microbiota and the 5-hydroxytryptamine (5-HT) pathway both contribute significantly to depression. This research aimed to investigate how  "
10,17090745,"The stability and viscosity of preparations of a commercially available, flavored, immediate-release powder for oral suspension (omeprazole-sodium bicarbonate) during refrigerator and room temperature storage were investigated. Omeprazole-sodium bicarbonate 20-mg packets were suspended to initial omeprazole concentrations of 0.6 and 2 mg/mL, and omeprazole-sodium bicarbonate 40-mg packets were suspended to initial omeprazole concentrations of 1.2, 2, 3, and 4 mg/mL. Suspensions were stored at 4 degrees C in darkness (refrigerated) or 22-25 degrees C (room temperature) in light for one week. A third set of suspensions was stored refrigerated for one month. Omeprazole's stability was quantified after 0, 6, 12, 24, 48, and 168 hours in one-week samples and after 0, 7, 14, 21, and 28 days in one-month samples using high-pressure liquid chromatography. Viscosities of refrigerated suspensions were measured after 0, 1, and 7 days. Refrigerated suspensions retained >98% and >96% of their initial omeprazole concentrations after one week and one month, respectively. Stability of room temperature suspensions was concentration dependent. After one week, the 0.6- and 1.2-mg/mL suspensions retained 87.2% and 93.1% of their respective initial omeprazole concentrations, whereas the 2-, 3-, and 4-mg/mL suspensions retained >97% of their initial omeprazole concentrations. Suspension viscosities varied 10-fold over the concentrations studied, but all were within the viscosity ranges of other commercially available oral suspensions. Prolonged refrigeration did not increase the suspensions' viscosities. Omeprazole-sodium bicarbonate suspensions of 0.6-4 mg/mL omeprazole were stored at 4 degrees C in darkness for up to 28 days. The viscosities of refrigerated suspensions did not increase over 7 days. Except for the 0.6 mg/mL preparations, suspensions stored at room temperature in the light retained >90% of their initial omeprazole content after 7 days, despite turning yellow. "
11,33418165,"We report our experience with topiramate rectal suspensions in a single center case series of three patients <1 year of age from 2017 to 2020 who received topiramate per rectum after being placed nil per os (NPO) status at a free standing children's hospital. The objective was to describe the compounding methods and clinical outcomes of three of the youngest patients to receive topiramate rectal suspensions. All three patients received topiramate per rectum for 2-4 days. No adverse effects or increase in seizure frequency were noted. For patients placed on NPO status, there is currently no alternative to oral topiramate. No studies describe per rectum topiramate use in pediatrics. Rectal administration of topiramate is not only useful in times when patients are NPO, but may also be useful when patients on topiramate experience status epilepticus. The formulation of topiramate suppositories should be explored in the future. Until further information is available, dose substitution should be done carefully with close supervision by a healthcare provider. "
12,36986818,"L-Methionine (Met) is an essential alpha-amino acid playing a key role in several metabolic pathways. Rare inherited metabolic diseases such as mutations affecting the MARS1 gene encoding methionine tRNA synthetase (MetRS) can cause severe lung and liver disease before the age of two years. Oral Met therapy has been shown to restore MetRS activity and improve clinical health in children. As a sulfur-containing compound, Met has a strongly unpleasant odor and taste. The objective of this study was to develop an optimized pediatric pharmaceutical formulation of Met powder, to be reconstituted with water, to obtain a stable oral suspension. Organoleptic characteristics and physicochemical stability of the powdered Met formulation and suspension were evaluated at three storage temperatures. Met quantification was assessed by a stability-indicating chromatographic method as well as microbial stability. The use of a specific fruit flavor (e.g., strawberry) with sweeteners (e.g., sucralose) was considered acceptable. No drug loss, pH changes, microbiological growth, or visual changes were observed at 23 ± 2 °C and 4 ± 2 °C with the powder formulation for 92 days, and the reconstituted suspension for at least 45 days. The developed formulation facilitates the preparation, administration, the dose adjustment and palatability of Met treatment in children. "
13,29737955,"Purpose To prospectively compare small bowel distention provided by, as well as patient acceptance of, two different neutral (negative) oral contrast materials used for cross-sectional enterography in a pediatric population. Materials and Methods In this noninferiority study, 66 pediatric patients undergoing clinical computed tomographic (CT) or magnetic resonance (MR) enterography were randomized to receive either a flavored beverage for neutral abdominal and pelvic imaging (Breeza; Beekley Medical, Bristol, Conn) or a low-density barium sulfate suspension. Patients were blinded to the oral contrast material administered and were asked to rate taste, texture, and their perceived health state (where 0 was very bad and 10 was very good). Ingested volume of the prescribed weight-based oral contrast material preparation was recorded. Maximum small bowel diameter was measured in all four abdominal quadrants. Mean bowel diameter as well as taste, texture, and health state scores were compared between cohorts by using t tests; proportions were compared by using Fisher exact tests. Results Thirty-three patients each received Breeza and barium sulfate suspension, respectively. No difference was found in age (Breeza, 13.5 years ± 2.6 [standard deviation]; barium sulfate suspension, 13.9 years ± 2.8; P = .49), sex distribution (15 girls each; P > .99), or health state (P = .21) between cohorts. Twenty-eight of 33 (84.8%) and 17 of 33 (51.5%) patients completed the Breeza and barium sulfate suspension preparations, respectively (P = .007). Breeza received higher scores for taste (6.1 ± 2.5 vs 2.7 ± 2.5; P < .0001) and texture (7.3 ± 2.3 vs 3.6 ± 2.9; P < .0001). No difference was found in bowel distention between Breeza and barium sulfate suspension (1.63 cm ± 0.24 vs 1.69 cm ± 0.25; P = .44). Conclusion The neutral oral contrast materials Breeza and low-density barium sulfate suspension provide similar small bowel distention. Patients receiving Breeza are more likely to ingest the entire prescribed volume. "
14,17039647,"Although numerous taste studies have compared the palatability of antibiotic suspensions, few have compared the palatability of corticosteroid suspensions. Therefore, we compared the taste of 8 commonly prescribed liquid corticosteroid suspensions with the intent to help guide prescribing practices and improve patient compliance. We conducted a randomized, double-blind study using 31 adult volunteers ages 24 to 57. All volunteers were asked to sample 8 different pediatric corticosteroid suspensions and to rate the palatability of their taste and aftertaste. The mean scores for each sample were then compared. The 8 suspensions fell into 2 groups based on their taste scores: one group with relatively high scores or more acceptable tastes (Orapred, Pediapred, and a dexamethasone suspension) and a second group with relatively low scores or less acceptable tastes (a prednisone suspension and 4 cherry-flavored prednisolone suspensions). The results demonstrate a significant difference in palatability between corticosteroid suspensions. Not only will this new information help clinicians choose between otherwise equivalent corticosteroid suspensions but, given the importance children place on taste, may improve compliance as well. "
15,32619118,"Paracetamol is a common antipyretic and analgesic medicine used in childhood illness by parents and physicians worldwide. Paracetamol has a bitter taste that is considered as a significant barrier for drug administration. This study aimed to develop an oral dosage form that is palatable and easy to swallow by pediatric patients as well as to overcome the shortcomings of liquid formulations. The paracetamol was encapsulated in beads, which were prepared mainly from alginate and chitosan through electrospray technique. The paracetamol beads were sprinkled on the instant jelly prepared from glycine, ι-carrageenan and calcium lactate gluconate. The paracetamol instant jelly characteristics, in terms of physical appearance, texture, rheology,  The paracetamol instant jelly was easily reconstituted in 20 mL of water within 2 min to form jelly with acceptable consistency and texture. The jelly must be ingested within 30 min after reconstitution to avoid the bitter taste. The palatability assessment carried out on 12 human subjects established the similar palatability and texture of the paracetamol instant jelly dosage comparable to the commercial paracetamol suspension and was found to be even better in overcoming the aftertaste of paracetamol. Such findings indicate that paracetamol instant jelly will compensate for the use of sweetening and flavoring agents as well as develop pediatric dosage forms with limited undesired excipients. "
