,PMID,abstract
0,38518258,"Diabetes complications are associated with aldose reductase (AR) and advanced glycation end products (AGEs). Using bioassay-guided isolation by column chromatography, 10 flavonoids and one coumarin were isolated from  "
1,36175913,"Fusarium species are saprophytic fungi with a worldwide distribution. These fungi cause various infections among immunocompromised patients; however, they can also involve immunocompetent individuals. We report a case of a 41-year-old Iranian woman who presented with ulcerative lesions on her lips 10 months ago. She had a long history of anxiety but had no history of classical risk factors such as trauma, cosmetic lip tattoo, burning in her lips, smoking or use of alcohol and opium. A skin biopsy from the lower lip was performed and sent for microbiological examinations. Hyaline septate hyphae were seen on direct microscopy with potassium hydroxide. The clinical specimen was subcultured on sabouraud dextrose agar with chloramphenicol and prepared for antifungal susceptibility testing and molecular identification. Considering the minimum inhibitory concentrations (MIC) for antifungals, itraconazole (100 mg orally twice a day) was started for her, and after 2 months, the lesions were treated. She followed up for 3 months, and no signs of disease recurrence were observed. Selecting an appropriate treatment strategy according to the laboratory assessments is essential in clinical practice and the management of rare infections to prevent related mortality and morbidity of opportunistic fungal infections. "
2,37594910,"Diabetes is a chronic disease characterized by perturbed glucose and lipid metabolism, resulting in high blood glucose levels. Many complications induced by endothelial dysfunction can cause disability and even death of diabetic patients. Here, we found that the protein level of casein kinase 2α (CK2α) was increased in the endothelium of mice with type I diabetes (T1D) induced by streptozotocin (STZ) injection. Although a potential correlation between the protein level of CK2α and endothelial dysfunction in diabetes was established, the contribution of CK2α to the progression of endothelial dysfunction in diabetes remained largely unknown. By using CX4945 (a selective CK2α antagonist) and Si-csnk2a1 (small interfering RNA targeting CK2α), we found that inhibition of CK2α accelerated skin wound healing in T1D mice by promoting proliferation of endothelial cells. Administration of CX4945 or Si-csnk2a1 rescued the impaired Hedgehog signaling pathway in high glucose-treated human umbilical vein endothelial cells (HUVECs). Exploration of the underlying molecular mechanism revealed that the protective effect of CK2α inhibition on angiogenesis, which contributes to skin wound healing in diabetic mice, was blocked by administration of GANT61 (an inhibitor targeting the Hedgehog signaling pathway). Our findings establish CK2α as a regulator of endothelial dysfunction in diabetes and demonstrate that inhibition of CK2α accelerates skin wound healing in T1D mice by promoting endothelial cell proliferation via the Hedgehog signaling pathway. "
3,30661159,"Studies report increased risk of congenital heart defects (CHD) in the offspring of mothers with diabetes, where high blood glucose levels might confer the risk. We explored the association between intake of sucrose-sweetened soft beverages during pregnancy and risk of CHD. Prospective cohort data with 88,514 pregnant women participating in the Norwegian Mother and Child Cohort Study was linked with information on infant CHD diagnoses from national health registers and the Cardiovascular Diseases in Norway Project. Risk ratios were estimated by fitting generalized linear models and generalized additive models. The prevalence of children with CHD was 12/1000 in this cohort (1049/88,514). Among these, 201 had severe and 848 had non-severe CHD (patent ductus arteriosus; valvular pulmonary stenosis; ventricular septal defect; atrial septal defect). Only non-severe CHD was associated with sucrose-sweetened soft beverages. The adjusted risk ratios (aRR) for non-severe CHD was 1.30 (95% CI 1.07-1.58) for women who consumed 25-70 ml/day and 1.27 (95% CI 1.06-1.52) for women who consumed ≥ 70 ml/day when compared to those drinking ≤ 25 ml/day. Dose-response analyses revealed an association between the risk of non-severe CHD and the increasing exposure to sucrose-sweetened soft beverages, especially for septal defects with aRR = 1.26 (95% CI 1.07-1.47) per tenfold increase in daily intake dose. The findings persisted after adjustment for maternal diabetes or after excluding mothers with diabetes (n = 19). Fruit juices, cordial beverages and artificial sweeteners showed no associations with CHD. The findings suggest that sucrose-sweetened soft beverages may affect the CHD risk in offspring. "
4,32735622,"There is a significant unmet need for a safe and effective therapy for the treatment of children with congenital hyperinsulinism. We hypothesized that amplification of the glucagon signaling pathway could ameliorate hyperinsulinism associated hypoglycemia. In order to test this we evaluated the effects of loss of Prkar1a, a negative regulator of Protein Kinase A in the context of hyperinsulinemic conditions. With reduction of Prkar1a expression, we observed a significant upregulation of hepatic gluconeogenic genes. In wild type mice receiving a continuous infusion of insulin by mini-osmotic pump, we observed a 2-fold increase in the level of circulating ketones and a more than 40-fold increase in Kiss1 expression with reduction of Prkar1a. Loss of Prkar1a in the Sur1-/- mouse model of KATP hyperinsulinism significantly attenuated fasting induced hypoglycemia, decreased the insulin/glucose ratio, and also increased the hepatic expression of Kiss1 by more than 10-fold. Together these data demonstrate that amplification of the hepatic glucagon signaling pathway is able to rescue hypoglycemia caused by hyperinsulinism. "
5,30266553,"To explore the effect of cinnamaldehyde on the distal femur in ovariectomized rats and its influence on osteoblast in vitro. Female Sprague-Dawley rats which underwent either bilateral ovariectomy or sham operation were divided into five groups randomly: group OVX (OVX, N = 10) and group sham (SHAM, N = 10) received normal saline (NS) by gavage at a dose of 50 ml/kg·d; group low dose, group middle dose and group high dose received cinnamaldehyde by gavage at a dose of 25 mg/kg·d (OLD, N = 10), 50 mg/kg·d (OMD, N = 10), and 75 mg/kg·d (OHD, N = 10) respectively. Distal femurs were harvested for hematoxylin and eosin (HE) staining, micro-ct scanning and immunohistochemical analysis. Murine mesenchymal stem cells were cultured and dealt with the presence of either cinnamaldehyde at a dose of 15ug/ml (OLD), 30ug/ml (OMD), 60ug/ml (OHD) or vehicle. ALP staining and western blot were performed to observe the influence of cinnamaldehyde on the differentiation of osteoblast. HE and micro-ct results indicated that osteogenesis were promoted with the treatment of cinnamaldehyde. Immunohistochemical results showed that cinnamaldehyde increased the number of osteoblast and decreased the number of osteoclast. In vitro studies indicated that cinnamaldehyde promoted expression of alkaline phosphatase (ALP), runt-related transcription factor 2 (RUNX2), osteocalcin (OCN) and collagen type Iɑ1 (COL1ɑ1). The treatment effect behaved as dose-dependently. Thus, cinnamaldehyde inhibits osteoclastogenesis and promotes osteoblastogenesis, and may plays an important role in the treatment of osteoporosis clinically. "
6,31890665,"Smoking behavior as a harmful trend among adolescents and young adults has increased over last two decades. Many children and adolescents are at the risk of ""second-hand"" smoking at home due to their exposure to parents' or siblings' smoking. These second hand smokers are called ""passive smokers"" and are at risk of several health complications like cardiometabolic risk factors. The present study aims to evaluate the association between passive smoking and increase of cardiometabolic risk factors in a sample of Iranian's children and adolescents, aged 7-18 years. This multicenter cross-sectional study was carried out over 14,400 students (aged 7-18 years). Blood sampling were randomly collected from a sub-sample of 4200 selected pupils. According to their degree of exposure to smoke for both cigarette and hookah, water pipes that are used to smoke specially made tobacco that comes in different flavors, all participants were divided to the two separate groups of positive and negative exposure. Metabolic syndrome (MetS) is defined as a constellation of at least three out of five cardiometabolic risk factors, including abdominal obesity, elevated blood pressure, elevated fasting plasma glucose concentration, high serum levels of triglycerides (TG), and depressed high-density cholesterol (HDL-C) levels. The mean and standard deviation (SD) age of participants was 12.3 ± 2.24 years. 49.4% were girls and 71.4% of them were urban residents. The mean SD for BMI of participants was 18.5 (4.7) Kg/m2. The mean TG levels were considerably higher among passive smoker children and adolescents. MetS and being overweight were found to have a major association with passive smoking (OR 1.63 CI 95% 1.17-2.29  This study confirms that passive smoking or second-hand smoking is linked with the increased prevalence of cardiometabolic risk factors and places children and adolescents at a higher risk of being overweight. Preventive strategies could be incorporated against passive smoking to recognize it as a health priority among children and adolescents. "
7,35879296,"Whether amino acids act on cellular insulin signaling remains unclear, given that increased circulating amino acid levels are associated with the onset of type 2 diabetes (T2D). Here, we report that phenylalanine modifies insulin receptor beta (IRβ) and inactivates insulin signaling and glucose uptake. Mice fed phenylalanine-rich chow or phenylalanine-producing aspartame or overexpressing human phenylalanyl-tRNA synthetase (hFARS) develop insulin resistance and T2D symptoms. Mechanistically, FARS phenylalanylate lysine 1057/1079 of IRβ (F-K1057/1079), inactivating IRβ and preventing insulin from promoting glucose uptake by cells. SIRT1 reverse F-K1057/1079 and counteract the insulin-inactivating effects of hFARS and phenylalanine. F-K1057/1079 and SIRT1 levels in white blood cells from T2D patients are positively and negatively correlated with T2D onset, respectively. Blocking F-K1057/1079 with phenylalaninol sensitizes insulin signaling and relieves T2D symptoms in hFARS-transgenic and db/db mice. These findings shed light on the activation of insulin signaling and T2D progression through inhibition of phenylalanylation. "
8,28648676,"The rate of glucose influx to skeletal muscles is determined primarily by the number of functional units of glucose transporter-4 (GLUT4) in the myotube plasma membrane. The abundance of GLUT4 in the plasma membrane is tightly regulated by insulin or contractile activity, which employ distinct pathways to translocate GLUT4-rich vesicles from intracellular compartments. Various studies have indicated that GLUT4 intrinsic activity is also regulated by conformational changes and/or interactions with membrane components and intracellular proteins in the vicinity of the plasma membrane. Here we show that the non-metabolizable glucose analog 3-O-methyl-d-glucose (MeGlc) augmented the rate of hexose transport into myotubes by increasing GLUT4 intrinsic activity without altering the content of the transporter in the plasma membrane. This effect was not a consequence of ATP depletion or hyperosmolar stress and did not involve Akt/PKB or AMPK signal transduction pathways. MeGlc reduced the inhibitory potency (increased K "
9,34198013,"Congenital tufting enteropathy (CTE) is an intractable diarrheal disease of infancy caused by mutations of epithelial cell adhesion molecule (EpCAM). The cellular and molecular basis of CTE pathology has been elusive. We hypothesized that the loss of EpCAM in CTE results in altered lineage differentiation and defects in absorptive enterocytes thereby contributing to CTE pathogenesis. Intestine and colon from mice expressing a CTE-associated mutant form of EpCAM (mutant mice) were evaluated for specific markers by quantitative real-time polymerase chain reaction, Western blotting, and immunostaining. Body weight, blood glucose, and intestinal enzyme activity were also investigated. Enteroids derived from mutant mice were used to assess whether the decreased census of major secretory cells could be rescued. Mutant mice exhibited alterations in brush-border ultrastructure, function, disaccharidase activity, and glucose absorption, potentially contributing to nutrient malabsorption and impaired weight gain. Altered cell differentiation in mutant mice led to decreased enteroendocrine cells and increased numbers of nonsecretory cells, though the hypertrophied absorptive enterocytes lacked key features, causing brush border malfunction. Further, treatment with the Notch signaling inhibitor, DAPT, increased the numbers of major secretory cell types in mutant enteroids (graphical abstract 1). Alterations in intestinal epithelial cell differentiation in mutant mice favor an increase in absorptive cells at the expense of major secretory cells. Although the proportion of absorptive enterocytes is increased, they lack key functional properties. We conclude that these effects underlie pathogenic features of CTE such as malabsorption and diarrhea, and ultimately the failure to thrive seen in patients. "
