PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35791797","Triple Therapy-Based on Tegoprazan, a New Potassium-Competitive Acid Blocker, for First-Line Treatment of Helicobacter pylori Infection: A Randomized, Double-Blind, Phase III, Clinical Trial","Choi YJ, Lee YC, Kim JM, Kim JI, Moon JS, Lim YJ, Baik GH, Son BK, Lee HL, Kim KO, Kim N, Ko KH, Jung HK, Shim KN, Chun HJ, Kim BW, Lee H, Kim JH, Chung H, Kim SG, Jang JY.","Gut Liver. 2022 Jul 15;16(4):535-546. doi: 10.5009/gnl220055. Epub 2022 Jul 6.","Choi YJ","Gut Liver","2022","2022/07/06","PMC9289827","","10.5009/gnl220055"
"29061311","Efficacy of high doses of penicillin versus amoxicillin in the treatment of uncomplicated community acquired pneumonia in adults. A non-inferiority controlled clinical trial","Llor C, Pérez A, Carandell E, García-Sangenís A, Rezola J, Llorente M, Gestoso S, Bobé F, Román-Rodríguez M, Cots JM, Hernández S, Cortés J, Miravitlles M, Morros R.","Aten Primaria. 2019 Jan;51(1):32-39. doi: 10.1016/j.aprim.2017.08.003. Epub 2017 Oct 20.","Llor C","Aten Primaria","2019","2017/10/25","PMC6836912","","10.1016/j.aprim.2017.08.003"
"37887592","Comparison of Prophylactic Effects between Localized Biomimetic Minocycline and Systematic Amoxicillin on Implants Placed Immediately in Infected Sockets","Lee WW, Seo JW, Jang IS, Kwon YJ, Joung WJ, Jun JH, Kim J, Son D, Lim SW, Yun SH, Tallarico M, Park CJ.","Biomimetics (Basel). 2023 Oct 1;8(6):461. doi: 10.3390/biomimetics8060461.","Lee WW","Biomimetics (Basel)","2023","2023/10/27","PMC10604678","","10.3390/biomimetics8060461"
"28093484","MIC of amoxicillin/clavulanate according to CLSI and EUCAST: discrepancies and clinical impact in patients with bloodstream infections due to Enterobacteriaceae","Delgado-Valverde M, Valiente-Mendez A, Torres E, Almirante B, Gómez-Zorrilla S, Borrell N, Aller-García AI, Gurgui M, Almela M, Sanz M, Bou G, Martínez-Martínez L, Cantón R, Antonio Lepe J, Causse M, Gutiérrez-Gutiérrez B, Pascual Á, Rodríguez-Baño J; REIPI/GEIH-SEIMC BACTERAEMIA-MIC Group.","J Antimicrob Chemother. 2017 May 1;72(5):1478-1487. doi: 10.1093/jac/dkw562.","Delgado-Valverde M","J Antimicrob Chemother","2017","2017/01/18","","","10.1093/jac/dkw562"
"16446376","Efficacy and safety of twice-daily pharmacokinetically enhanced amoxicillin/clavulanate (2000/125 mg) in the treatment of adults with community-acquired pneumonia in a country with a high prevalence of penicillin-resistant Streptococcus pneumoniae","Siquier B, Sánchez-Alvarez J, García-Mendez E, Sabriá M, Santos J, Pallarés R, Twynholm M, Dal-Ré R; 620 Clinical Study Group.","J Antimicrob Chemother. 2006 Mar;57(3):536-45. doi: 10.1093/jac/dki480. Epub 2006 Jan 30.","Siquier B","J Antimicrob Chemother","2006","2006/02/01","","","10.1093/jac/dki480"
"24777096","Inhibitor-resistant TEM- and OXA-1-producing Escherichia coli isolates resistant to amoxicillin-clavulanate are more clonal and possess lower virulence gene content than susceptible clinical isolates","Oteo J, González-López JJ, Ortega A, Quintero-Zárate JN, Bou G, Cercenado E, Conejo MC, Martínez-Martínez L, Navarro F, Oliver A, Bartolomé RM, Campos J; Spanish Network for Research in Infectious Diseases (REIPI).","Antimicrob Agents Chemother. 2014 Jul;58(7):3874-81. doi: 10.1128/AAC.02738-13. Epub 2014 Apr 28.","Oteo J","Antimicrob Agents Chemother","2014","2014/04/30","PMC4068566","","10.1128/AAC.02738-13"
"33183890","Infectious mononucleosis with atypical presentation","Puy Guillén A, Andreu Serra H.","Gastroenterol Hepatol. 2022 Feb;45(2):134-135. doi: 10.1016/j.gastrohep.2020.08.013. Epub 2020 Oct 21.","Puy Guillén A","Gastroenterol Hepatol","2022","2020/11/13","","","10.1016/j.gastrohep.2020.08.013"
"20352533","Preparation and physicochemical characterization of amoxicillin beta-cyclodextrin complexes","Bisson-Boutelliez C, Fontanay S, Finance C, Kedzierewicz F.","AAPS PharmSciTech. 2010 Jun;11(2):574-81. doi: 10.1208/s12249-010-9412-1. Epub 2010 Mar 30.","Bisson-Boutelliez C","AAPS PharmSciTech","2010","2010/03/31","PMC2902304","","10.1208/s12249-010-9412-1"
"35691578","Outpatient penicillin allergy evaluation during pregnancy and associated clinical outcomes","Kwah JH, Burn MS, Liao J, Cate J, Son M.","Am J Obstet Gynecol MFM. 2022 Sep;4(5):100674. doi: 10.1016/j.ajogmf.2022.100674. Epub 2022 Jun 10.","Kwah JH","Am J Obstet Gynecol MFM","2022","2022/06/12","","","10.1016/j.ajogmf.2022.100674"
"28459894","Fever, petechiae, and joint pain","Rahman S, Adegboyega A, Rowland K.","J Fam Pract. 2017 May;66(5):323-325.","Rahman S","J Fam Pract","2017","2017/05/02","","",""
