PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38232217","Evaluation of efficacy, outcomes and safety of infant haemodialysis and ultrafiltration in clinical use: I-KID a stepped wedge cluster RCT","Lambert H, Hiu S, Coulthard M, Matthews JNS, Wood R, Crosier J, Agbeko R, Brick T, Duncan H, Grant D, Mok Q, Nyman AG, Pappachan J, Wellman P, Boucher C, Bulmer J, Chisholm D, Cromie K, Emmet V, Feltbower R, Grayling M, Harrison R, Holstein EM, Kennedy CA, McColl E, Morris K, Norman L, Office J, Parslow R, Pattinson C, Sharma S, Smith J, Steel A, Steel R, Straker J, Vrana L, Walker J, Whitaker M, Wightman J, Wilson N, Wirz L.","Southampton (UK): National Institute for Health and Care Research; 2024 Jan.","Lambert H","Evaluation of efficacy, outcomes and safety of infant haemodialysis and ultrafiltration in clinical use: I-KID a stepped wedge cluster RCT","2024","2024/01/01","","","10.3310/VGJT3714"
"31072319","Diagnostic validity of the MINI-KID disorder classifications in specialized child and adolescent psychiatric outpatient clinics in Sweden","Högberg C, Billstedt E, Björck C, Björck PO, Ehlers S, Gustle LH, Hellner C, Höök H, Serlachius E, Svensson MA, Larsson JO.","BMC Psychiatry. 2019 May 9;19(1):142. doi: 10.1186/s12888-019-2121-8.","Högberg C","BMC Psychiatry","2019","2019/05/11","PMC6507232","","10.1186/s12888-019-2121-8"
"27595602","Psychometric evaluation and wording effects on the Chinese version of the parent-proxy Kid-KINDL","Lee CT, Lin CY, Tsai MC, Strong C, Lin YC.","Health Qual Life Outcomes. 2016 Sep 5;14(1):123. doi: 10.1186/s12955-016-0526-3.","Lee CT","Health Qual Life Outcomes","2016","2016/09/07","PMC5011907","","10.1186/s12955-016-0526-3"
"31402534","A framework for the management of the pediatric airway","Engelhardt T, Fiadjoe JE, Weiss M, Baker P, Bew S, Echeverry Marín P, von Ungern-Sternberg BS.","Paediatr Anaesth. 2019 Oct;29(10):985-992. doi: 10.1111/pan.13716. Epub 2019 Sep 2.","Engelhardt T","Paediatr Anaesth","2019","2019/08/13","","","10.1111/pan.13716"
"36600270","Psychiatric disorders in adolescents living with HIV in Botswana","Olashore AA, Paruk S, Akanni OO, Chiliza B.","AIDS Res Ther. 2023 Jan 4;20(1):2. doi: 10.1186/s12981-022-00490-z.","Olashore AA","AIDS Res Ther","2023","2023/01/04","PMC9812345","","10.1186/s12981-022-00490-z"
"28437234","Poliovirus vaccination during the endgame: insights from integrated modeling","Duintjer Tebbens RJ, Thompson KM.","Expert Rev Vaccines. 2017 Jun;16(6):577-586. doi: 10.1080/14760584.2017.1322514. Epub 2017 May 9.","Duintjer Tebbens RJ","Expert Rev Vaccines","2017","2017/04/25","","","10.1080/14760584.2017.1322514"
"17868788","The (pro)renin receptor: a new kid in town","Nguyen G.","Semin Nephrol. 2007 Sep;27(5):519-23. doi: 10.1016/j.semnephrol.2007.07.004.","Nguyen G","Semin Nephrol","2007","2007/09/18","","","10.1016/j.semnephrol.2007.07.004"
"31243856","Response pattern analysis of IBD-KID: A knowledge assessment tool for children with inflammatory bowel disease","Vernon-Roberts A, Otley A, Frampton C, Gearry RB, Day AS.","J Paediatr Child Health. 2020 Jan;56(1):155-162. doi: 10.1111/jpc.14547. Epub 2019 Jun 26.","Vernon-Roberts A","J Paediatr Child Health","2020","2019/06/28","","","10.1111/jpc.14547"
"9088891","The KID study IV: effects of inpatient rehabilitation on the frequency of glucose self-monitoring, quality of further primary care, on time being unable to work and on everyday psychic strain of type I and type II diabetics--a one-year follow-up. Kissingen Diabetes Intervention Study","Haupt E, Herrmann R, Benecke-Timp A, Vogel H, Haupt A, Walter C.","Exp Clin Endocrinol Diabetes. 1997;105(1):21-31. doi: 10.1055/s-0029-1211723.","Haupt E","Exp Clin Endocrinol Diabetes","1997","1997/01/01","","","10.1055/s-0029-1211723"
"30989762","Payer and race/ethnicity influence length and cost of childhood cancer hospitalizations","Whittle SB, Lopez MA, Russell HV.","Pediatr Blood Cancer. 2019 Jul;66(7):e27739. doi: 10.1002/pbc.27739. Epub 2019 Apr 16.","Whittle SB","Pediatr Blood Cancer","2019","2019/04/17","PMC7057732","NIHMS1563292","10.1002/pbc.27739"
