PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32246743","Rivaroxaban for treatment of pediatric venous thromboembolism. An Einstein-Jr phase 3 dose-exposure-response evaluation","Young G, Lensing AWA, Monagle P, Male C, Thelen K, Willmann S, Palumbo JS, Kumar R, Nurmeev I, Hege K, Bajolle F, Connor P, Hooimeijer HL, Torres M, Chan AKC, Kenet G, Holzhauer S, Santamaría A, Amedro P, Beyer-Westendorf J, Martinelli I, Massicotte MP, Smith WT, Berkowitz SD, Schmidt S, Price V, Prins MH, Kubitza D; EINSTEIN-Jr. Phase 3 Investigators.","J Thromb Haemost. 2020 Jul;18(7):1672-1685. doi: 10.1111/jth.14813. Epub 2020 Jun 4.","Young G","J Thromb Haemost","2020","2020/04/05","","","10.1111/jth.14813"
"30000167","Tetracycline","","2021 Feb 23. Drugs and Lactation Database (LactMed®) [Internet]. Bethesda (MD): National Institute of Child Health and Human Development; 2006–.","","Drugs and Lactation Database (LactMed®)","2006","2021/02/23","","",""
"29999946","Amoxicillin","","2024 Jun 15. Drugs and Lactation Database (LactMed®) [Internet]. Bethesda (MD): National Institute of Child Health and Human Development; 2006–.","","Drugs and Lactation Database (LactMed®)","2006","2024/06/15","","",""
"37423231","Baricitinib in juvenile idiopathic arthritis: an international, phase 3, randomised, double-blind, placebo-controlled, withdrawal, efficacy, and safety trial","Ramanan AV, Quartier P, Okamoto N, Foeldvari I, Spindler A, Fingerhutová Š, Antón J, Wang Z, Meszaros G, Araújo J, Liao R, Keller S, Brunner HI, Ruperto N; JUVE-BASIS investigators; Paediatric Rheumatology International Trials Organisation.","Lancet. 2023 Aug 12;402(10401):555-570. doi: 10.1016/S0140-6736(23)00921-2. Epub 2023 Jul 6.","Ramanan AV","Lancet","2023","2023/07/09","","","10.1016/S0140-6736(23)00921-2"
"30684309","Glibenclamide oral suspension: Suitable and effective in patients with neonatal diabetes","Beltrand J, Baptiste A, Busiah K, Bouazza N, Godot C, Boucheron A, Djerada Z, Gozalo C, Berdugo M, Tréluyer JM, Elie C, Polak M; GLID-KIR study group.","Pediatr Diabetes. 2019 May;20(3):246-254. doi: 10.1111/pedi.12823. Epub 2019 Feb 21.","Beltrand J","Pediatr Diabetes","2019","2019/01/27","","","10.1111/pedi.12823"
"26143234","Methods of administering oral formulations and child acceptability","van Riet-Nales DA, Ferreira JA, Schobben AF, de Neef BJ, Egberts TC, Rademaker CM.","Int J Pharm. 2015 Aug 1;491(1-2):261-7. doi: 10.1016/j.ijpharm.2015.06.047. Epub 2015 Jul 2.","van Riet-Nales DA","Int J Pharm","2015","2015/07/06","","","10.1016/j.ijpharm.2015.06.047"
"33516424","Impact of COVID-19 on Resettled Refugees","Brickhill-Atkinson M, Hauck FR.","Prim Care. 2021 Mar;48(1):57-66. doi: 10.1016/j.pop.2020.10.001. Epub 2020 Oct 6.","Brickhill-Atkinson M","Prim Care","2021","2021/01/31","PMC7538065","","10.1016/j.pop.2020.10.001"
"2560581","Prevention of pertussis","Anderson EL.","Semin Respir Infect. 1989 Dec;4(4):284-92.","Anderson EL","Semin Respir Infect","1989","1989/12/01","","",""
"30000197","Benzathine Penicillin G","","2024 Aug 15. Drugs and Lactation Database (LactMed®) [Internet]. Bethesda (MD): National Institute of Child Health and Human Development; 2006–.","","Drugs and Lactation Database (LactMed®)","2006","2024/08/15","","",""
"34835194","Cervical Cancer Protection in Japan: Where Are We?","Yagi A, Ueda Y, Kakuda M, Nakagawa S, Hiramatsu K, Miyoshi A, Kobayashi E, Kimura T, Kurosawa M, Yamaguchi M, Adachi S, Kudo R, Sekine M, Suzuki Y, Sukegawa A, Ikeda S, Miyagi E, Enomoto T, Kimura T.","Vaccines (Basel). 2021 Nov 1;9(11):1263. doi: 10.3390/vaccines9111263.","Yagi A","Vaccines (Basel)","2021","2021/11/27","PMC8619953","","10.3390/vaccines9111263"
"39412306","Physicochemical and microbiological stability of 40 mg/mL amiodarone hydrochloride oral suspension","Cavelier M, Gondé H, Costa D, Lamoureux F, Pereira T, Varin R, Hervouët C.","Am J Health Syst Pharm. 2024 Oct 16:zxae299. doi: 10.1093/ajhp/zxae299. Online ahead of print.","Cavelier M","Am J Health Syst Pharm","2024","2024/10/16","","","10.1093/ajhp/zxae299"
"35088393","Issues on Powder Forms for Oral Solution and Suspension for Pediatric Patients in Japan: A Questionnaire-Based Observational Survey to Pediatric Pharmacists","Saito J, Nakamura H, Yamatani A.","Ther Innov Regul Sci. 2022 Mar;56(2):301-312. doi: 10.1007/s43441-021-00361-1. Epub 2022 Jan 28.","Saito J","Ther Innov Regul Sci","2022","2022/01/28","","","10.1007/s43441-021-00361-1"
"31386600","Comparative effectiveness of budesonide inhalation suspension and montelukast in children with mild asthma in Korea","Shin J, Oh SJ, Petigara T, Tunceli K, Urdaneta E, Navaratnam P, Friedman HS, Park SW, Hong SH.","J Asthma. 2020 Dec;57(12):1354-1364. doi: 10.1080/02770903.2019.1648504. Epub 2019 Aug 6.","Shin J","J Asthma","2020","2019/08/07","","","10.1080/02770903.2019.1648504"
"26141805","[Oral formulation of choice for children]","Lajoinie A, Henin E, Kassai B.","Arch Pediatr. 2015 Aug;22(8):877-85. doi: 10.1016/j.arcped.2015.05.012. Epub 2015 Jul 2.","Lajoinie A","Arch Pediatr","2015","2015/07/05","","","10.1016/j.arcped.2015.05.012"
"17983871","Comparative study of budesonide inhalation suspension and montelukast in young children with mild persistent asthma","Szefler SJ, Baker JW, Uryniak T, Goldman M, Silkoff PE.","J Allergy Clin Immunol. 2007 Nov;120(5):1043-50. doi: 10.1016/j.jaci.2007.08.063.","Szefler SJ","J Allergy Clin Immunol","2007","2007/11/07","","","10.1016/j.jaci.2007.08.063"
"37498527","Efficacy of Combined Conjoint Fascial Sheath and Levator Muscle Composite Flap Suspension for Congenital Severe Ptosis","Shi J, Liu Z, Li Y, Song L, Li Y, Yang J, Pang R, Zhang H, Xiao L, Bai P.","Plast Reconstr Surg. 2024 Nov 1;154(5):865e-873e. doi: 10.1097/PRS.0000000000010947. Epub 2023 Jul 25.","Shi J","Plast Reconstr Surg","2024","2023/07/27","PMC11512606","","10.1097/PRS.0000000000010947"
