PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37490085","Identifying Children Likely to Benefit From Antibiotics for Acute Sinusitis: A Randomized Clinical Trial","Shaikh N, Hoberman A, Shope TR, Jeong JH, Kurs-Lasky M, Martin JM, Bhatnagar S, Muniz GB, Block SL, Andrasko M, Lee MC, Rajakumar K, Wald ER.","JAMA. 2023 Jul 25;330(4):349-358. doi: 10.1001/jama.2023.10854.","Shaikh N","JAMA","2023","2023/07/25","PMC10370259","","10.1001/jama.2023.10854"
"35913365","Childcare providers' views of challenging child behaviors, suspension, and expulsion: A qualitative analysis","Mondi CF, Rihal TK, Magro SW, Kerber S, Carlson EA.","Infant Ment Health J. 2022 Sep;43(5):695-713. doi: 10.1002/imhj.22005. Epub 2022 Aug 1.","Mondi CF","Infant Ment Health J","2022","2022/08/01","PMC9463106","NIHMS1825302","10.1002/imhj.22005"
"36678693","A Micro-Configured Multiparticulate Reconstitutable Suspension Powder of Fixed Dose Rifampicin and Pyrazinamide: Optimal Fabrication and In Vitro Quality Evaluation","Rampedi PN, Ogunrombi MO, Wesley-Smith J, Adeleke OA.","Pharmaceutics. 2022 Dec 25;15(1):64. doi: 10.3390/pharmaceutics15010064.","Rampedi PN","Pharmaceutics","2022","2023/01/21","PMC9861895","","10.3390/pharmaceutics15010064"
"31611144","Organoleptic excipients used in pediatric antibiotics","Nakama KA, Dos Santos RB, Serpa P, Maciel TR, Haas SE.","Arch Pediatr. 2019 Oct;26(7):431-436. doi: 10.1016/j.arcped.2019.09.008. Epub 2019 Oct 12.","Nakama KA","Arch Pediatr","2019","2019/10/16","","","10.1016/j.arcped.2019.09.008"
"35397909","Dual-color quantum dots nanobeads based suspension microarray for simultaneous detection of dual prostate specific antigens","Min X, Huang S, Yuan C.","Anal Chim Acta. 2022 Apr 29;1204:339704. doi: 10.1016/j.aca.2022.339704. Epub 2022 Mar 9.","Min X","Anal Chim Acta","2022","2022/04/10","","","10.1016/j.aca.2022.339704"
"14752570","Management of intussusception","Sorantin E, Lindbichler F.","Eur Radiol. 2004 Mar;14 Suppl 4:L146-54. doi: 10.1007/s00330-003-2033-2.","Sorantin E","Eur Radiol","2004","2004/01/31","","","10.1007/s00330-003-2033-2"
"29387874","Combination of Follicular and Epidermal Cell Suspension as a Novel Surgical Approach in Difficult-to-Treat Vitiligo: A Randomized Clinical Trial","Razmi T M, Kumar R, Rani S, Kumaran SM, Tanwar S, Parsad D.","JAMA Dermatol. 2018 Mar 1;154(3):301-308. doi: 10.1001/jamadermatol.2017.5795.","Razmi T M","JAMA Dermatol","2018","2018/02/02","PMC5885825","","10.1001/jamadermatol.2017.5795"
"33435555","Investigation of the Physical, Chemical and Microbiological Stability of Losartan Potassium 5 mg/mL Extemporaneous Oral Liquid Suspension","Foley L, Toney J, Barlow JW, O'Connor M, Fitzgerald-Hughes D, Ramtoola Z.","Molecules. 2021 Jan 8;26(2):301. doi: 10.3390/molecules26020301.","Foley L","Molecules","2021","2021/01/13","PMC7827961","","10.3390/molecules26020301"
"21507039","Noncultured epidermal suspension transplantation for the treatment of stable vitiligo in children and adolescents","Sahni K, Parsad D, Kanwar AJ.","Clin Exp Dermatol. 2011 Aug;36(6):607-12. doi: 10.1111/j.1365-2230.2011.04065.x. Epub 2011 Apr 20.","Sahni K","Clin Exp Dermatol","2011","2011/04/22","","","10.1111/j.1365-2230.2011.04065.x"
"31496971","Getting Developmental Science Back Into Schools: Can What We Know About Self-Regulation Help Change How We Think About ""No Excuses""?","Bailey R, Meland EA, Brion-Meisels G, Jones SM.","Front Psychol. 2019 Aug 21;10:1885. doi: 10.3389/fpsyg.2019.01885. eCollection 2019.","Bailey R","Front Psychol","2019","2019/09/10","PMC6712083","","10.3389/fpsyg.2019.01885"
