PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29544767","Diagnosis and management of Aspergillus diseases: executive summary of the 2017 ESCMID-ECMM-ERS guideline","Ullmann AJ, Aguado JM, Arikan-Akdagli S, Denning DW, Groll AH, Lagrou K, Lass-Flörl C, Lewis RE, Munoz P, Verweij PE, Warris A, Ader F, Akova M, Arendrup MC, Barnes RA, Beigelman-Aubry C, Blot S, Bouza E, Brüggemann RJM, Buchheidt D, Cadranel J, Castagnola E, Chakrabarti A, Cuenca-Estrella M, Dimopoulos G, Fortun J, Gangneux JP, Garbino J, Heinz WJ, Herbrecht R, Heussel CP, Kibbler CC, Klimko N, Kullberg BJ, Lange C, Lehrnbecher T, Löffler J, Lortholary O, Maertens J, Marchetti O, Meis JF, Pagano L, Ribaud P, Richardson M, Roilides E, Ruhnke M, Sanguinetti M, Sheppard DC, Sinkó J, Skiada A, Vehreschild MJGT, Viscoli C, Cornely OA.","Clin Microbiol Infect. 2018 May;24 Suppl 1:e1-e38. doi: 10.1016/j.cmi.2018.01.002. Epub 2018 Mar 12.","Ullmann AJ","Clin Microbiol Infect","2018","2018/03/17","","","10.1016/j.cmi.2018.01.002"
"23458226","The effect of food on the absorption and pharmacokinetics of rivaroxaban","Stampfuss J, Kubitza D, Becka M, Mueck W.","Int J Clin Pharmacol Ther. 2013 Jul;51(7):549-61. doi: 10.5414/CP201812.","Stampfuss J","Int J Clin Pharmacol Ther","2013","2013/03/06","","","10.5414/CP201812"
"37802998","Melatonin alleviates depression-like behaviors and cognitive dysfunction in mice by regulating the circadian rhythm of AQP4 polarization","Yao D, Li R, Hao J, Huang H, Wang X, Ran L, Fang Y, He Y, Wang W, Liu X, Wang M.","Transl Psychiatry. 2023 Oct 6;13(1):310. doi: 10.1038/s41398-023-02614-z.","Yao D","Transl Psychiatry","2023","2023/10/06","PMC10558463","","10.1038/s41398-023-02614-z"
"38688428","Exploring paediatric oral suspension development: Challenges, requirements, and formulation advancements","Gaikwad SS, Morales JO, Lande NB, Catalán-Figueroa J, Laddha UD, Kshirsagar SJ.","Int J Pharm. 2024 May 25;657:124169. doi: 10.1016/j.ijpharm.2024.124169. Epub 2024 Apr 28.","Gaikwad SS","Int J Pharm","2024","2024/04/30","","","10.1016/j.ijpharm.2024.124169"
"35088393","Issues on Powder Forms for Oral Solution and Suspension for Pediatric Patients in Japan: A Questionnaire-Based Observational Survey to Pediatric Pharmacists","Saito J, Nakamura H, Yamatani A.","Ther Innov Regul Sci. 2022 Mar;56(2):301-312. doi: 10.1007/s43441-021-00361-1. Epub 2022 Jan 28.","Saito J","Ther Innov Regul Sci","2022","2022/01/28","","","10.1007/s43441-021-00361-1"
"30684309","Glibenclamide oral suspension: Suitable and effective in patients with neonatal diabetes","Beltrand J, Baptiste A, Busiah K, Bouazza N, Godot C, Boucheron A, Djerada Z, Gozalo C, Berdugo M, Tréluyer JM, Elie C, Polak M; GLID-KIR study group.","Pediatr Diabetes. 2019 May;20(3):246-254. doi: 10.1111/pedi.12823. Epub 2019 Feb 21.","Beltrand J","Pediatr Diabetes","2019","2019/01/27","","","10.1111/pedi.12823"
"24410269","Novel oral suspensions: a review","Kathpalia H, Phadke C.","Curr Drug Deliv. 2014;11(3):338-58. doi: 10.2174/1567201811666140113114926.","Kathpalia H","Curr Drug Deliv","2014","2014/01/14","","","10.2174/1567201811666140113114926"
"28296517","Therapeutic Algorithm for Congenital Ptosis Repair with Levator Resection and Frontalis Suspension: Results and Literature Review","Gazzola R, Piozzi E, Vaienti L, Wilhelm Baruffaldi Preis F.","Semin Ophthalmol. 2018;33(4):454-460. doi: 10.1080/08820538.2017.1297840. Epub 2017 Mar 15.","Gazzola R","Semin Ophthalmol","2018","2017/03/16","","","10.1080/08820538.2017.1297840"
"37953980","Bioequivalence of Different Formulations of Zonisamide Oral Suspensions: A Short Review","Stević I, Petrović N, Janković SM.","Patient Prefer Adherence. 2023 Nov 7;17:2841-2845. doi: 10.2147/PPA.S383038. eCollection 2023.","Stević I","Patient Prefer Adherence","2023","2023/11/13","PMC10638902","","10.2147/PPA.S383038"
"38173872","Quantitative analysis of preferential utilization of AAV ITR as the packaging terminal signal","Li X, Miller LM, Chrzanowski M, Tian J, Jarrold MF, Herzog RW, Xiao W, Draper B, Zhang J.","Front Bioeng Biotechnol. 2023 Dec 20;11:1327433. doi: 10.3389/fbioe.2023.1327433. eCollection 2023.","Li X","Front Bioeng Biotechnol","2023","2024/01/04","PMC10761532","","10.3389/fbioe.2023.1327433"
"23268195","Gene therapy for psychiatric disorders","Gelfand Y, Kaplitt MG.","World Neurosurg. 2013 Sep-Oct;80(3-4):S32.e11-8. doi: 10.1016/j.wneu.2012.12.028. Epub 2012 Dec 23.","Gelfand Y","World Neurosurg","2013","2012/12/27","","","10.1016/j.wneu.2012.12.028"
"30630797","Analysis of the advantages and disadvantages in application of oxygen-driven aerosol and aerosol inhalation by air compressor for the pediatric asthma","Wang X, Wang J.","Pak J Pharm Sci. 2018 Nov;31(6(Special)):2847-2850.","Wang X","Pak J Pharm Sci","2018","2019/01/12","","",""
"37179512","Population Pharmacokinetics of Posaconazole in Immune-Compromised Children and Assessment of Target Attainment in Invasive Fungal Disease","McCann S, Sinha J, Wilson WS, McKinzie CJ, Garner LM, Gonzalez D.","Clin Pharmacokinet. 2023 Jul;62(7):997-1009. doi: 10.1007/s40262-023-01254-2. Epub 2023 May 14.","McCann S","Clin Pharmacokinet","2023","2023/05/14","PMC10338595","NIHMS1901131","10.1007/s40262-023-01254-2"
"26203320","Adolescent Scalp Psoriasis: Update on Topical Combination Therapy","Osier E, Gomez B, Eichenfield LF.","J Clin Aesthet Dermatol. 2015 Jul;8(7):43-7.","Osier E","J Clin Aesthet Dermatol","2015","2015/07/24","PMC4509585","",""
"26141805","[Oral formulation of choice for children]","Lajoinie A, Henin E, Kassai B.","Arch Pediatr. 2015 Aug;22(8):877-85. doi: 10.1016/j.arcped.2015.05.012. Epub 2015 Jul 2.","Lajoinie A","Arch Pediatr","2015","2015/07/05","","","10.1016/j.arcped.2015.05.012"
"35226889","Head and abdomen CT exposures in Portugal","Trindade H, Barreira M, Xavier C.","J Radiol Prot. 2022 Mar 21;42(2). doi: 10.1088/1361-6498/ac591b.","Trindade H","J Radiol Prot","2022","2022/02/28","","","10.1088/1361-6498/ac591b"
"35558354","Taste Perceptions of Common Pediatric Antibiotic Suspensions and Associated Prescribing Patterns in Medical Residents","Soares N, Mitchell R, McGoff T, Bailey T, Wellman GS.","J Pediatr Pharmacol Ther. 2022;27(4):316-323. doi: 10.5863/1551-6776-27.4.316. Epub 2022 May 9.","Soares N","J Pediatr Pharmacol Ther","2022","2022/05/13","PMC9088435","","10.5863/1551-6776-27.4.316"
"35268544","Formulations of Topical Steroids in Eosinophilic Esophagitis-Current Treatment and Emerging Possibilities","Główczewski A, Krogulska A.","J Clin Med. 2022 Mar 7;11(5):1454. doi: 10.3390/jcm11051454.","Główczewski A","J Clin Med","2022","2022/03/10","PMC8910832","","10.3390/jcm11051454"
"35409316","The Preferential Use of Anakinra in Various Settings of FMF: A Review Applied to an Updated Treatment-Related Perspective of the Disease","Giat E, Ben-Zvi I, Lidar M, Livneh A.","Int J Mol Sci. 2022 Apr 2;23(7):3956. doi: 10.3390/ijms23073956.","Giat E","Int J Mol Sci","2022","2022/04/12","PMC8999740","","10.3390/ijms23073956"
"22145296","Congenital ptosis and blefarophimosis: retrospective analysis of the effectiveness of correction with levator resection and frontalis suspension","Gazzola R, Piozzi E, Lanfranchi AL, Baruffaldi Preis FW.","Pediatr Med Chir. 2011 May-Jun;33(3):129-33.","Gazzola R","Pediatr Med Chir","2011","2011/12/08","","",""
"34375349","The stability of quetiapine oral suspension compounded from commercially available tablets","Tran J, Gervase MA, Evans J, Deville R, Dong X.","PLoS One. 2021 Aug 10;16(8):e0255963. doi: 10.1371/journal.pone.0255963. eCollection 2021.","Tran J","PLoS One","2021","2021/08/10","PMC8354457","","10.1371/journal.pone.0255963"
"39019599","Preparation and Evaluation of Clarithromycin Taste-Masking Dry Suspension Using Hot Melt Extrusion Based on Solid Dispersion Technology","Zhang T, Yu M, Fan Y, Wang L, Yuan L, Sun Y.","Chem Pharm Bull (Tokyo). 2024;72(7):681-688. doi: 10.1248/cpb.c24-00206.","Zhang T","Chem Pharm Bull (Tokyo)","2024","2024/07/17","","","10.1248/cpb.c24-00206"
"35935702","Innovated formulation of oseltamivir powder for suspension with stability study after reconstitution using a developed ion-pair reversed phase high-performance liquid chromatography method","Hasson KJ.","J Adv Pharm Technol Res. 2022 Jul-Sep;13(3):177-181. doi: 10.4103/japtr.japtr_33_22. Epub 2022 Jul 5.","Hasson KJ","J Adv Pharm Technol Res","2022","2022/08/08","PMC9355061","","10.4103/japtr.japtr_33_22"
"34601302","T cell responses in depressed mice induced by chronic unpredictable mild stress","Shi W, Zhang S, Lu Y, Wang Y, Zhao J, Li L.","J Affect Disord. 2022 Jan 1;296:150-156. doi: 10.1016/j.jad.2021.09.064. Epub 2021 Sep 26.","Shi W","J Affect Disord","2022","2021/10/03","","","10.1016/j.jad.2021.09.064"
"26979250","Safe and effective pharmacotherapy in infants and preschool children: importance of formulation aspects","van Riet-Nales DA, Schobben AF, Vromans H, Egberts TC, Rademaker CM.","Arch Dis Child. 2016 Jul;101(7):662-9. doi: 10.1136/archdischild-2015-308227. Epub 2016 Mar 15.","van Riet-Nales DA","Arch Dis Child","2016","2016/03/17","PMC4941170","","10.1136/archdischild-2015-308227"
"32991222","Cost-effectiveness analysis of double low-dose budesonide and low-dose budesonide plus montelukast among pediatric patients with persistent asthma receiving Step 3 treatment in China","Wang X, Fang H, Shen K, Liu T, Xie J, Liu Y, Wu P, Chen Y, Zhong J, Wu E, Zhou W, Wu B.","J Med Econ. 2020 Dec;23(12):1630-1639. doi: 10.1080/13696998.2020.1830410. Epub 2020 Oct 14.","Wang X","J Med Econ","2020","2020/09/29","","","10.1080/13696998.2020.1830410"
"11144401","Comparison of the palatability of the oral suspension of cefdinir vs. amoxicillin/clavulanate potassium, cefprozil and azithromycin in pediatric patients","Powers JL, Gooch WM 3rd, Oddo LP.","Pediatr Infect Dis J. 2000 Dec;19(12 Suppl):S174-80. doi: 10.1097/00006454-200012001-00008.","Powers JL","Pediatr Infect Dis J","2000","2001/01/06","","","10.1097/00006454-200012001-00008"
"38961317","HCN channels in the lateral habenula regulate pain and comorbid depressive-like behaviors in mice","Cao XZ, Zhu MY, Xu G, Li F, Yan Y, Zhang JJ, Wang J, Zeng F, Bao Y, Zhang XX, Liu T, Zhang DY.","CNS Neurosci Ther. 2024 Jul;30(7):e14831. doi: 10.1111/cns.14831.","Cao XZ","CNS Neurosci Ther","2024","2024/07/03","PMC11222070","","10.1111/cns.14831"
"35764758","Amplifying the Student Voice: Medical Student Perceptions of AΩA","Jones JM, Berman AB, Tan EX, Mohanty S, Rose MA, Shea JA, Kogan JR.","J Gen Intern Med. 2022 Jun 28. doi: 10.1007/s11606-022-07544-y. Online ahead of print.","Jones JM","J Gen Intern Med","2022","2022/06/28","","","10.1007/s11606-022-07544-y"
"12956619","Use of inhaler devices in pediatric asthma","De Benedictis FM, Selvaggio D.","Paediatr Drugs. 2003;5(9):629-38. doi: 10.2165/00148581-200305090-00005.","De Benedictis FM","Paediatr Drugs","2003","2003/09/06","","","10.2165/00148581-200305090-00005"
"26998661","Evaluation of Patient Tolerance and Small-Bowel Distention With a New Small-Bowel Distending Agent for Enterography","Kolbe AB, Fletcher JG, Froemming AT, Sheedy SP, Koo CW, Pundi K, Bruining DH, Tung J, Harmsen WS, Barlow JM, Fidler JL.","AJR Am J Roentgenol. 2016 May;206(5):994-1002. doi: 10.2214/AJR.15.15260. Epub 2016 Mar 21.","Kolbe AB","AJR Am J Roentgenol","2016","2016/03/22","","","10.2214/AJR.15.15260"
"31611004","Hippocampal metabolic alteration in rat exhibited susceptibility to prenatal stress","Zhang H, He W, Huang Y, Zeng Z, Yang X, Huang H, Wen J, Cao Y, Sun H.","J Affect Disord. 2019 Dec 1;259:458-467. doi: 10.1016/j.jad.2019.08.002. Epub 2019 Aug 3.","Zhang H","J Affect Disord","2019","2019/10/16","","","10.1016/j.jad.2019.08.002"
