PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31811919","Oral amoxicillin and amoxicillin-clavulanic acid: properties, indications and usage","Huttner A, Bielicki J, Clements MN, Frimodt-Møller N, Muller AE, Paccaud JP, Mouton JW.","Clin Microbiol Infect. 2020 Jul;26(7):871-879. doi: 10.1016/j.cmi.2019.11.028. Epub 2019 Dec 4.","Huttner A","Clin Microbiol Infect","2020","2019/12/08","","","10.1016/j.cmi.2019.11.028"
"23529866","Pharmacokinetics of antibacterial agents in the CSF of children and adolescents","Sullins AK, Abdel-Rahman SM.","Paediatr Drugs. 2013 Apr;15(2):93-117. doi: 10.1007/s40272-013-0017-5.","Sullins AK","Paediatr Drugs","2013","2013/03/27","","","10.1007/s40272-013-0017-5"
"14726904","Antimicrobial treatment guidelines for acute bacterial rhinosinusitis","Anon JB, Jacobs MR, Poole MD, Ambrose PG, Benninger MS, Hadley JA, Craig WA; Sinus And Allergy Health Partnership.","Otolaryngol Head Neck Surg. 2004 Jan;130(1 Suppl):1-45. doi: 10.1016/j.otohns.2003.12.003.","Anon JB","Otolaryngol Head Neck Surg","2004","2004/01/17","PMC7118847","","10.1016/j.otohns.2003.12.003"
"33894769","Efficacy and safety of azithromycin and amoxicillin/clavulanate for otitis media in children: a systematic review and meta-analysis of randomized controlled trials","Dawit G, Mequanent S, Makonnen E.","Ann Clin Microbiol Antimicrob. 2021 Apr 24;20(1):28. doi: 10.1186/s12941-021-00434-x.","Dawit G","Ann Clin Microbiol Antimicrob","2021","2021/04/25","PMC8070272","","10.1186/s12941-021-00434-x"
"37820258","Doxycycline for the Treatment of Lyme Disease in Young Children","Brown K, Corin S, Handel AS.","Pediatr Infect Dis J. 2023 Dec 1;42(12):e470-e472. doi: 10.1097/INF.0000000000004128. Epub 2023 Oct 5.","Brown K","Pediatr Infect Dis J","2023","2023/10/11","","","10.1097/INF.0000000000004128"
"23481107","Otitis media","Pichichero ME.","Pediatr Clin North Am. 2013 Apr;60(2):391-407. doi: 10.1016/j.pcl.2012.12.007.","Pichichero ME","Pediatr Clin North Am","2013","2013/03/14","","","10.1016/j.pcl.2012.12.007"
"23681268","Patient and prescriber determinants for the choice between amoxicillin and broader-spectrum antibiotics: a nationwide prescription-level analysis","Blommaert A, Coenen S, Gielen B, Goossens H, Hens N, Beutels P.","J Antimicrob Chemother. 2013 Oct;68(10):2383-92. doi: 10.1093/jac/dkt170. Epub 2013 May 16.","Blommaert A","J Antimicrob Chemother","2013","2013/05/18","","","10.1093/jac/dkt170"
"382841","Drug therapy reviews: trimethoprim-sulfamethoxazole","Gleckman R, Alvarez S, Joubert DW.","Am J Hosp Pharm. 1979 Jul;36(7):893-906.","Gleckman R","Am J Hosp Pharm","1979","1979/07/01","","",""
"28894828","The role of antibiotics in pediatric chronic rhinosinusitis","Brook I.","Laryngoscope Investig Otolaryngol. 2017 Mar 10;2(3):104-108. doi: 10.1002/lio2.67. eCollection 2017 Jun.","Brook I","Laryngoscope Investig Otolaryngol","2017","2017/09/13","PMC5527363","","10.1002/lio2.67"
"32093696","Understanding key drivers and barriers to implementation of the WHO recommendations for the case management of childhood pneumonia and possible serious bacterial infection with amoxicillin dispersible tablets (DT) in Bangladesh: a qualitative study","Rahman M, Delarosa J, Luies SK, Alom KR, Quintanar-Solares M, Jabeen I, Ahmed T, Abu-Haydar E, Sarma H.","BMC Health Serv Res. 2020 Feb 24;20(1):142. doi: 10.1186/s12913-020-4982-4.","Rahman M","BMC Health Serv Res","2020","2020/02/26","PMC7041088","","10.1186/s12913-020-4982-4"
"24661591","Acute otitis media--a structured approach","Thomas JP, Berner R, Zahnert T, Dazert S.","Dtsch Arztebl Int. 2014 Feb 28;111(9):151-9; quiz 160. doi: 10.3238/arztebl.2014.0151.","Thomas JP","Dtsch Arztebl Int","2014","2014/03/26","PMC3965963","","10.3238/arztebl.2014.0151"
"20557952","Evaluation of amoxicillin plasma and tissue levels in pediatric patients undergoing tonsillectomy","Averono G, Vidali M, Olina M, Basile M, Bagnati M, Bellomo G, Aluffi P.","Int J Pediatr Otorhinolaryngol. 2010 Sep;74(9):995-8. doi: 10.1016/j.ijporl.2010.05.023. Epub 2010 Jun 16.","Averono G","Int J Pediatr Otorhinolaryngol","2010","2010/06/19","","","10.1016/j.ijporl.2010.05.023"
"39080651","Using digital technology as a platform to strengthen the continuum of care at community level for maternal, child and adolescent health in Tanzania: introducing the Afya-Tek program","Dillip A, Kahamba G, Sambaiga R, Shekalaghe E, Kapologwe N, Kitali E, Kengia JT, Haonga T, Nzilibili S, Tanda M, Haroun Y, Hofmann R, Litner R, Lampariello R, Kimatta S, Ketende S, James J, Fumbwe K, Mahmoud F, Lugumamu O, Gabunda C, Salim A, Allen M, Mathew E, Nkaka M, Liana J, Norman T, Mbwasi R, Sarkar N.","BMC Health Serv Res. 2024 Jul 30;24(1):865. doi: 10.1186/s12913-024-11302-7.","Dillip A","BMC Health Serv Res","2024","2024/07/31","PMC11290070","","10.1186/s12913-024-11302-7"
"33419114","From Evidence to Clinical Guidelines in Antibiotic Treatment in Acute Otitis Media in Children","Spoială EL, Stanciu GD, Bild V, Ababei DC, Gavrilovici C.","Antibiotics (Basel). 2021 Jan 6;10(1):52. doi: 10.3390/antibiotics10010052.","Spoială EL","Antibiotics (Basel)","2021","2021/01/09","PMC7825459","","10.3390/antibiotics10010052"
"20152073","The infections of the upper respiratory tract in children","Bonsignori F, Chiappini E, De Martino M.","Int J Immunopathol Pharmacol. 2010 Jan-Mar;23(1 Suppl):16-9.","Bonsignori F","Int J Immunopathol Pharmacol","2010","2010/02/16","","",""
"11852760","[Acute bacterial cystitis]","Botto H.","Rev Prat. 2002 Jan 1;52(1):23-7.","Botto H","Rev Prat","2002","2002/02/21","","",""
"37076936","Not recommended fixed-dose antibiotic combinations in low- and middle-income countries - the example of Tanzania","Vliegenthart-Jongbloed K, Jacobs J.","Antimicrob Resist Infect Control. 2023 Apr 19;12(1):37. doi: 10.1186/s13756-023-01238-8.","Vliegenthart-Jongbloed K","Antimicrob Resist Infect Control","2023","2023/04/20","PMC10116708","","10.1186/s13756-023-01238-8"
"14608265","Acute otitis media disease management","Pichichero ME, Casey JR.","Minerva Pediatr. 2003 Oct;55(5):415-38.","Pichichero ME","Minerva Pediatr","2003","2003/11/11","","",""
"27845826","WITHDRAWN: Interventions for ear discharge associated with grommets (ventilation tubes)","Vaile L, Williamson T, Waddell A, Taylor GJ.","Cochrane Database Syst Rev. 2016 Nov 15;11(11):CD001933. doi: 10.1002/14651858.CD001933.pub3.","Vaile L","Cochrane Database Syst Rev","2016","2016/11/16","PMC6734128","","10.1002/14651858.CD001933.pub3"
"36919441","Parental Perceptions of Penicillin Allergy Risk Stratification and Delabeling","Antoon JW, Grijalva CG, Carroll AR, Johnson J, Stassun J, Bonnet K, Schlundt DG, Williams DJ.","Hosp Pediatr. 2023 Apr 1;13(4):300-308. doi: 10.1542/hpeds.2022-006737.","Antoon JW","Hosp Pediatr","2023","2023/03/15","PMC10071421","NIHMS1884292","10.1542/hpeds.2022-006737"
"24586287","Systematic review of evidence-based guidelines on medication therapy for upper respiratory tract infection in children with AGREE instrument","Zeng L, Zhang L, Hu Z, Ehle EA, Chen Y, Liu L, Chen M.","PLoS One. 2014 Feb 20;9(2):e87711. doi: 10.1371/journal.pone.0087711. eCollection 2014.","Zeng L","PLoS One","2014","2014/03/04","PMC3930557","","10.1371/journal.pone.0087711"
"12765486","Diagnosis, treatment, and prevention of Lyme disease in children","Eppes SC.","Paediatr Drugs. 2003;5(6):363-72. doi: 10.2165/00128072-200305060-00002.","Eppes SC","Paediatr Drugs","2003","2003/05/27","","","10.2165/00128072-200305060-00002"
"32675908","Penicillin - getting prescribing right for children","Mostaghim M, McMullan BJ, Rowles G.","Aust Prescr. 2020 Jun;43(3):81-84. doi: 10.18773/austprescr.2020.023. Epub 2020 Jun 2.","Mostaghim M","Aust Prescr","2020","2020/07/18","PMC7358052","","10.18773/austprescr.2020.023"
"17390597","Diagnosis and treatment of impetigo","Cole C, Gazewood J.","Am Fam Physician. 2007 Mar 15;75(6):859-64.","Cole C","Am Fam Physician","2007","2007/03/30","","",""
"14997222","Medical management of variceal bleeding in patients with cirrhosis","Abraldes JG, Dell'Era A, Bosch J.","Can J Gastroenterol. 2004 Feb;18(2):109-13. doi: 10.1155/2004/560215.","Abraldes JG","Can J Gastroenterol","2004","2004/03/05","","","10.1155/2004/560215"
"35709220","Point-prevalence survey of antibiotic use at three public referral hospitals in Kenya","Omulo S, Oluka M, Achieng L, Osoro E, Kinuthia R, Guantai A, Opanga SA, Ongayo M, Ndegwa L, Verani JR, Wesangula E, Nyakiba J, Makori J, Sugut W, Kwobah C, Osuka H, Njenga MK, Call DR, Palmer GH, VanderEnde D, Luvsansharav UO.","PLoS One. 2022 Jun 16;17(6):e0270048. doi: 10.1371/journal.pone.0270048. eCollection 2022.","Omulo S","PLoS One","2022","2022/06/16","PMC9202938","","10.1371/journal.pone.0270048"
"25535631","Revised WHO Classification and Treatment of Pneumonia in Children at Health Facilities: Evidence Summaries","","Geneva: World Health Organization; 2014.","","Revised WHO Classification and Treatment of Pneumonia in Children at Health Facilities: Evidence Summaries","2014","2014/01/01","","",""
"17707605","[Treatment and follow up of disseminated and late Lyme disease]","Mohseni Zadeh M.","Med Mal Infect. 2007 Jul-Aug;37(7-8):368-80. doi: 10.1016/j.medmal.2006.01.030. Epub 2007 Aug 17.","Mohseni Zadeh M","Med Mal Infect","2007","2007/08/21","","","10.1016/j.medmal.2006.01.030"
"12416778","Rationale for use of antibiotics in periodontics","Walker C, Karpinia K.","J Periodontol. 2002 Oct;73(10):1188-96. doi: 10.1902/jop.2002.73.10.1188.","Walker C","J Periodontol","2002","2002/11/06","","","10.1902/jop.2002.73.10.1188"
"21156107","[Children prefer bottled amoxicillin]","Pottegård A, Hallas J.","Ugeskr Laeger. 2010 Dec 13;172(50):3468-70.","Pottegård A","Ugeskr Laeger","2010","2010/12/16","","",""
