PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34172340","Spanish COPD Guidelines (GesEPOC) 2021 Update Diagnosis and Treatment of COPD Exacerbation Syndrome","Soler-Cataluña JJ, Piñera P, Trigueros JA, Calle M, Casanova C, Cosío BG, López-Campos JL, Molina J, Almagro P, Gómez JT, Riesco JA, Simonet P, Rigau D, Soriano JB, Ancochea J, Miravitlles M; en representación del grupo de trabajo de GesEPOC 2021.","Arch Bronconeumol. 2022 Feb;58(2):159-170. doi: 10.1016/j.arbres.2021.05.011. Epub 2021 May 26.","Soler-Cataluña JJ","Arch Bronconeumol","2022","2021/06/26","","","10.1016/j.arbres.2021.05.011"
"23286802","Acrokeratosis verruciformis","DeFelice T, Robinson M, Patel R, Kamino H.","Dermatol Online J. 2012 Dec 15;18(12):12.","DeFelice T","Dermatol Online J","2012","2013/01/05","","",""
"34963555","Utility of shear wave elastography and high-definition color for diagnosing carpal tunnel syndrome","Sung JH, Kwon YJ, Baek SH, Son MH, Lee JH, Kim BJ.","Clin Neurophysiol. 2022 Mar;135:179-187. doi: 10.1016/j.clinph.2021.10.020. Epub 2021 Dec 10.","Sung JH","Clin Neurophysiol","2022","2021/12/29","","","10.1016/j.clinph.2021.10.020"
"26321527","Mother-Son Communication About Sex and Routine Human Immunodeficiency Virus Testing Among Younger Men of Color Who Have Sex With Men","Bouris A, Hill BJ, Fisher K, Erickson G, Schneider JA.","J Adolesc Health. 2015 Nov;57(5):515-22. doi: 10.1016/j.jadohealth.2015.07.007. Epub 2015 Aug 29.","Bouris A","J Adolesc Health","2015","2015/09/01","PMC4624009","NIHMS710326","10.1016/j.jadohealth.2015.07.007"
"36147404","An unusual case of pedal edema","Aggarwal V, Mopagar V.","Med J Armed Forces India. 2022 Sep;78(Suppl 1):S293-S295. doi: 10.1016/j.mjafi.2020.04.016. Epub 2020 Jul 13.","Aggarwal V","Med J Armed Forces India","2022","2022/09/23","PMC9485761","","10.1016/j.mjafi.2020.04.016"
"26474972","The association between objective tongue color and endoscopic findings: results from the Kyushu and Okinawa population study (KOPS)","Kainuma M, Furusyo N, Urita Y, Nagata M, Ihara T, Oji T, Nakaguchi T, Namiki T, Hayashi J.","BMC Complement Altern Med. 2015 Oct 16;15:372. doi: 10.1186/s12906-015-0904-0.","Kainuma M","BMC Complement Altern Med","2015","2015/10/18","PMC4609076","","10.1186/s12906-015-0904-0"
"31725997","Reconsideration of the Safety of Laparoscopic Rectal Surgery for Cancer","Son GM, Kye BH, Kim MK, Kim JG.","Ann Coloproctol. 2019 Oct;35(5):229-237. doi: 10.3393/ac.2019.10.16. Epub 2019 Oct 31.","Son GM","Ann Coloproctol","2019","2019/11/15","PMC6863006","","10.3393/ac.2019.10.16"
"29038774","Interaction of turmeric (Curcuma longa L.) with beneficial microbes: a review","Kumar A, Singh AK, Kaushik MS, Mishra SK, Raj P, Singh PK, Pandey KD.","3 Biotech. 2017 Dec;7(6):357. doi: 10.1007/s13205-017-0971-7. Epub 2017 Oct 3.","Kumar A","3 Biotech","2017","2017/10/18","PMC5624808","","10.1007/s13205-017-0971-7"
"37098066","Comparative connectomics reveals noncanonical wiring for color vision in human foveal retina","Kim YJ, Packer O, Pollreisz A, Martin PR, Grünert U, Dacey DM.","Proc Natl Acad Sci U S A. 2023 May 2;120(18):e2300545120. doi: 10.1073/pnas.2300545120. Epub 2023 Apr 25.","Kim YJ","Proc Natl Acad Sci U S A","2023","2023/04/25","PMC10160961","","10.1073/pnas.2300545120"
"35628447","Genipin, an Inhibitor of UCP2 as a Promising New Anticancer Agent: A Review of the Literature","Cho YS.","Int J Mol Sci. 2022 May 18;23(10):5637. doi: 10.3390/ijms23105637.","Cho YS","Int J Mol Sci","2022","2022/05/28","PMC9147402","","10.3390/ijms23105637"
"38191933","Real-time visualization of structural dynamics of synapses in live cells in vivo","Son S, Nagahama K, Lee J, Jung K, Kwak C, Kim J, Noh YW, Kim E, Lee S, Kwon HB, Heo WD.","Nat Methods. 2024 Feb;21(2):353-360. doi: 10.1038/s41592-023-02122-4. Epub 2024 Jan 8.","Son S","Nat Methods","2024","2024/01/09","","","10.1038/s41592-023-02122-4"
"33838995","Fruit consumption and cardiometabolic risk in the PREDIMED-plus study: A cross-sectional analysis","Becerra-Tomás N, Paz-Graniel I, Tresserra-Rimbau A, Martínez-González MÁ, Barrubés L, Corella D, Muñoz-Martínez J, Romaguera D, Vioque J, Alonso-Gómez ÁM, Wärnberg J, Martínez JA, Serra-Majem L, Estruch R, Bernal-López MR, Lapetra J, Pintó X, Tur JA, Garcia-Rios A, Riquelme Gallego B, Delgado-Rodríguez M, Matía-Martín P, Daimiel L, Velilla-Zancada S, Vidal J, Vázquez C, Ros E, Buil-Cosiales P, Babio N, Fernández-Carrión R, Pérez-Vega KA, Morey M, Torres-Collado L, Tojal-Sierra L, Pérez-López J, Abete I, Cabrera JP, Casas R, Fernández-García JC, Santos-Lozano JM, Esteve-Luque V, Bouzas C, Fernandez-Lazaro CI, Sorlí JV, Freixer G, Martín M, Muñoz MG, Salaverria-Lete I, Toledo E, Castañer O, Salas-Salvadó J; PREDIMED-Plus Investigators.","Nutr Metab Cardiovasc Dis. 2021 Jun 7;31(6):1702-1713. doi: 10.1016/j.numecd.2021.02.007. Epub 2021 Feb 17.","Becerra-Tomás N","Nutr Metab Cardiovasc Dis","2021","2021/04/11","","","10.1016/j.numecd.2021.02.007"
"37537722","A review of therapeutic impacts of saffron (Crocus sativus L.) and its constituents","Anaeigoudari F, Anaeigoudari A, Kheirkhah-Vakilabad A.","Physiol Rep. 2023 Aug;11(15):e15785. doi: 10.14814/phy2.15785.","Anaeigoudari F","Physiol Rep","2023","2023/08/03","PMC10400758","","10.14814/phy2.15785"
"24246346","The Diagnostic Utility of Color Doppler Ultrasonography, Tc-99m Pertechnetate Uptake, and TSH-Receptor Antibody for Differential Diagnosis of Graves' Disease and Silent Thyroiditis: A Comparative Study","Zuhur SS, Ozel A, Kuzu I, Erol RS, Ozcan ND, Basat O, Yenici FU, Altuntas Y.","Endocr Pract. 2014 Apr;20(4):310-9. doi: 10.4158/EP13300.OR.","Zuhur SS","Endocr Pract","2014","2013/11/20","","","10.4158/EP13300.OR"
"35126451","Clinical Characteristics and Genetic Analysis of a Family With Birt-Hogg-Dubé Syndrome and Congenital Contractural Arachnodactyly","Qiu J, Lou Y, Zhu Y, Wang M, Peng H, Hao Y, Jiang H, Mao Y.","Front Genet. 2022 Jan 19;12:768342. doi: 10.3389/fgene.2021.768342. eCollection 2021.","Qiu J","Front Genet","2022","2022/02/07","PMC8807514","","10.3389/fgene.2021.768342"
"36249697","Deep Learning-Based Cataract Detection and Grading from Slit-Lamp and Retro-Illumination Photographs: Model Development and Validation Study","Son KY, Ko J, Kim E, Lee SY, Kim MJ, Han J, Shin E, Chung TY, Lim DH.","Ophthalmol Sci. 2022 Mar 18;2(2):100147. doi: 10.1016/j.xops.2022.100147. eCollection 2022 Jun.","Son KY","Ophthalmol Sci","2022","2022/10/17","PMC9559082","","10.1016/j.xops.2022.100147"
"37400629","Clinical outcomes of esophageal granular cell tumors with different endoscopic resection methods","Ryu DG, Choi CW, Kim SJ, Hwang CS, Kang DH, Kim HW, Park SB, Son BS.","Sci Rep. 2023 Jul 3;13(1):10738. doi: 10.1038/s41598-023-37998-x.","Ryu DG","Sci Rep","2023","2023/07/03","PMC10317998","","10.1038/s41598-023-37998-x"
"35319572","[Non-compaction and restrictive cardiomyopathy in pediatrics: Two types of myocardial diseases that are important to recognize]","Álvarez Zenteno P, Meza Peñafiel L, Aroca Del Río P.","Andes Pediatr. 2021 Oct;92(5):667-676. doi: 10.32641/andespediatr.v92i5.3708.","Álvarez Zenteno P","Andes Pediatr","2021","2022/03/23","","","10.32641/andespediatr.v92i5.3708"
"23988689","Clinical application of qualitative assessment for breast masses in shear-wave elastography","Gweon HM, Youk JH, Son EJ, Kim JA.","Eur J Radiol. 2013 Nov;82(11):e680-5. doi: 10.1016/j.ejrad.2013.08.004. Epub 2013 Aug 14.","Gweon HM","Eur J Radiol","2013","2013/08/31","","","10.1016/j.ejrad.2013.08.004"
"26063662","Mutation of ATF6 causes autosomal recessive achromatopsia","Ansar M, Santos-Cortez RL, Saqib MA, Zulfiqar F, Lee K, Ashraf NM, Ullah E, Wang X, Sajid S, Khan FS, Amin-ud-Din M; University of Washington Center for Mendelian Genomics; Smith JD, Shendure J, Bamshad MJ, Nickerson DA, Hameed A, Riazuddin S, Ahmed ZM, Ahmad W, Leal SM.","Hum Genet. 2015 Sep;134(9):941-50. doi: 10.1007/s00439-015-1571-4. Epub 2015 Jun 11.","Ansar M","Hum Genet","2015","2015/06/12","PMC4529463","","10.1007/s00439-015-1571-4"
"35611457","Ultrasound monitoring of microcirculation: An original study from the laboratory bench to the clinic","Aghabaglou F, Ainechi A, Abramson H, Curry E, Kaovasia TP, Kamal S, Acord M, Mahapatra S, Pustavoitau A, Smith B, Azadi J, Son JK, Suk I, Theodore N, Tyler BM, Manbachi A.","Microcirculation. 2022 Oct;29(6-7):e12770. doi: 10.1111/micc.12770. Epub 2022 Jun 29.","Aghabaglou F","Microcirculation","2022","2022/05/25","PMC9786257","","10.1111/micc.12770"
"38350417","Evaluation of executive functions in children and adolescents with obesity","Üney E, Baykara HB, Avcil S.","Appl Neuropsychol Child. 2024 Feb 13:1-9. doi: 10.1080/21622965.2024.2312442. Online ahead of print.","Üney E","Appl Neuropsychol Child","2024","2024/02/13","","","10.1080/21622965.2024.2312442"
"35918275","A New Approach to Quantify and Grade Radiation Dermatitis Using Deep-Learning Segmentation in Skin Photographs","Park YI, Choi SH, Hong CS, Cho MS, Son J, Han MC, Kim J, Kim H, Kim DW, Kim JS.","Clin Oncol (R Coll Radiol). 2023 Jan;35(1):e10-e19. doi: 10.1016/j.clon.2022.07.001. Epub 2022 Jul 30.","Park YI","Clin Oncol (R Coll Radiol)","2023","2022/08/02","","","10.1016/j.clon.2022.07.001"
"37639787","A portable smartphone-based colorimetric sensor that utilizes dual amplification for the on-site detection of airborne bacteria","Ki J, Kwon IH, Lee J, Lim J, Jang S, Son SU, Seo SB, Oh SY, Kang T, Jung J, Lee KG, Hwang J, Lim EK.","J Hazard Mater. 2023 Oct 15;460:132398. doi: 10.1016/j.jhazmat.2023.132398. Epub 2023 Aug 25.","Ki J","J Hazard Mater","2023","2023/08/28","","","10.1016/j.jhazmat.2023.132398"
"24157316","Grouped retinae and tapetal cups in some Teleostian fish: occurrence, structure, and function","Francke M, Kreysing M, Mack A, Engelmann J, Karl A, Makarov F, Guck J, Kolle M, Wolburg H, Pusch R, von der Emde G, Schuster S, Wagner HJ, Reichenbach A.","Prog Retin Eye Res. 2014 Jan;38:43-69. doi: 10.1016/j.preteyeres.2013.10.001. Epub 2013 Oct 22.","Francke M","Prog Retin Eye Res","2014","2013/10/26","","","10.1016/j.preteyeres.2013.10.001"
"33674580","Point-of-care bulk testing for SARS-CoV-2 by combining hybridization capture with improved colorimetric LAMP","Bokelmann L, Nickel O, Maricic T, Pääbo S, Meyer M, Borte S, Riesenberg S.","Nat Commun. 2021 Mar 5;12(1):1467. doi: 10.1038/s41467-021-21627-0.","Bokelmann L","Nat Commun","2021","2021/03/06","PMC7935920","","10.1038/s41467-021-21627-0"
"35221593","Venous Insufficiency is a Clear Provoker of Pigmented Purpuric Dermatosis","Kim HJ, Lee GW, Son JW, Shin K, Kim HS, Ko HC, Kim BS, Kim MB.","Ann Dermatol. 2022 Feb;34(1):34-39. doi: 10.5021/ad.2022.34.1.34. Epub 2022 Jan 27.","Kim HJ","Ann Dermatol","2022","2022/02/28","PMC8831311","","10.5021/ad.2022.34.1.34"
"24478358","Three distinct blue-green color pathways in a mammalian retina","Mills SL, Tian LM, Hoshi H, Whitaker CM, Massey SC.","J Neurosci. 2014 Jan 29;34(5):1760-8. doi: 10.1523/JNEUROSCI.3901-13.2014.","Mills SL","J Neurosci","2014","2014/01/31","PMC3905144","","10.1523/JNEUROSCI.3901-13.2014"
"34030962","A natural compound harmine decreases melanin synthesis through regulation of the DYRK1A/NFATC3 pathway","Park CH, Kim G, Lee Y, Kim H, Song MJ, Lee DH, Chung JH.","J Dermatol Sci. 2021 Jul;103(1):16-24. doi: 10.1016/j.jdermsci.2021.05.003. Epub 2021 May 15.","Park CH","J Dermatol Sci","2021","2021/05/25","","","10.1016/j.jdermsci.2021.05.003"
"34184549","First Report of Fusarium oxysporum Causing Wilt on Coriander in China","Li X, Kang HJ, Zhao Q, Shi Y, Chai A, Li B.","Plant Dis. 2021 Jun 29. doi: 10.1094/PDIS-05-21-1002-PDN. Online ahead of print.","Li X","Plant Dis","2021","2021/06/29","","","10.1094/PDIS-05-21-1002-PDN"
