PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33429159","Vaping and lung cancer - A review of current data and recommendations","Bracken-Clarke D, Kapoor D, Baird AM, Buchanan PJ, Gately K, Cuffe S, Finn SP.","Lung Cancer. 2021 Mar;153:11-20. doi: 10.1016/j.lungcan.2020.12.030. Epub 2021 Jan 2.","Bracken-Clarke D","Lung Cancer","2021","2021/01/11","","","10.1016/j.lungcan.2020.12.030"
"35675826","Deubiquitinase OTUD3 regulates metabolism homeostasis in response to nutritional stresses","Zhou N, Qi H, Liu J, Zhang G, Liu J, Liu N, Zhu M, Zhao X, Song C, Zhou Z, Gong J, Li R, Bai X, Jin Y, Song Y, Yin Y.","Cell Metab. 2022 Jul 5;34(7):1023-1041.e8. doi: 10.1016/j.cmet.2022.05.005. Epub 2022 Jun 7.","Zhou N","Cell Metab","2022","2022/06/08","","","10.1016/j.cmet.2022.05.005"
"37134161","Acetylcarnitine shuttling links mitochondrial metabolism to histone acetylation and lipogenesis","Izzo LT, Trefely S, Demetriadou C, Drummond JM, Mizukami T, Kuprasertkul N, Farria AT, Nguyen PTT, Murali N, Reich L, Kantner DS, Shaffer J, Affronti H, Carrer A, Andrews A, Capell BC, Snyder NW, Wellen KE.","Sci Adv. 2023 May 3;9(18):eadf0115. doi: 10.1126/sciadv.adf0115. Epub 2023 May 3.","Izzo LT","Sci Adv","2023","2023/05/03","PMC10156126","","10.1126/sciadv.adf0115"
"36555387","The Influence of Lifestyle and Treatment on Oxidative Stress and Inflammation in Diabetes","Wronka M, Krzemińska J, Młynarska E, Rysz J, Franczyk B.","Int J Mol Sci. 2022 Dec 12;23(24):15743. doi: 10.3390/ijms232415743.","Wronka M","Int J Mol Sci","2022","2022/12/23","PMC9778895","","10.3390/ijms232415743"
"35832094","N(6)-methyladenosine-mediated LDHA induction potentiates chemoresistance of colorectal cancer cells through metabolic reprogramming","Zhang K, Zhang T, Yang Y, Tu W, Huang H, Wang Y, Chen Y, Pan K, Chen Z.","Theranostics. 2022 Jun 13;12(10):4802-4817. doi: 10.7150/thno.73746. eCollection 2022.","Zhang K","Theranostics","2022","2022/07/14","PMC9254245","","10.7150/thno.73746"
"35390676","SSBP1 drives high fructose-induced glomerular podocyte ferroptosis via activating DNA-PK/p53 pathway","Wu WY, Wang ZX, Li TS, Ding XQ, Liu ZH, Yang J, Fang L, Kong LD.","Redox Biol. 2022 Jun;52:102303. doi: 10.1016/j.redox.2022.102303. Epub 2022 Mar 31.","Wu WY","Redox Biol","2022","2022/04/07","PMC8990215","","10.1016/j.redox.2022.102303"
"32842536","Loganin Attenuates High Glucose-Induced Schwann Cells Pyroptosis by Inhibiting ROS Generation and NLRP3 Inflammasome Activation","Cheng YC, Chu LW, Chen JY, Hsieh SL, Chang YC, Dai ZK, Wu BN.","Cells. 2020 Aug 23;9(9):1948. doi: 10.3390/cells9091948.","Cheng YC","Cells","2020","2020/08/27","PMC7564733","","10.3390/cells9091948"
"38335002","Denosumab and the Risk of Diabetes in Patients Treated for Osteoporosis","Huang HK, Chuang AT, Liao TC, Shao SC, Liu PP, Tu YK, Lai EC.","JAMA Netw Open. 2024 Feb 5;7(2):e2354734. doi: 10.1001/jamanetworkopen.2023.54734.","Huang HK","JAMA Netw Open","2024","2024/02/09","PMC10858399","","10.1001/jamanetworkopen.2023.54734"
"38714664","FGFR inhibition blocks NF-ĸB-dependent glucose metabolism and confers metabolic vulnerabilities in cholangiocarcinoma","Zhen Y, Liu K, Shi L, Shah S, Xu Q, Ellis H, Balasooriya ER, Kreuzer J, Morris R, Baldwin AS, Juric D, Haas W, Bardeesy N.","Nat Commun. 2024 May 7;15(1):3805. doi: 10.1038/s41467-024-47514-y.","Zhen Y","Nat Commun","2024","2024/05/07","PMC11076599","","10.1038/s41467-024-47514-y"
"35889803","Important Food Sources of Fructose-Containing Sugars and Non-Alcoholic Fatty Liver Disease: A Systematic Review and Meta-Analysis of Controlled Trials","Lee D, Chiavaroli L, Ayoub-Charette S, Khan TA, Zurbau A, Au-Yeung F, Cheung A, Liu Q, Qi X, Ahmed A, Choo VL, Blanco Mejia S, Malik VS, El-Sohemy A, de Souza RJ, Wolever TMS, Leiter LA, Kendall CWC, Jenkins DJA, Sievenpiper JL.","Nutrients. 2022 Jul 12;14(14):2846. doi: 10.3390/nu14142846.","Lee D","Nutrients","2022","2022/07/27","PMC9325155","","10.3390/nu14142846"
"33845210","SMARCA4 and Other SWItch/Sucrose NonFermentable Family Genomic Alterations in NSCLC: Clinicopathologic Characteristics and Outcomes to Immune Checkpoint Inhibition","Alessi JV, Ricciuti B, Spurr LF, Gupta H, Li YY, Glass C, Nishino M, Cherniack AD, Lindsay J, Sharma B, Felt KD, Rodig SJ, Cheng ML, Sholl LM, Awad MM.","J Thorac Oncol. 2021 Jul;16(7):1176-1187. doi: 10.1016/j.jtho.2021.03.024.","Alessi JV","J Thorac Oncol","2021","2021/04/12","","","10.1016/j.jtho.2021.03.024"
"37582096","Fructose-containing food sources and blood pressure: A systematic review and meta-analysis of controlled feeding trials","Liu Q, Chiavaroli L, Ayoub-Charette S, Ahmed A, Khan TA, Au-Yeung F, Lee D, Cheung A, Zurbau A, Choo VL, Mejia SB, de Souza RJ, Wolever TMS, Leiter LA, Kendall CWC, Jenkins DJA, Sievenpiper JL.","PLoS One. 2023 Aug 15;18(8):e0264802. doi: 10.1371/journal.pone.0264802. eCollection 2023.","Liu Q","PLoS One","2023","2023/08/15","PMC10427023","","10.1371/journal.pone.0264802"
"37919797","High glucose enhances the activation of NLRP3 inflammasome by ambient fine particulate matter in alveolar macrophages","Mo Y, Mo L, Zhang Y, Zhang Y, Yuan J, Zhang Q.","Part Fibre Toxicol. 2023 Nov 2;20(1):41. doi: 10.1186/s12989-023-00552-8.","Mo Y","Part Fibre Toxicol","2023","2023/11/03","PMC10621103","","10.1186/s12989-023-00552-8"
"38290383","Nur77 mitigates endothelial dysfunction through activation of both nitric oxide production and anti-oxidant pathways","Lu L, Jang S, Zhu J, Qin Q, Sun L, Sun J.","Redox Biol. 2024 Apr;70:103056. doi: 10.1016/j.redox.2024.103056. Epub 2024 Jan 24.","Lu L","Redox Biol","2024","2024/01/30","PMC10844745","","10.1016/j.redox.2024.103056"
"28167004","E-cigarettes: An update on considerations for the otolaryngologist","Biyani S, Derkay CS.","Int J Pediatr Otorhinolaryngol. 2017 Mar;94:14-16. doi: 10.1016/j.ijporl.2016.12.027. Epub 2016 Dec 26.","Biyani S","Int J Pediatr Otorhinolaryngol","2017","2017/02/08","","","10.1016/j.ijporl.2016.12.027"
"28234359","Non-apoptotic functions of BCL-2 family proteins","Gross A, Katz SG.","Cell Death Differ. 2017 Aug;24(8):1348-1358. doi: 10.1038/cdd.2017.22. Epub 2017 Feb 24.","Gross A","Cell Death Differ","2017","2017/02/25","PMC5520452","","10.1038/cdd.2017.22"
"34319417","A spotlight on underlying the mechanism of AMPK in diabetes complications","Behl T, Gupta A, Sehgal A, Sharma S, Singh S, Sharma N, Diaconu CC, Rahdar A, Hafeez A, Bhatia S, Al-Harrasi A, Bungau S.","Inflamm Res. 2021 Sep;70(9):939-957. doi: 10.1007/s00011-021-01488-5. Epub 2021 Jul 28.","Behl T","Inflamm Res","2021","2021/07/28","","","10.1007/s00011-021-01488-5"
"38019082","Absence of Slc39a14/Zip14 in mouse pancreatic beta cells results in hyperinsulinemia","Hung YH, Kim Y, Mitchell SB, Thorn TL, Aydemir TB.","Am J Physiol Endocrinol Metab. 2024 Jan 1;326(1):E92-E105. doi: 10.1152/ajpendo.00117.2023. Epub 2023 Nov 29.","Hung YH","Am J Physiol Endocrinol Metab","2024","2023/11/29","PMC11193513","","10.1152/ajpendo.00117.2023"
