PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22294406","Overview of high-throughput screening","Entzeroth M, Flotow H, Condron P.","Curr Protoc Pharmacol. 2009 Mar;Chapter 9:Unit 9.4. doi: 10.1002/0471141755.ph0904s44.","Entzeroth M","Curr Protoc Pharmacol","2009","2012/02/02","","","10.1002/0471141755.ph0904s44"
"31031101","Quantifying blood-brain barrier leakage in small vessel disease: Review and consensus recommendations","Thrippleton MJ, Backes WH, Sourbron S, Ingrisch M, van Osch MJP, Dichgans M, Fazekas F, Ropele S, Frayne R, van Oostenbrugge RJ, Smith EE, Wardlaw JM.","Alzheimers Dement. 2019 Jun;15(6):840-858. doi: 10.1016/j.jalz.2019.01.013. Epub 2019 Apr 25.","Thrippleton MJ","Alzheimers Dement","2019","2019/04/30","PMC6565805","","10.1016/j.jalz.2019.01.013"
"23707515","Cellular and molecular players in adipose tissue inflammation in the development of obesity-induced insulin resistance","Lee BC, Lee J.","Biochim Biophys Acta. 2014 Mar;1842(3):446-62. doi: 10.1016/j.bbadis.2013.05.017. Epub 2013 May 22.","Lee BC","Biochim Biophys Acta","2014","2013/05/28","PMC3800253","NIHMS484247","10.1016/j.bbadis.2013.05.017"
"36789483","Predicting amyloid PET and tau PET stages with plasma biomarkers","Jack CR, Wiste HJ, Algeciras-Schimnich A, Figdore DJ, Schwarz CG, Lowe VJ, Ramanan VK, Vemuri P, Mielke MM, Knopman DS, Graff-Radford J, Boeve BF, Kantarci K, Cogswell PM, Senjem ML, Gunter JL, Therneau TM, Petersen RC.","Brain. 2023 May 2;146(5):2029-2044. doi: 10.1093/brain/awad042.","Jack CR","Brain","2023","2023/02/15","PMC10151195","","10.1093/brain/awad042"
"33634751","Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)(1)","Klionsky DJ, Abdel-Aziz AK, Abdelfatah S, Abdellatif M, Abdoli A, Abel S, Abeliovich H, Abildgaard MH, Abudu YP, Acevedo-Arozena A, Adamopoulos IE, Adeli K, Adolph TE, Adornetto A, Aflaki E, Agam G, Agarwal A, Aggarwal BB, Agnello M, Agostinis P, Agrewala JN, Agrotis A, Aguilar PV, Ahmad ST, Ahmed ZM, Ahumada-Castro U, Aits S, Aizawa S, Akkoc Y, Akoumianaki T, Akpinar HA, Al-Abd AM, Al-Akra L, Al-Gharaibeh A, Alaoui-Jamali MA, Alberti S, Alcocer-Gómez E, Alessandri C, Ali M, Alim Al-Bari MA, Aliwaini S, Alizadeh J, Almacellas E, Almasan A, Alonso A, Alonso GD, Altan-Bonnet N, Altieri DC, Álvarez ÉMC, Alves S, Alves da Costa C, Alzaharna MM, Amadio M, Amantini C, Amaral C, Ambrosio S, Amer AO, Ammanathan V, An Z, Andersen SU, Andrabi SA, Andrade-Silva M, Andres AM, Angelini S, Ann D, Anozie UC, Ansari MY, Antas P, Antebi A, Antón Z, Anwar T, Apetoh L, Apostolova N, Araki T, Araki Y, Arasaki K, Araújo WL, Araya J, Arden C, Arévalo MA, Arguelles S, Arias E, Arikkath J, Arimoto H, Ariosa AR, Armstrong-James D, Arnauné-Pelloquin L, Aroca A, Arroyo DS, Arsov I, Artero R, Asaro DML, Aschner M, Ashrafizadeh M, Ashur-Fabian O, Atanasov AG, Au AK, Auberger P, Auner HW, Aurelian L, et al.","Autophagy. 2021 Jan;17(1):1-382. doi: 10.1080/15548627.2020.1797280. Epub 2021 Feb 8.","Klionsky DJ","Autophagy","2021","2021/02/26","PMC7996087","","10.1080/15548627.2020.1797280"
"36457846","IGF2BP3 is an essential N(6)-methyladenosine biotarget for suppressing ferroptosis in lung adenocarcinoma cells","Xu X, Cui J, Wang H, Ma L, Zhang X, Guo W, Xue X, Wang Y, Qiu S, Tian X, Miao Y, Wu M, Yu Y, Xu Y, Wang J, Qiao Y.","Mater Today Bio. 2022 Nov 24;17:100503. doi: 10.1016/j.mtbio.2022.100503. eCollection 2022 Dec 15.","Xu X","Mater Today Bio","2022","2022/12/02","PMC9707255","","10.1016/j.mtbio.2022.100503"
"30334692","VX-445-Tezacaftor-Ivacaftor in Patients with Cystic Fibrosis and One or Two Phe508del Alleles","Keating D, Marigowda G, Burr L, Daines C, Mall MA, McKone EF, Ramsey BW, Rowe SM, Sass LA, Tullis E, McKee CM, Moskowitz SM, Robertson S, Savage J, Simard C, Van Goor F, Waltz D, Xuan F, Young T, Taylor-Cousar JL; VX16-445-001 Study Group.","N Engl J Med. 2018 Oct 25;379(17):1612-1620. doi: 10.1056/NEJMoa1807120. Epub 2018 Oct 18.","Keating D","N Engl J Med","2018","2018/10/19","PMC6289290","NIHMS1512089","10.1056/NEJMoa1807120"
"9377514","Renal cystic diseases","Thomsen HS, Levine E, Meilstrup JW, Van Slyke MA, Edgar KA, Barth JC, Hartman DS.","Eur Radiol. 1997;7(8):1267-75. doi: 10.1007/s003300050288.","Thomsen HS","Eur Radiol","1997","1997/01/01","","","10.1007/s003300050288"
"33199855","Sleep characteristics across the lifespan in 1.1 million people from the Netherlands, United Kingdom and United States: a systematic review and meta-analysis","Kocevska D, Lysen TS, Dotinga A, Koopman-Verhoeff ME, Luijk MPCM, Antypa N, Biermasz NR, Blokstra A, Brug J, Burk WJ, Comijs HC, Corpeleijn E, Dashti HS, de Bruin EJ, de Graaf R, Derks IPM, Dewald-Kaufmann JF, Elders PJM, Gemke RJBJ, Grievink L, Hale L, Hartman CA, Heijnen CJ, Huisman M, Huss A, Ikram MA, Jones SE, Velderman MK, Koning M, Meijer AM, Meijer K, Noordam R, Oldehinkel AJ, Groeniger JO, Penninx BWJH, Picavet HSJ, Pieters S, Reijneveld SA, Reitz E, Renders CM, Rodenburg G, Rutters F, Smith MC, Singh AS, Snijder MB, Stronks K, Ten Have M, Twisk JWR, Van de Mheen D, van der Ende J, van der Heijden KB, van der Velden PG, van Lenthe FJ, van Litsenburg RRL, van Oostrom SH, van Schalkwijk FJ, Sheehan CM, Verheij RA, Verhulst FC, Vermeulen MCM, Vermeulen RCH, Verschuren WMM, Vrijkotte TGM, Wijga AH, Willemen AM, Ter Wolbeek M, Wood AR, Xerxa Y, Bramer WM, Franco OH, Luik AI, Van Someren EJW, Tiemeier H.","Nat Hum Behav. 2021 Jan;5(1):113-122. doi: 10.1038/s41562-020-00965-x. Epub 2020 Nov 16.","Kocevska D","Nat Hum Behav","2021","2020/11/17","","","10.1038/s41562-020-00965-x"
"3317882","The political abuse of medicine and the challenge of opposing it","Zwi AB.","Soc Sci Med. 1987;25(6):649-57. doi: 10.1016/0277-9536(87)90092-x.","Zwi AB","Soc Sci Med","1987","1987/01/01","","","10.1016/0277-9536(87)90092-x"
