PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"20352533","Preparation and physicochemical characterization of amoxicillin beta-cyclodextrin complexes","Bisson-Boutelliez C, Fontanay S, Finance C, Kedzierewicz F.","AAPS PharmSciTech. 2010 Jun;11(2):574-81. doi: 10.1208/s12249-010-9412-1. Epub 2010 Mar 30.","Bisson-Boutelliez C","AAPS PharmSciTech","2010","2010/03/31","PMC2902304","","10.1208/s12249-010-9412-1"
"33923598","Biological Properties of Essential Oils from Thymus algeriensis Boiss","Ouakouak H, Benarfa A, Messaoudi M, Begaa S, Sawicka B, Benchikha N, Simal-Gandara J.","Plants (Basel). 2021 Apr 16;10(4):786. doi: 10.3390/plants10040786.","Ouakouak H","Plants (Basel)","2021","2021/04/30","PMC8072588","","10.3390/plants10040786"
"30020656","Case Study: 8-Year-Old With a Murmur and Hypertension (Archived)","John A, Bring K, Van Horn NL.","2023 Feb 20. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2024 Jan–.","John ABring KVan Horn NL","StatPearls","2024","2023/02/20","","",""
"27447281","Role of the N-Acetylmuramoyl-l-Alanyl Amidase, AmiA, of Helicobacter pylori in Peptidoglycan Metabolism, Daughter Cell Separation, and Virulence","Chaput C, Ecobichon C, Pouradier N, Rousselle JC, Namane A, Boneca IG.","Microb Drug Resist. 2016 Sep;22(6):477-86. doi: 10.1089/mdr.2016.0070. Epub 2016 Jul 22.","Chaput C","Microb Drug Resist","2016","2016/07/23","PMC5036311","","10.1089/mdr.2016.0070"
"23383500","[Determination of amoxicillin in honey by high performance liquid chromatography-tandem mass spectrometry]","Xu W, Zhang X, Wu B, Yin Y, Yang W, Shen C, Ding T, Chen H.","Se Pu. 2012 Oct;30(10):1089-92. doi: 10.3724/sp.j.1123.2012.06030.","Xu W","Se Pu","2012","2013/02/07","","","10.3724/sp.j.1123.2012.06030"
"30196521","Dental considerations and recommendations in Eisenmenger syndrome: A report of an unusual paediatric case","Calderón-Ávila PA, Garrocho-Rangel JA, Cepeda-Bravo JA, Ruiz-Rodríguez MS, Pierdant-Pérez M, Pozos-Guillén A.","Eur Arch Paediatr Dent. 2018 Dec;19(6):449-453. doi: 10.1007/s40368-018-0366-4. Epub 2018 Sep 8.","Calderón-Ávila PA","Eur Arch Paediatr Dent","2018","2018/09/10","","","10.1007/s40368-018-0366-4"
"16332247","Clinical, genetic, and biochemical findings in two siblings with Papillon-Lefèvre Syndrome","Cagli NA, Hakki SS, Dursun R, Toy H, Gokalp A, Ryu OH, Hart PS, Hart TC.","J Periodontol. 2005 Dec;76(12):2322-9. doi: 10.1902/jop.2005.76.12.2322.","Cagli NA","J Periodontol","2005","2005/12/08","","","10.1902/jop.2005.76.12.2322"
"7660084","Primary group A streptococcal peritonitis","Graham JC, Moss PJ, McKendrick MW.","Scand J Infect Dis. 1995;27(2):171-2. doi: 10.3109/00365549509019001.","Graham JC","Scand J Infect Dis","1995","1995/01/01","","","10.3109/00365549509019001"
"32599167","Removal of contaminants of emerging concern from real wastewater by an innovative hybrid membrane process - UltraSound, Adsorption, and Membrane ultrafiltration (USAMe®)","Naddeo V, Secondes MFN, Borea L, Hasan SW, Ballesteros F Jr, Belgiorno V.","Ultrason Sonochem. 2020 Nov;68:105237. doi: 10.1016/j.ultsonch.2020.105237. Epub 2020 Jun 23.","Naddeo V","Ultrason Sonochem","2020","2020/06/30","","","10.1016/j.ultsonch.2020.105237"
"9576401","Isolation of group A streptococci from children with perianal cellulitis and from their siblings","Barzilai A, Choen HA.","Pediatr Infect Dis J. 1998 Apr;17(4):358-60. doi: 10.1097/00006454-199804000-00024.","Barzilai A","Pediatr Infect Dis J","1998","1998/05/12","","","10.1097/00006454-199804000-00024"
"8783348","Prospective study of toxigenic Clostridium difficile in children given amoxicillin/clavulanate for otitis media","Mitchell DK, Van R, Mason EH, Norris DM, Pickering LK.","Pediatr Infect Dis J. 1996 Jun;15(6):514-9. doi: 10.1097/00006454-199606000-00008.","Mitchell DK","Pediatr Infect Dis J","1996","1996/06/01","","","10.1097/00006454-199606000-00008"
"15297562","Intrafamilial spread of the same clarithromycin-resistant Helicobacter pylori infection confirmed by molecular analysis","Taneike I, Suzuki K, Nakagawa S, Yamamoto T.","J Clin Microbiol. 2004 Aug;42(8):3901-3. doi: 10.1128/JCM.42.8.3901-3903.2004.","Taneike I","J Clin Microbiol","2004","2004/08/07","PMC497568","","10.1128/JCM.42.8.3901-3903.2004"
