PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36401752","Nootkatone Improves Chronic Unpredictable Mild Stress-Induced Depressive-Like Behaviors by Repressing NF-κB/NLRP3-Mediated Neuroinflammation","Zhao XH, An N, Xia MH, Liu WP, Wang QQ, Bao JZ.","Chin J Integr Med. 2023 Jan;29(1):37-43. doi: 10.1007/s11655-022-3725-2. Epub 2022 Nov 19.","Zhao XH","Chin J Integr Med","2023","2022/11/19","","","10.1007/s11655-022-3725-2"
"28213267","Ferulic acid inhibits neuro-inflammation in mice exposed to chronic unpredictable mild stress","Liu YM, Shen JD, Xu LP, Li HB, Li YC, Yi LT.","Int Immunopharmacol. 2017 Apr;45:128-134. doi: 10.1016/j.intimp.2017.02.007. Epub 2017 Feb 14.","Liu YM","Int Immunopharmacol","2017","2017/02/19","","","10.1016/j.intimp.2017.02.007"
"27922594","Cacna1c in the Prefrontal Cortex Regulates Depression-Related Behaviors via REDD1","Kabir ZD, Lee AS, Burgdorf CE, Fischer DK, Rajadhyaksha AM, Mok E, Rizzo B, Rice RC, Singh K, Ota KT, Gerhard DM, Schierberl KC, Glass MJ, Duman RS, Rajadhyaksha AM.","Neuropsychopharmacology. 2017 Sep;42(10):2032-2042. doi: 10.1038/npp.2016.271. Epub 2016 Dec 6.","Kabir ZD","Neuropsychopharmacology","2017","2016/12/07","PMC5561335","","10.1038/npp.2016.271"
"26454213","Geraniol produces antidepressant-like effects in a chronic unpredictable mild stress mice model","Deng XY, Xue JS, Li HY, Ma ZQ, Fu Q, Qu R, Ma SP.","Physiol Behav. 2015 Dec 1;152(Pt A):264-71. doi: 10.1016/j.physbeh.2015.10.008. Epub 2015 Oct 8.","Deng XY","Physiol Behav","2015","2015/10/11","","","10.1016/j.physbeh.2015.10.008"
"24520403","Preclinical evidence of rapid-onset antidepressant-like effect in Radix Polygalae extract","Shin IJ, Son SU, Park H, Kim Y, Park SH, Swanberg K, Shin JY, Ha SK, Cho Y, Bang SY, Lew JH, Cho SH, Maeng S.","PLoS One. 2014 Feb 10;9(2):e88617. doi: 10.1371/journal.pone.0088617. eCollection 2014.","Shin IJ","PLoS One","2014","2014/02/13","PMC3919798","","10.1371/journal.pone.0088617"
"35183538","Hippocampal NR6A1 impairs CREB-BDNF signaling and leads to the development of depression-like behaviors in mice","Tan P, Xue T, Wang Y, Hu Z, Su J, Yang R, Ji J, Ye M, Chen Z, Huang C, Lu X.","Neuropharmacology. 2022 May 15;209:108990. doi: 10.1016/j.neuropharm.2022.108990. Epub 2022 Feb 17.","Tan P","Neuropharmacology","2022","2022/02/20","","","10.1016/j.neuropharm.2022.108990"
"33857491","Ganoderic acid A exerted antidepressant-like action through FXR modulated NLRP3 inflammasome and synaptic activity","Bao H, Li H, Jia Y, Xiao Y, Luo S, Zhang D, Han L, Dai L, Xiao C, Feng L, Feng Y, Yang Y, Wang H, Wang G, Du J.","Biochem Pharmacol. 2021 Jun;188:114561. doi: 10.1016/j.bcp.2021.114561. Epub 2021 Apr 20.","Bao H","Biochem Pharmacol","2021","2021/04/15","","","10.1016/j.bcp.2021.114561"
"31157777","A Chronic Immobilization Stress Protocol for Inducing Depression-Like Behavior in Mice","Son H, Yang JH, Kim HJ, Lee DK.","J Vis Exp. 2019 May 15;(147). doi: 10.3791/59546.","Son H","J Vis Exp","2019","2019/06/04","","","10.3791/59546"
"31373969","Ginsenoside Rg1 attenuates chronic unpredictable mild stress-induced depressive-like effect via regulating NF-κB/NLRP3 pathway in rats","Zhang YQ, Wang XB, Xue RR, Gao XX, Li W.","Neuroreport. 2019 Sep 4;30(13):893-900. doi: 10.1097/WNR.0000000000001302.","Zhang YQ","Neuroreport","2019","2019/08/03","","","10.1097/WNR.0000000000001302"
"28093255","NLRP3 gene knockout blocks NF-κB and MAPK signaling pathway in CUMS-induced depression mouse model","Su WJ, Zhang Y, Chen Y, Gong H, Lian YJ, Peng W, Liu YZ, Wang YX, You ZL, Feng SJ, Zong Y, Lu GC, Jiang CL.","Behav Brain Res. 2017 Mar 30;322(Pt A):1-8. doi: 10.1016/j.bbr.2017.01.018. Epub 2017 Jan 16.","Su WJ","Behav Brain Res","2017","2017/01/18","","","10.1016/j.bbr.2017.01.018"
"8642815","Morphologic determinants favoring surgical aortic valvuloplasty versus pulmonary autograft aortic valve replacement in children","van Son JA, Reddy VM, Black MD, Rajasinghe H, Haas GS, Hanley FL.","J Thorac Cardiovasc Surg. 1996 Jun;111(6):1149-56; discussion 1156-7. doi: 10.1016/s0022-5223(96)70216-7.","van Son JA","J Thorac Cardiovasc Surg","1996","1996/06/01","","","10.1016/s0022-5223(96)70216-7"
