PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36088952","Efficacy and safety of switching from intravenous to oral antibiotics (amoxicillin-clavulanic acid) versus a full course of intravenous antibiotics in neonates with probable bacterial infection (RAIN): a multicentre, randomised, open-label, non-inferiority trial","Keij FM, Kornelisse RF, Hartwig NG, van der Sluijs-Bens J, van Beek RHT, van Driel A, van Rooij LGM, van Dalen-Vink I, Driessen GJA, Kenter S, von Lindern JS, Eijkemans M, Stam-Stigter GM, Qi H, van den Berg MM, Baartmans MGA, van der Meer-Kappelle LH, Meijssen CB, Norbruis OF, Heidema J, van Rossem MC, den Butter PCP, Allegaert K, Reiss IKM, Tramper-Stranders GA.","Lancet Child Adolesc Health. 2022 Nov;6(11):799-809. doi: 10.1016/S2352-4642(22)00245-0. Epub 2022 Sep 9.","Keij FM","Lancet Child Adolesc Health","2022","2022/09/11","","","10.1016/S2352-4642(22)00245-0"
"37490085","Identifying Children Likely to Benefit From Antibiotics for Acute Sinusitis: A Randomized Clinical Trial","Shaikh N, Hoberman A, Shope TR, Jeong JH, Kurs-Lasky M, Martin JM, Bhatnagar S, Muniz GB, Block SL, Andrasko M, Lee MC, Rajakumar K, Wald ER.","JAMA. 2023 Jul 25;330(4):349-358. doi: 10.1001/jama.2023.10854.","Shaikh N","JAMA","2023","2023/07/25","PMC10370259","","10.1001/jama.2023.10854"
"31643191","Amoxicillin","","2020 Oct 20. LiverTox: Clinical and Research Information on Drug-Induced Liver Injury [Internet]. Bethesda (MD): National Institute of Diabetes and Digestive and Kidney Diseases; 2012–.","","LiverTox: Clinical and Research Information on Drug-Induced Liver Injury","2012","2020/10/20","","",""
"34721633","Effect of Amoxicillin and Clavulanate Potassium Combined with Bazhengsan on Pediatric Urinary Tract Infection","Zhang S, Wang Z, Xu G.","Evid Based Complement Alternat Med. 2021 Oct 20;2021:4575503. doi: 10.1155/2021/4575503. eCollection 2021.","Zhang S","Evid Based Complement Alternat Med","2021","2021/11/01","PMC8550846","","10.1155/2021/4575503"
"31365083","Peanut butter-based formulations of amoxicillin for pediatric applications","Tran H, Lee D, Petnic SE, Bozzini JA, Lu S.","Int Health. 2020 Jan 1;12(1):43-49. doi: 10.1093/inthealth/ihz031.","Tran H","Int Health","2020","2019/08/01","PMC6964218","","10.1093/inthealth/ihz031"
"29720129","Availability, affordability and costs of pediatric medicines in Mongolia","Dorj G, Sunderland B, Sanjjav T, Dorj G, Gendenragchaa B.","BMC Pediatr. 2018 May 2;18(1):149. doi: 10.1186/s12887-018-1123-x.","Dorj G","BMC Pediatr","2018","2018/05/04","PMC5932849","","10.1186/s12887-018-1123-x"
"8595636","Clinical comparison of cefuroxime axetil suspension and amoxicillin/clavulanate suspension in the treatment of pediatric patients with acute otitis media with effusion","Gooch WM 3rd, Blair E, Puopolo A, Paster Z, Schwartz RH, Miller HC, Smyre HL, Giguere GC, Collins JJ.","Clin Ther. 1995 Sep-Oct;17(5):838-51. doi: 10.1016/0149-2918(95)80062-x.","Gooch WM 3rd","Clin Ther","1995","1995/09/01","","","10.1016/0149-2918(95)80062-x"
"36645793","Access to medicines for children in China","Chen Z, Li S, Choonara I, Zou K, Zeng L, Huang L, Jia ZJ, Cheng G, Jiang Y, Tang Y, Zhao S, Zhang L.","BMJ Paediatr Open. 2022 Dec;6(1):e001635. doi: 10.1136/bmjpo-2022-001635.","Chen Z","BMJ Paediatr Open","2022","2023/01/16","PMC9756215","","10.1136/bmjpo-2022-001635"
"11144401","Comparison of the palatability of the oral suspension of cefdinir vs. amoxicillin/clavulanate potassium, cefprozil and azithromycin in pediatric patients","Powers JL, Gooch WM 3rd, Oddo LP.","Pediatr Infect Dis J. 2000 Dec;19(12 Suppl):S174-80. doi: 10.1097/00006454-200012001-00008.","Powers JL","Pediatr Infect Dis J","2000","2001/01/06","","","10.1097/00006454-200012001-00008"
"34808141","Geographic Variations in Pharmacy Services and Availability of Commonly Prescribed Pediatric Urology Medications: An Opportunity to Improve Health Equity in Washington State","Whitley JA, Kieran K.","Urology. 2022 Jul;165:285-293. doi: 10.1016/j.urology.2021.10.028. Epub 2021 Nov 19.","Whitley JA","Urology","2022","2021/11/22","","","10.1016/j.urology.2021.10.028"
