PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26168897","Amoxicillin and amoxicillin/clavulanate reduce ethanol intake and increase GLT-1 expression as well as AKT phosphorylation in mesocorticolimbic regions","Goodwani S, Rao PS, Bell RL, Sari Y.","Brain Res. 2015 Oct 5;1622:397-408. doi: 10.1016/j.brainres.2015.07.008. Epub 2015 Jul 10.","Goodwani S","Brain Res","2015","2015/07/15","PMC4562883","NIHMS707302","10.1016/j.brainres.2015.07.008"
"34387136","Amoxicillin chewable tablets intended for pediatric use: formulation development, stability evaluation and taste assessment","Synaridou MS, Monou PK, Zacharis CK, Fatouros DG, Panderi I, Markopoulou CK.","Pharm Dev Technol. 2021 Nov;26(9):978-988. doi: 10.1080/10837450.2021.1968431. Epub 2021 Aug 20.","Synaridou MS","Pharm Dev Technol","2021","2021/08/13","","","10.1080/10837450.2021.1968431"
"3189983","Pharmacokinetics and estimated bioavailability of amoxicillin in mares after intravenous, intramuscular, and oral administration","Wilson WD, Spensley MS, Baggot JD, Hietala SK.","Am J Vet Res. 1988 Oct;49(10):1688-94.","Wilson WD","Am J Vet Res","1988","1988/10/01","","",""
"29042305","Influence of the fish oil in the gut microbiota of wistar rats (Rattus norvegicus) treated with dexamethasone and amoxicillin","Vivan L, Girotto C, Fracasso M, Pitaluga AN, Wagner G, Battiston FG.","Microb Pathog. 2017 Dec;113:45-50. doi: 10.1016/j.micpath.2017.10.018. Epub 2017 Oct 14.","Vivan L","Microb Pathog","2017","2017/10/19","","","10.1016/j.micpath.2017.10.018"
"22132827","Response of feline eosinophilic plaques and lip ulcers to amoxicillin trihydrate-clavulanate potassium therapy: a randomized, double-blind placebo-controlled prospective study","Wildermuth BE, Griffin CE, Rosenkrantz WS.","Vet Dermatol. 2012 Apr;23(2):110-8, e24-5. doi: 10.1111/j.1365-3164.2011.01020.x. Epub 2011 Dec 1.","Wildermuth BE","Vet Dermatol","2012","2011/12/03","","","10.1111/j.1365-3164.2011.01020.x"
"2000275","Sweeteners, flavorings, and dyes in antibiotic preparations","Kumar A, Weatherly MR, Beaman DC.","Pediatrics. 1991 Mar;87(3):352-60.","Kumar A","Pediatrics","1991","1991/03/01","","",""
"36369512","Amoxicillin impact on pathophysiology induced by short term high salt diet in mice","Kumar S, Perumal N, Yadav PK, Pandey RP, Chang CM, Raj VS.","Sci Rep. 2022 Nov 11;12(1):19351. doi: 10.1038/s41598-022-21270-9.","Kumar S","Sci Rep","2022","2022/11/12","PMC9652318","","10.1038/s41598-022-21270-9"
"37439681","Short-Term Dietary Intervention with Whole Oats Protects from Antibiotic-Induced Dysbiosis","Costa SK, Antosca K, Beekman CN, Peterson RL, Penumutchu S, Belenky P.","Microbiol Spectr. 2023 Aug 17;11(4):e0237623. doi: 10.1128/spectrum.02376-23. Epub 2023 Jul 13.","Costa SK","Microbiol Spectr","2023","2023/07/13","PMC10434222","","10.1128/spectrum.02376-23"
"36448784","Maternal Mycobiome, but Not Antibiotics, Alters Fungal Community Structure in Neonatal Piglets","Prisnee TL, Fouhse JM, Diether NE, Lantz HL, Ju T, Willing BP.","Appl Environ Microbiol. 2022 Dec 20;88(24):e0159322. doi: 10.1128/aem.01593-22. Epub 2022 Nov 30.","Prisnee TL","Appl Environ Microbiol","2022","2022/11/30","PMC9765005","","10.1128/aem.01593-22"
"31523007","Microbial Metabolism Modulates Antibiotic Susceptibility within the Murine Gut Microbiome","Cabral DJ, Penumutchu S, Reinhart EM, Zhang C, Korry BJ, Wurster JI, Nilson R, Guang A, Sano WH, Rowan-Nash AD, Li H, Belenky P.","Cell Metab. 2019 Oct 1;30(4):800-823.e7. doi: 10.1016/j.cmet.2019.08.020. Epub 2019 Sep 12.","Cabral DJ","Cell Metab","2019","2019/09/17","PMC6948150","NIHMS1051195","10.1016/j.cmet.2019.08.020"
"34374434","Effect of adjunctive systemic antibiotics on microbial populations compared with scaling and root planing alone for the treatment of periodontitis: A pilot randomized clinical trial","Lu H, He L, Jin D, Zhu Y, Meng H.","J Periodontol. 2022 Apr;93(4):570-583. doi: 10.1002/JPER.20-0764. Epub 2021 Sep 14.","Lu H","J Periodontol","2022","2021/08/10","","","10.1002/JPER.20-0764"
"27147292","Stability and Compatibility of Antibiotics in Peritoneal Dialysis Solutions Applied to Automated Peritoneal Dialysis in The Pediatric Population","Deslandes G, Grégoire M, Bouquié R, Le Marec A, Allard S, Dailly E, Pineau A, Allain-Launay E, Jolliet P, Roussey G, Navas D.","Perit Dial Int. 2016 11-12;36(6):676-679. doi: 10.3747/pdi.2015.00018. Epub 2016 May 4.","Deslandes G","Perit Dial Int","2016","2016/05/06","PMC5174876","","10.3747/pdi.2015.00018"
"33514072","Human Saliva-Mediated Hydrolysis of Eugenyl-β-D-Glucoside and Fluorescein-di-β-D-Glucoside in In Vivo and In Vitro Models","Dziadas M, Junka A, Jeleń H.","Biomolecules. 2021 Jan 27;11(2):172. doi: 10.3390/biom11020172.","Dziadas M","Biomolecules","2021","2021/01/30","PMC7911702","","10.3390/biom11020172"
"37291632","Aspartame and Phenylketonuria: an analysis of the daily phenylalanine intake of aspartame-containing drugs marketed in France","Maler V, Goetz V, Tardieu M, Khalil AE, Alili JM, Meunier P, Maillot F, Labarthe F.","Orphanet J Rare Dis. 2023 Jun 8;18(1):142. doi: 10.1186/s13023-023-02770-x.","Maler V","Orphanet J Rare Dis","2023","2023/06/08","PMC10249154","","10.1186/s13023-023-02770-x"
"38397610","Technological and Safety Characterization of Coagulase-Negative Staphylococci Isolated from Sardinian Fermented Sausage Made by Ovine Meat","Mangia NP, Cottu M, Aponte M, Murgia MA, Mura ME, Blaiotta G.","Foods. 2024 Feb 19;13(4):633. doi: 10.3390/foods13040633.","Mangia NP","Foods","2024","2024/02/24","PMC10888299","","10.3390/foods13040633"
"35900460","Profiles of sugar fermenting bacteria of the oral cavity among children with dental caries attending stomatology services at Ruhengeri referral hospital in Musanze District, Northern Rwanda","Yadufashije C, Uwase D, Muhimpundu L, Izere C, Mucumbitsi J, Munyeshyaka E, Twagirumukiza G, Mwanzia LN, Migabo H, Mala AO.","Niger Postgrad Med J. 2022 Jul-Sep;29(3):236-243. doi: 10.4103/npmj.npmj_78_22.","Yadufashije C","Niger Postgrad Med J","2022","2022/07/28","","","10.4103/npmj.npmj_78_22"
"33770170","Antimicrobial Resistance Phenotypes and Genotypes of Escherichia coli Isolates from Broiler Chickens Fed Encapsulated Cinnamaldehyde and Citral","Yang C, Rehman MA, Yin X, Carrillo CD, Wang QI, Yang C, Gong J, Diarra MS.","J Food Prot. 2021 Aug 1;84(8):1385-1399. doi: 10.4315/JFP-21-033.","Yang C","J Food Prot","2021","2021/03/26","","","10.4315/JFP-21-033"
"23235785","[Antimicrobial susceptibility of Helicobacter pylori with chronic gastritis]","Figueroa M, Cortés A, Pazos Á, Bravo LE.","Biomedica. 2012 Jan-Mar;32(1):32-42. doi: 10.1590/S0120-41572012000100005.","Figueroa M","Biomedica","2012","2012/12/14","","","10.1590/S0120-41572012000100005"
"23205247","Antibacterial activity and composition of essential oils from Pelargonium graveolens L'Her and Vitex agnus-castus L","Ghannadi A, Bagherinejad M, Abedi D, Jalali M, Absalan B, Sadeghi N.","Iran J Microbiol. 2012 Dec;4(4):171-6.","Ghannadi A","Iran J Microbiol","2012","2012/12/04","PMC3507305","",""
"3847523","[Bacteriological and clinical evaluation of BRL 25000 (clavulanic acid-amoxicillin) granules in the pediatric field]","Haruta T, Kuroki S, Okura K, Kobayashi Y.","Jpn J Antibiot. 1985 Feb;38(2):359-72.","Haruta T","Jpn J Antibiot","1985","1985/02/01","","",""
"20569667","National survey of pediatricians' opinions about and practices for acute otitis media and xylitol use","Danhauer JL, Johnson CE, Rotan SN, Snelson TA, Stockwell JS.","J Am Acad Audiol. 2010 May;21(5):329-46. doi: 10.3766/jaaa.21.5.5.","Danhauer JL","J Am Acad Audiol","2010","2010/06/24","","","10.3766/jaaa.21.5.5"
